Orthogroup	Species	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	Orthologs
OG0006806	OrthoDB_Prunus_persica_Lovell	ONH96911, ONH96912	3760_0_00503f
OG0006806	PLAZA_proteome.selected_transcript.ppe	ONH96911, ONH96912	Prupe.7G159100.2
OG0006807	OrthoDB_Prunus_persica_Lovell	ONH97646, ONH97645	3760_0_004b71
OG0006807	PLAZA_proteome.selected_transcript.ppe	ONH97646, ONH97645	Prupe.7G203300.2
OG0006808	OrthoDB_Prunus_persica_Lovell	ONH94818	3760_0_004786, 3760_0_004a48
OG0006808	PLAZA_proteome.selected_transcript.ppe	ONH94818	Prupe.7G032400.1
OG0006809	OrthoDB_Prunus_persica_Lovell	ONH94778	3760_0_0059ce, 3760_0_0059f8
OG0006809	PLAZA_proteome.selected_transcript.ppe	ONH94778	Prupe.7G029800.1
OG0006810	OrthoDB_Prunus_persica_Lovell	ONH97114, ONH97113	3760_0_004ef0
OG0006810	PLAZA_proteome.selected_transcript.ppe	ONH97114, ONH97113	Prupe.7G170500.2
OG0006811	OrthoDB_Prunus_persica_Lovell	ONH96686, ONH96685	3760_0_004f07
OG0006811	PLAZA_proteome.selected_transcript.ppe	ONH96686, ONH96685	Prupe.7G145800.1
OG0006812	OrthoDB_Prunus_persica_Lovell	ONH96207, ONH96208	3760_0_004ca5
OG0006812	PLAZA_proteome.selected_transcript.ppe	ONH96207, ONH96208	Prupe.7G113400.1
OG0006813	OrthoDB_Prunus_persica_Lovell	ONH96846, ONH96844	3760_0_004d30
OG0006813	PLAZA_proteome.selected_transcript.ppe	ONH96846, ONH96844	Prupe.7G155700.2
OG0006814	OrthoDB_Prunus_persica_Lovell	ONH94787, ONH94788	3760_0_0047c5
OG0006814	PLAZA_proteome.selected_transcript.ppe	ONH94787, ONH94788	Prupe.7G030500.2
OG0006815	OrthoDB_Prunus_persica_Lovell	ONH95284, ONH95283	3760_0_004a3a
OG0006815	PLAZA_proteome.selected_transcript.ppe	ONH95284, ONH95283	Prupe.7G061100.1
OG0006816	OrthoDB_Prunus_persica_Lovell	ONH97169, ONH97168	3760_0_004b88
OG0006816	PLAZA_proteome.selected_transcript.ppe	ONH97169, ONH97168	Prupe.7G173600.2
OG0006817	OrthoDB_Prunus_persica_Lovell	ONH97897, ONH97898	3760_0_004a83
OG0006817	PLAZA_proteome.selected_transcript.ppe	ONH97897, ONH97898	Prupe.7G217100.1
OG0006818	OrthoDB_Prunus_persica_Lovell	ONH96799, ONH96798	3760_0_004a4b
OG0006818	PLAZA_proteome.selected_transcript.ppe	ONH96799, ONH96798	Prupe.7G153000.2
OG0006819	OrthoDB_Prunus_persica_Lovell	ONH95930, ONH95931	3760_0_004b5a
OG0006819	PLAZA_proteome.selected_transcript.ppe	ONH95930, ONH95931	Prupe.7G097000.2
OG0006820	OrthoDB_Prunus_persica_Lovell	ONH97789	3760_0_004ab7, 3760_0_004d0e
OG0006820	PLAZA_proteome.selected_transcript.ppe	ONH97789	Prupe.7G210500.1
OG0006821	OrthoDB_Prunus_persica_Lovell	ONH97662, ONH97663	3760_0_00499f
OG0006821	PLAZA_proteome.selected_transcript.ppe	ONH97662, ONH97663	Prupe.7G204400.2
OG0006822	OrthoDB_Prunus_persica_Lovell	ONH95952, ONH95951	3760_0_004b99
OG0006822	PLAZA_proteome.selected_transcript.ppe	ONH95952, ONH95951	Prupe.7G098300.2
OG0006823	OrthoDB_Prunus_persica_Lovell	ONH97955, ONH97956	3760_0_004c3f
OG0006823	PLAZA_proteome.selected_transcript.ppe	ONH97955, ONH97956	Prupe.7G221000.2
OG0006824	OrthoDB_Prunus_persica_Lovell	ONH95808, ONH95809	3760_0_0049dc
OG0006824	PLAZA_proteome.selected_transcript.ppe	ONH95808, ONH95809	Prupe.7G090800.1
OG0006825	OrthoDB_Prunus_persica_Lovell	ONH98308, ONH98307	3760_0_004daf
OG0006825	PLAZA_proteome.selected_transcript.ppe	ONH98308, ONH98307	Prupe.7G241900.2
OG0006826	OrthoDB_Prunus_persica_Lovell	ONH96880, ONH96881	3760_0_004be6
OG0006826	PLAZA_proteome.selected_transcript.ppe	ONH96880, ONH96881	Prupe.7G157000.2
OG0006827	OrthoDB_Prunus_persica_Lovell	ONH95469, ONH95468	3760_0_004cd9
OG0006827	PLAZA_proteome.selected_transcript.ppe	ONH95469, ONH95468	Prupe.7G073000.2
OG0006828	OrthoDB_Prunus_persica_Lovell	ONH97397, ONH97396	3760_0_0047b9
OG0006828	PLAZA_proteome.selected_transcript.ppe	ONH97397, ONH97396	Prupe.7G187900.2
OG0006829	OrthoDB_Prunus_persica_Lovell	ONH95520, ONH95519	3760_0_0047bb
OG0006829	PLAZA_proteome.selected_transcript.ppe	ONH95520, ONH95519	Prupe.7G075300.2
OG0006830	OrthoDB_Prunus_persica_Lovell	ONH98432, ONH98433	3760_0_004ea1
OG0006830	PLAZA_proteome.selected_transcript.ppe	ONH98432, ONH98433	Prupe.7G248800.1
OG0006831	PLAZA_proteome.selected_transcript.ppe	ONH98027	Prupe.7G223900.1
OG0006831	PLAZA_proteome.selected_transcript.ppe	ONH98026	Prupe.7G223800.1
OG0006832	OrthoDB_Prunus_persica_Lovell	ONH98367	3760_0_0009b1, 3760_0_004e34
OG0006832	PLAZA_proteome.selected_transcript.ppe	ONH98367	Prupe.7G246800.1
OG0006833	OrthoDB_Prunus_persica_Lovell	ONI11491, ONI11493	3760_0_002c71
OG0006833	PLAZA_proteome.selected_transcript.ppe	ONI11491, ONI11493	Prupe.4G108900.2
OG0006834	OrthoDB_Prunus_persica_Lovell	ONI09730, ONI09731	3760_0_002983
OG0006834	PLAZA_proteome.selected_transcript.ppe	ONI09730, ONI09731	Prupe.4G006000.1
OG0006835	OrthoDB_Prunus_persica_Lovell	ONI12261, ONI12262	3760_0_0031d0
OG0006835	PLAZA_proteome.selected_transcript.ppe	ONI12261, ONI12262	Prupe.4G154400.2
OG0006836	OrthoDB_Prunus_persica_Lovell	ONI13651, ONI13652	3760_0_0029de
OG0006836	PLAZA_proteome.selected_transcript.ppe	ONI13651, ONI13652	Prupe.4G235000.2
OG0006837	OrthoDB_Prunus_persica_Lovell	ONI12706, ONI12707	3760_0_002f14
OG0006837	PLAZA_proteome.selected_transcript.ppe	ONI12706, ONI12707	Prupe.4G179900.2
OG0006839	OrthoDB_Prunus_persica_Lovell	ONI13389, ONI13390	3760_0_002a23
OG0006839	PLAZA_proteome.selected_transcript.ppe	ONI13389, ONI13390	Prupe.4G219000.3
OG0006840	OrthoDB_Prunus_persica_Lovell	ONI09849, ONI09850	3760_0_002f39
OG0006840	PLAZA_proteome.selected_transcript.ppe	ONI09849, ONI09850	Prupe.4G013700.1
OG0006841	OrthoDB_Prunus_persica_Lovell	ONI11343, ONI11344	3760_0_003229
OG0006841	PLAZA_proteome.selected_transcript.ppe	ONI11343, ONI11344	Prupe.4G102800.2
OG0006843	OrthoDB_Prunus_persica_Lovell	ONI11293, ONI11292	3760_0_0031a7
OG0006843	PLAZA_proteome.selected_transcript.ppe	ONI11293, ONI11292	Prupe.4G099700.1
OG0006845	OrthoDB_Prunus_persica_Lovell	ONI11661, ONI11662	3760_0_0032ff
OG0006845	PLAZA_proteome.selected_transcript.ppe	ONI11661, ONI11662	Prupe.4G119100.2
OG0006846	OrthoDB_Prunus_persica_Lovell	ONI12517, ONI12516	3760_0_002b90
OG0006846	PLAZA_proteome.selected_transcript.ppe	ONI12517, ONI12516	Prupe.4G170000.1
OG0006847	OrthoDB_Prunus_persica_Lovell	ONI13743, ONI13744	3760_0_00297a
OG0006847	PLAZA_proteome.selected_transcript.ppe	ONI13743, ONI13744	Prupe.4G242800.1
OG0006848	OrthoDB_Prunus_persica_Lovell	ONI13372, ONI13374	3760_0_0030b1
OG0006848	PLAZA_proteome.selected_transcript.ppe	ONI13372, ONI13374	Prupe.4G218100.2
OG0006850	OrthoDB_Prunus_persica_Lovell	ONI14349, ONI14348	3760_0_002c27
OG0006850	PLAZA_proteome.selected_transcript.ppe	ONI14349, ONI14348	Prupe.4G277000.1
OG0006852	OrthoDB_Prunus_persica_Lovell	ONI14560, ONI14559	3760_0_002c40
OG0006852	PLAZA_proteome.selected_transcript.ppe	ONI14560, ONI14559	Prupe.4G287200.1
OG0006853	OrthoDB_Prunus_persica_Lovell	ONI10902, ONI10901	3760_0_0031b3
OG0006853	PLAZA_proteome.selected_transcript.ppe	ONI10902, ONI10901	Prupe.4G074900.2
OG0006854	OrthoDB_Prunus_persica_Lovell	ONI12137, ONI12138	3760_0_003159
OG0006854	PLAZA_proteome.selected_transcript.ppe	ONI12137, ONI12138	Prupe.4G147600.2
OG0006855	OrthoDB_Prunus_persica_Lovell	ONI14181, ONI14182	3760_0_003254
OG0006855	PLAZA_proteome.selected_transcript.ppe	ONI14181, ONI14182	Prupe.4G267400.1
OG0006856	OrthoDB_Prunus_persica_Lovell	ONI14029, ONI14030	3760_0_002aaf
OG0006856	PLAZA_proteome.selected_transcript.ppe	ONI14029, ONI14030	Prupe.4G258700.1
OG0006857	OrthoDB_Prunus_persica_Lovell	ONI09882, ONI09883	3760_0_003028
OG0006857	PLAZA_proteome.selected_transcript.ppe	ONI09882, ONI09883	Prupe.4G015900.1
OG0006858	OrthoDB_Prunus_persica_Lovell	ONI12227, ONI12226	3760_0_002a4b
OG0006858	PLAZA_proteome.selected_transcript.ppe	ONI12227, ONI12226	Prupe.4G152300.6
OG0006859	OrthoDB_Prunus_persica_Lovell	ONI13401, ONI13400	3760_0_00325e
OG0006859	PLAZA_proteome.selected_transcript.ppe	ONI13401, ONI13400	Prupe.4G219200.2
OG0006860	OrthoDB_Prunus_persica_Lovell	ONI10607, ONI10608	3760_0_002b55
OG0006860	PLAZA_proteome.selected_transcript.ppe	ONI10607, ONI10608	Prupe.4G056700.2
OG0006861	OrthoDB_Prunus_persica_Lovell	ONI09820, ONI09821	3760_0_002df1
OG0006861	PLAZA_proteome.selected_transcript.ppe	ONI09820, ONI09821	Prupe.4G011300.2
OG0006862	OrthoDB_Prunus_persica_Lovell	ONI14631, ONI14630	3760_0_0029b1
OG0006862	PLAZA_proteome.selected_transcript.ppe	ONI14631, ONI14630	Prupe.4G288900.1
OG0006863	OrthoDB_Prunus_persica_Lovell	ONI10687, ONI10688	3760_0_0031bf
OG0006863	PLAZA_proteome.selected_transcript.ppe	ONI10687, ONI10688	Prupe.4G061900.2
OG0006864	OrthoDB_Prunus_persica_Lovell	ONI10573, ONI10572	3760_0_002fc6
OG0006864	PLAZA_proteome.selected_transcript.ppe	ONI10573, ONI10572	Prupe.4G054500.2
OG0006865	OrthoDB_Prunus_persica_Lovell	ONI10728, ONI10729	3760_0_002be0
OG0006865	PLAZA_proteome.selected_transcript.ppe	ONI10728, ONI10729	Prupe.4G064100.2
OG0006866	OrthoDB_Prunus_persica_Lovell	ONI11882, ONI11881	3760_0_002d7f
OG0006866	PLAZA_proteome.selected_transcript.ppe	ONI11882, ONI11881	Prupe.4G132000.2
OG0006867	OrthoDB_Prunus_persica_Lovell	ONI11193, ONI11192	3760_0_0029db
OG0006867	PLAZA_proteome.selected_transcript.ppe	ONI11193, ONI11192	Prupe.4G091700.1
OG0006868	OrthoDB_Prunus_persica_Lovell	ONI13526, ONI13527	3760_0_002c9d
OG0006868	PLAZA_proteome.selected_transcript.ppe	ONI13526, ONI13527	Prupe.4G227800.1
OG0006869	OrthoDB_Prunus_persica_Lovell	ONI10409	3760_0_00065c, 3760_0_002f15
OG0006869	PLAZA_proteome.selected_transcript.ppe	ONI10409	Prupe.4G045500.2
OG0006870	OrthoDB_Prunus_persica_Lovell	ONI10290, ONI10291	3760_0_002e14
OG0006870	PLAZA_proteome.selected_transcript.ppe	ONI10290, ONI10291	Prupe.4G039000.1
OG0006872	OrthoDB_Prunus_persica_Lovell	ONI09634, ONI09633	3760_0_002a44
OG0006872	PLAZA_proteome.selected_transcript.ppe	ONI09634, ONI09633	Prupe.4G001000.1
OG0006873	OrthoDB_Prunus_persica_Lovell	ONI11798, ONI11796	3760_0_002d1a
OG0006873	PLAZA_proteome.selected_transcript.ppe	ONI11798, ONI11796	Prupe.4G126100.3
OG0006874	OrthoDB_Prunus_persica_Lovell	ONI10695, ONI10694	3760_0_003089
OG0006874	PLAZA_proteome.selected_transcript.ppe	ONI10695, ONI10694	Prupe.4G062300.1
OG0006875	OrthoDB_Prunus_persica_Lovell	ONI11585, ONI11586	3760_0_002d58
OG0006875	PLAZA_proteome.selected_transcript.ppe	ONI11585, ONI11586	Prupe.4G114800.2
OG0006876	OrthoDB_Prunus_persica_Lovell	ONI10226, ONI10225	3760_0_002a19
OG0006876	PLAZA_proteome.selected_transcript.ppe	ONI10226, ONI10225	Prupe.4G035500.2
OG0006877	OrthoDB_Prunus_persica_Lovell	ONI11642, ONI11643	3760_0_002f2a
OG0006877	PLAZA_proteome.selected_transcript.ppe	ONI11642, ONI11643	Prupe.4G118000.2
OG0006878	OrthoDB_Prunus_persica_Lovell	ONI11781, ONI11782	3760_0_002dc9
OG0006878	PLAZA_proteome.selected_transcript.ppe	ONI11781, ONI11782	Prupe.4G125000.2
OG0006879	OrthoDB_Prunus_persica_Lovell	ONI09696, ONI09697	3760_0_003043
OG0006879	PLAZA_proteome.selected_transcript.ppe	ONI09696, ONI09697	Prupe.4G003800.2
OG0006880	OrthoDB_Prunus_persica_Lovell	ONI14428, ONI14427	3760_0_002f8c
OG0006880	PLAZA_proteome.selected_transcript.ppe	ONI14428, ONI14427	Prupe.4G280500.2
OG0006881	OrthoDB_Prunus_persica_Lovell	ONI10381, ONI10380	3760_0_002b87
OG0006881	PLAZA_proteome.selected_transcript.ppe	ONI10381, ONI10380	Prupe.4G044400.2
OG0006882	OrthoDB_Prunus_persica_Lovell	ONI10140, ONI10139	3760_0_002a66
OG0006882	PLAZA_proteome.selected_transcript.ppe	ONI10140, ONI10139	Prupe.4G030000.1
OG0006883	OrthoDB_Prunus_persica_Lovell	ONI12884, ONI12885	3760_0_0031c8
OG0006883	PLAZA_proteome.selected_transcript.ppe	ONI12884, ONI12885	Prupe.4G189600.2
OG0006884	OrthoDB_Prunus_persica_Lovell	ONI14096, ONI14095	3760_0_002d78
OG0006884	PLAZA_proteome.selected_transcript.ppe	ONI14096, ONI14095	Prupe.4G261600.2
OG0006885	OrthoDB_Prunus_persica_Lovell	ONI12020, ONI12021	3760_0_00314a
OG0006885	PLAZA_proteome.selected_transcript.ppe	ONI12020, ONI12021	Prupe.4G139800.4
OG0006886	OrthoDB_Prunus_persica_Lovell	ONI12832, ONI12833	3760_0_002ee2
OG0006886	PLAZA_proteome.selected_transcript.ppe	ONI12832, ONI12833	Prupe.4G186000.2
OG0006887	OrthoDB_Prunus_persica_Lovell	ONI12426, ONI12427	3760_0_003117
OG0006887	PLAZA_proteome.selected_transcript.ppe	ONI12426, ONI12427	Prupe.4G164300.1
OG0006889	OrthoDB_Prunus_persica_Lovell	ONI11694, ONI11695	3760_0_002dd9
OG0006889	PLAZA_proteome.selected_transcript.ppe	ONI11694, ONI11695	Prupe.4G121200.2
OG0006890	OrthoDB_Prunus_persica_Lovell	ONI10234, ONI10233	3760_0_002cb0
OG0006890	PLAZA_proteome.selected_transcript.ppe	ONI10234, ONI10233	Prupe.4G035900.1
OG0006891	OrthoDB_Prunus_persica_Lovell	ONI12587, ONI12588	3760_0_0031f5
OG0006891	PLAZA_proteome.selected_transcript.ppe	ONI12587, ONI12588	Prupe.4G173400.3
OG0006892	OrthoDB_Prunus_persica_Lovell	ONI14244, ONI14245	3760_0_003174
OG0006892	PLAZA_proteome.selected_transcript.ppe	ONI14244, ONI14245	Prupe.4G270500.2
OG0006894	OrthoDB_Prunus_persica_Lovell	ONI13532, ONI13533	3760_0_002a08
OG0006894	PLAZA_proteome.selected_transcript.ppe	ONI13532, ONI13533	Prupe.4G228200.2
OG0006895	OrthoDB_Prunus_persica_Lovell	ONI13087, ONI13088	3760_0_002cb4
OG0006895	PLAZA_proteome.selected_transcript.ppe	ONI13087, ONI13088	Prupe.4G201700.2
OG0006896	OrthoDB_Prunus_persica_Lovell	ONI11766, ONI11765	3760_0_0029cc
OG0006896	PLAZA_proteome.selected_transcript.ppe	ONI11766, ONI11765	Prupe.4G124100.1
OG0006897	OrthoDB_Prunus_persica_Lovell	ONI10563, ONI10562	3760_0_002b33
OG0006897	PLAZA_proteome.selected_transcript.ppe	ONI10563, ONI10562	Prupe.4G053800.2
OG0006898	OrthoDB_Prunus_persica_Lovell	ONI14387, ONI14388	3760_0_002d54
OG0006898	PLAZA_proteome.selected_transcript.ppe	ONI14387, ONI14388	Prupe.4G278500.2
OG0006899	OrthoDB_Prunus_persica_Lovell	ONI12253, ONI12254	3760_0_002b75
OG0006899	PLAZA_proteome.selected_transcript.ppe	ONI12253, ONI12254	Prupe.4G154100.2
OG0006900	OrthoDB_Prunus_persica_Lovell	ONI11093, ONI11094	3760_0_003032
OG0006900	PLAZA_proteome.selected_transcript.ppe	ONI11093, ONI11094	Prupe.4G087200.1
OG0006901	OrthoDB_Prunus_persica_Lovell	ONI12784, ONI12785	3760_0_002fcd
OG0006901	PLAZA_proteome.selected_transcript.ppe	ONI12784, ONI12785	Prupe.4G183500.1
OG0006902	OrthoDB_Prunus_persica_Lovell	ONI12829, ONI12830	3760_0_002f4d
OG0006902	PLAZA_proteome.selected_transcript.ppe	ONI12829, ONI12830	Prupe.4G185800.2
OG0006903	OrthoDB_Prunus_persica_Lovell	ONI14320, ONI14319	3760_0_002e97
OG0006903	PLAZA_proteome.selected_transcript.ppe	ONI14320, ONI14319	Prupe.4G275500.2
OG0006904	PLAZA_proteome.selected_transcript.ppe	ONI09902	Prupe.4G017300.1
OG0006904	PLAZA_proteome.selected_transcript.ppe	ONI09958	Prupe.4G020700.1
OG0006905	OrthoDB_Prunus_persica_Lovell	ONI12016, ONI12017	3760_0_002e1b
OG0006905	PLAZA_proteome.selected_transcript.ppe	ONI12016, ONI12017	Prupe.4G139700.1
OG0006906	OrthoDB_Prunus_persica_Lovell	ONI14109, ONI14108	3760_0_003223
OG0006906	PLAZA_proteome.selected_transcript.ppe	ONI14109, ONI14108	Prupe.4G262500.1
OG0006907	OrthoDB_Prunus_persica_Lovell	ONI11339, ONI11340	3760_0_002de1
OG0006907	PLAZA_proteome.selected_transcript.ppe	ONI11339, ONI11340	Prupe.4G102500.2
OG0006908	OrthoDB_Prunus_persica_Lovell	ONI11679, ONI11680	3760_0_002a1c
OG0006908	PLAZA_proteome.selected_transcript.ppe	ONI11679, ONI11680	Prupe.4G120300.2
OG0006909	OrthoDB_Prunus_persica_Lovell	ONI09872, ONI09871	3760_0_002a1e
OG0006909	PLAZA_proteome.selected_transcript.ppe	ONI09872, ONI09871	Prupe.4G015200.1
OG0006910	OrthoDB_Prunus_persica_Lovell	ONI13070, ONI13069	3760_0_002df5
OG0006910	PLAZA_proteome.selected_transcript.ppe	ONI13070, ONI13069	Prupe.4G201000.1
OG0006911	OrthoDB_Prunus_persica_Lovell	ONI09879, ONI09878	3760_0_00320d
OG0006911	PLAZA_proteome.selected_transcript.ppe	ONI09879, ONI09878	Prupe.4G015700.2
OG0006912	OrthoDB_Prunus_persica_Lovell	ONI12692, ONI12693	3760_0_002cc8
OG0006912	PLAZA_proteome.selected_transcript.ppe	ONI12692, ONI12693	Prupe.4G179300.1
OG0006913	OrthoDB_Prunus_persica_Lovell	ONI10628, ONI10627	3760_0_0031b5
OG0006913	PLAZA_proteome.selected_transcript.ppe	ONI10628, ONI10627	Prupe.4G058000.2
OG0006915	OrthoDB_Prunus_persica_Lovell	ONI10042, ONI10036	3760_0_0029e1
OG0006915	PLAZA_proteome.selected_transcript.ppe	ONI10042, ONI10036	Prupe.4G024400.2
OG0006916	OrthoDB_Prunus_persica_Lovell	ONI11451, ONI11450	3760_0_003262
OG0006916	PLAZA_proteome.selected_transcript.ppe	ONI11451, ONI11450	Prupe.4G107100.1
OG0006917	OrthoDB_Prunus_persica_Lovell	ONI11153, ONI11154	3760_0_002f38
OG0006917	PLAZA_proteome.selected_transcript.ppe	ONI11153, ONI11154	Prupe.4G090400.2
OG0006918	OrthoDB_Prunus_persica_Lovell	ONI13477, ONI13476	3760_0_002b4d
OG0006918	PLAZA_proteome.selected_transcript.ppe	ONI13477, ONI13476	Prupe.4G224600.1
OG0006919	OrthoDB_Prunus_persica_Lovell	ONI11363, ONI11364	3760_0_003104
OG0006919	PLAZA_proteome.selected_transcript.ppe	ONI11363, ONI11364	Prupe.4G103700.2
OG0006920	OrthoDB_Prunus_persica_Lovell	ONI13262, ONI13261	3760_0_002ea4
OG0006920	PLAZA_proteome.selected_transcript.ppe	ONI13262, ONI13261	Prupe.4G212300.1
OG0006921	OrthoDB_Prunus_persica_Lovell	ONI10033, ONI10034	3760_0_003295
OG0006921	PLAZA_proteome.selected_transcript.ppe	ONI10033, ONI10034	Prupe.4G024100.2
OG0006923	OrthoDB_Prunus_persica_Lovell	ONI10117, ONI10116	3760_0_002e7e
OG0006923	PLAZA_proteome.selected_transcript.ppe	ONI10117, ONI10116	Prupe.4G028100.1
OG0006924	PLAZA_proteome.selected_transcript.ppe	ONI14121	Prupe.4G263700.1
OG0006924	OrthoDB_Prunus_persica_Lovell	ONI14121	3760_0_0032bd, 3760_0_002c4a
OG0006925	OrthoDB_Prunus_persica_Lovell	ONI14369, ONI14368	3760_0_0032bb
OG0006925	PLAZA_proteome.selected_transcript.ppe	ONI14369, ONI14368	Prupe.4G277400.2
OG0006927	PLAZA_proteome.selected_transcript.ppe	ONI12067	Prupe.4G142300.1
OG0006927	PLAZA_proteome.selected_transcript.ppe	ONI12069	Prupe.4G142500.1
OG0006928	OrthoDB_Prunus_persica_Lovell	ONI12857, ONI12856	3760_0_0029e3
OG0006928	PLAZA_proteome.selected_transcript.ppe	ONI12857, ONI12856	Prupe.4G187500.2
OG0006929	OrthoDB_Prunus_persica_Lovell	ONI11133, ONI11134	3760_0_00319b
OG0006929	PLAZA_proteome.selected_transcript.ppe	ONI11133, ONI11134	Prupe.4G088900.1
OG0006930	OrthoDB_Prunus_persica_Lovell	ONI09770, ONI09769	3760_0_002c05
OG0006930	PLAZA_proteome.selected_transcript.ppe	ONI09770, ONI09769	Prupe.4G008200.2
OG0006931	OrthoDB_Prunus_persica_Lovell	ONI12089	3760_0_003175, 3760_0_004e88
OG0006931	PLAZA_proteome.selected_transcript.ppe	ONI12089	Prupe.4G143500.1
OG0006932	OrthoDB_Prunus_persica_Lovell	ONI13465, ONI13466	3760_0_00310c
OG0006932	PLAZA_proteome.selected_transcript.ppe	ONI13465, ONI13466	Prupe.4G224000.2
OG0006933	OrthoDB_Prunus_persica_Lovell	ONI11106, ONI11105	3760_0_0031c9
OG0006933	PLAZA_proteome.selected_transcript.ppe	ONI11106, ONI11105	Prupe.4G088000.1
OG0006934	OrthoDB_Prunus_persica_Lovell	ONI11216, ONI11217	3760_0_002a78
OG0006934	PLAZA_proteome.selected_transcript.ppe	ONI11216, ONI11217	Prupe.4G092800.1
OG0006935	OrthoDB_Prunus_persica_Lovell	ONI10324, ONI10323	3760_0_002ab9
OG0006935	PLAZA_proteome.selected_transcript.ppe	ONI10324, ONI10323	Prupe.4G040600.2
OG0006936	OrthoDB_Prunus_persica_Lovell	ONI14070, ONI14069	3760_0_002a3e
OG0006936	PLAZA_proteome.selected_transcript.ppe	ONI14070, ONI14069	Prupe.4G260400.1
OG0006937	OrthoDB_Prunus_persica_Lovell	ONI13247, ONI13246	3760_0_00305b
OG0006937	PLAZA_proteome.selected_transcript.ppe	ONI13247, ONI13246	Prupe.4G211600.3
OG0006938	OrthoDB_Prunus_persica_Lovell	ONI10791, ONI10792	3760_0_002c63
OG0006938	PLAZA_proteome.selected_transcript.ppe	ONI10791, ONI10792	Prupe.4G068300.2
OG0006939	OrthoDB_Prunus_persica_Lovell	ONI12804, ONI12805	3760_0_002e83
OG0006939	PLAZA_proteome.selected_transcript.ppe	ONI12804, ONI12805	Prupe.4G184300.2
OG0006940	OrthoDB_Prunus_persica_Lovell	ONI14473, ONI14472	3760_0_002f5e
OG0006940	PLAZA_proteome.selected_transcript.ppe	ONI14473, ONI14472	Prupe.4G282200.1
OG0006941	OrthoDB_Prunus_persica_Lovell	ONI12479, ONI12478	3760_0_002ed0
OG0006941	PLAZA_proteome.selected_transcript.ppe	ONI12479, ONI12478	Prupe.4G167400.1
OG0006942	OrthoDB_Prunus_persica_Lovell	ONI12448, ONI12447	3760_0_0029ad
OG0006942	PLAZA_proteome.selected_transcript.ppe	ONI12448, ONI12447	Prupe.4G165300.2
OG0006943	OrthoDB_Prunus_persica_Lovell	ONI14231, ONI14230	3760_0_003012
OG0006943	PLAZA_proteome.selected_transcript.ppe	ONI14231, ONI14230	Prupe.4G270000.1
OG0006944	OrthoDB_Prunus_persica_Lovell	ONI14324, ONI14322	3760_0_002976
OG0006944	PLAZA_proteome.selected_transcript.ppe	ONI14324, ONI14322	Prupe.4G275700.1
OG0006946	OrthoDB_Prunus_persica_Lovell	ONI10986, ONI10987	3760_0_002e55
OG0006946	PLAZA_proteome.selected_transcript.ppe	ONI10986, ONI10987	Prupe.4G080400.2
OG0006947	OrthoDB_Prunus_persica_Lovell	ONI10798, ONI10797	3760_0_00310f
OG0006947	PLAZA_proteome.selected_transcript.ppe	ONI10798, ONI10797	Prupe.4G068800.1
OG0006948	OrthoDB_Prunus_persica_Lovell	ONI10920, ONI10919	3760_0_0030f6
OG0006948	PLAZA_proteome.selected_transcript.ppe	ONI10920, ONI10919	Prupe.4G075500.2
OG0006949	OrthoDB_Prunus_persica_Lovell	ONI13731	3760_0_002ea6, 3760_0_0036f4
OG0006949	PLAZA_proteome.selected_transcript.ppe	ONI13731	Prupe.4G241800.1
OG0006950	OrthoDB_Prunus_persica_Lovell	ONI13769, ONI13770	3760_0_002b98
OG0006950	PLAZA_proteome.selected_transcript.ppe	ONI13769, ONI13770	Prupe.4G244200.2
OG0006951	OrthoDB_Prunus_persica_Lovell	ONI12635, ONI12634	3760_0_002a1d
OG0006951	PLAZA_proteome.selected_transcript.ppe	ONI12635, ONI12634	Prupe.4G176600.1
OG0006952	OrthoDB_Prunus_persica_Lovell	ONI12881, ONI12882	3760_0_002b1d
OG0006952	PLAZA_proteome.selected_transcript.ppe	ONI12881, ONI12882	Prupe.4G189400.1
OG0006953	OrthoDB_Prunus_persica_Lovell	ONI10054, ONI10053	3760_0_0030c3
OG0006953	PLAZA_proteome.selected_transcript.ppe	ONI10054, ONI10053	Prupe.4G025100.1
OG0006954	OrthoDB_Prunus_persica_Lovell	ONI09802, ONI09801	3760_0_002bc0
OG0006954	PLAZA_proteome.selected_transcript.ppe	ONI09802, ONI09801	Prupe.4G010000.2
OG0006955	OrthoDB_Prunus_persica_Lovell	ONI11663, ONI11664	3760_0_002eac
OG0006955	PLAZA_proteome.selected_transcript.ppe	ONI11663, ONI11664	Prupe.4G119200.2
OG0006956	OrthoDB_Prunus_persica_Lovell	ONI12104, ONI12103	3760_0_0031d2
OG0006956	PLAZA_proteome.selected_transcript.ppe	ONI12104, ONI12103	Prupe.4G144400.2
OG0006957	OrthoDB_Prunus_persica_Lovell	ONI10431, ONI10432	3760_0_002d47
OG0006957	PLAZA_proteome.selected_transcript.ppe	ONI10431, ONI10432	Prupe.4G047400.2
OG0006958	OrthoDB_Prunus_persica_Lovell	ONI13118, ONI13117	3760_0_003193
OG0006958	PLAZA_proteome.selected_transcript.ppe	ONI13118, ONI13117	Prupe.4G203700.2
OG0006959	OrthoDB_Prunus_persica_Lovell	ONI13738, ONI13737	3760_0_003167
OG0006959	PLAZA_proteome.selected_transcript.ppe	ONI13738, ONI13737	Prupe.4G242300.2
