Orthogroup	Species	OrthoDB_Prunus_persica_Lovell	Orthologs
OG0011144	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003993	ONI06452
OG0011145	PLAZA_proteome.selected_transcript.ppe	3760_0_003455	Prupe.5G220400.1
OG0011145	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003455	ONI09134
OG0011146	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a52	ONI07215
OG0011146	PLAZA_proteome.selected_transcript.ppe	3760_0_003a52	Prupe.5G106700.1
OG0011147	PLAZA_proteome.selected_transcript.ppe	3760_0_003653	Prupe.5G225700.1
OG0011147	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003653	ONI09236
OG0011148	PLAZA_proteome.selected_transcript.ppe	3760_0_003a5d	Prupe.5G002200.1
OG0011148	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a5d	ONI05339
OG0011149	PLAZA_proteome.selected_transcript.ppe	3760_0_003a06	Prupe.5G241200.1
OG0011149	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a06	ONI09494
OG0011150	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003407	ONI09277
OG0011150	PLAZA_proteome.selected_transcript.ppe	3760_0_003407	Prupe.5G228500.1
OG0011151	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00334e	ONI07837
OG0011151	PLAZA_proteome.selected_transcript.ppe	3760_0_00334e	Prupe.5G142200.1
OG0011152	PLAZA_proteome.selected_transcript.ppe	3760_0_00366d	Prupe.5G140600.1
OG0011152	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00366d	ONI07801
OG0011153	PLAZA_proteome.selected_transcript.ppe	3760_0_003500	Prupe.5G192700.1
OG0011153	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003500	ONI08670
OG0011154	PLAZA_proteome.selected_transcript.ppe	3760_0_0038d6	Prupe.5G084300.1
OG0011154	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038d6	ONI06837
OG0011155	PLAZA_proteome.selected_transcript.ppe	3760_0_0033f0	Prupe.5G121000.1
OG0011155	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033f0	ONI07442
OG0011156	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00373e	ONI07403
OG0011156	PLAZA_proteome.selected_transcript.ppe	3760_0_00373e	Prupe.5G117800.1
OG0011157	PLAZA_proteome.selected_transcript.ppe	3760_0_00355e	Prupe.5G075600.1
OG0011157	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00355e	ONI06709
OG0011158	PLAZA_proteome.selected_transcript.ppe	3760_0_003411	Prupe.5G214500.1
OG0011158	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003411	ONI09049
OG0011159	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003641	ONI08537
OG0011159	PLAZA_proteome.selected_transcript.ppe	3760_0_003641	Prupe.5G184100.1
OG0011160	PLAZA_proteome.selected_transcript.ppe	3760_0_003544	Prupe.5G193800.1
OG0011160	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003544	ONI08685
OG0011162	PLAZA_proteome.selected_transcript.ppe	3760_0_003820	Prupe.5G013900.1
OG0011162	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003820	ONI05582
OG0011163	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039f5	ONI08388
OG0011163	PLAZA_proteome.selected_transcript.ppe	3760_0_0039f5	Prupe.5G174800.1
OG0011164	PLAZA_proteome.selected_transcript.ppe	3760_0_0037ab	Prupe.5G138500.1
OG0011164	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037ab	ONI07768
OG0011165	PLAZA_proteome.selected_transcript.ppe	3760_0_0033bd	Prupe.5G074200.1
OG0011165	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033bd	ONI06683
OG0011166	PLAZA_proteome.selected_transcript.ppe	3760_0_003a12	Prupe.5G067200.1
OG0011166	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a12	ONI06548
OG0011167	PLAZA_proteome.selected_transcript.ppe	3760_0_00378b	Prupe.5G144900.1
OG0011167	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00378b	ONI07881
OG0011168	PLAZA_proteome.selected_transcript.ppe	3760_0_00349d	Prupe.5G010800.1
OG0011168	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00349d	ONI05510
OG0011169	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00369c	ONI05957
OG0011169	PLAZA_proteome.selected_transcript.ppe	3760_0_00369c	Prupe.5G031400.1
OG0011170	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003aa1	ONI07747
OG0011170	PLAZA_proteome.selected_transcript.ppe	3760_0_003aa1	Prupe.5G137300.1
OG0011171	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003897	ONI08474
OG0011171	PLAZA_proteome.selected_transcript.ppe	3760_0_003897	Prupe.5G180000.1
OG0011173	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035f8	ONI08295
OG0011173	PLAZA_proteome.selected_transcript.ppe	3760_0_0035f8	Prupe.5G170100.1
OG0011174	PLAZA_proteome.selected_transcript.ppe	3760_0_003acb	Prupe.5G027400.1
OG0011174	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003acb	ONI05869
OG0011176	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00393c	ONI08403
OG0011176	PLAZA_proteome.selected_transcript.ppe	3760_0_00393c	Prupe.5G176000.1
OG0011177	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034de	ONI08458
OG0011177	PLAZA_proteome.selected_transcript.ppe	3760_0_0034de	Prupe.5G178900.1
OG0011178	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002c16	ONI05646
OG0011178	PLAZA_proteome.selected_transcript.ppe	3760_0_002c16	Prupe.5G016600.1
OG0011179	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003768	ONI06722
OG0011179	PLAZA_proteome.selected_transcript.ppe	3760_0_003768	Prupe.5G076500.1
OG0011180	PLAZA_proteome.selected_transcript.ppe	3760_0_00367f	Prupe.5G210300.1
OG0011180	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00367f	ONI08974
OG0011181	PLAZA_proteome.selected_transcript.ppe	3760_0_003525	Prupe.5G007100.1
OG0011181	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003525	ONI05431
OG0011182	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ada	ONI05449
OG0011182	PLAZA_proteome.selected_transcript.ppe	3760_0_003ada	Prupe.5G008100.1
OG0011183	PLAZA_proteome.selected_transcript.ppe	3760_0_0034bc	Prupe.5G038800.1
OG0011183	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034bc	ONI06076
OG0011184	PLAZA_proteome.selected_transcript.ppe	3760_0_003523	Prupe.5G036400.1
OG0011184	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003523	ONI06043
OG0011185	PLAZA_proteome.selected_transcript.ppe	3760_0_0037a1	Prupe.5G153500.1
OG0011185	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037a1	ONI08019
OG0011187	PLAZA_proteome.selected_transcript.ppe	3760_0_003b09	Prupe.5G071400.1
OG0011187	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b09	ONI06631
OG0011188	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003710	ONI07173
OG0011188	PLAZA_proteome.selected_transcript.ppe	3760_0_003710	Prupe.5G104200.1
OG0011189	PLAZA_proteome.selected_transcript.ppe	3760_0_0036b3	Prupe.5G146100.1
OG0011189	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036b3	ONI07900
OG0011190	PLAZA_proteome.selected_transcript.ppe	3760_0_0039d5	Prupe.5G194300.1
OG0011190	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039d5	ONI08691
OG0011191	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00357b	ONI06885
OG0011191	PLAZA_proteome.selected_transcript.ppe	3760_0_00357b	Prupe.5G087300.1
OG0011192	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00396e	ONI07874
OG0011192	PLAZA_proteome.selected_transcript.ppe	3760_0_00396e	Prupe.5G144400.1
OG0011193	PLAZA_proteome.selected_transcript.ppe	3760_0_0035fa	Prupe.5G196900.1
OG0011193	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035fa	ONI08719
OG0011194	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00392f	ONI06184
OG0011194	PLAZA_proteome.selected_transcript.ppe	3760_0_00392f	Prupe.5G046200.1
OG0011195	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003540	ONI05920
OG0011195	PLAZA_proteome.selected_transcript.ppe	3760_0_003540	Prupe.5G028800.1
OG0011196	PLAZA_proteome.selected_transcript.ppe	3760_0_0039e4	Prupe.5G218700.1
OG0011196	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039e4	ONI09111
OG0011197	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003654	ONI08159
OG0011197	PLAZA_proteome.selected_transcript.ppe	3760_0_003654	Prupe.5G160500.1
OG0011198	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003977	ONI06105
OG0011198	PLAZA_proteome.selected_transcript.ppe	3760_0_003977	Prupe.5G040700.1
OG0011199	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037d0	ONI06083
OG0011199	PLAZA_proteome.selected_transcript.ppe	3760_0_0037d0	Prupe.5G039400.1
OG0011200	PLAZA_proteome.selected_transcript.ppe	3760_0_003902	Prupe.5G157200.1
OG0011200	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003902	ONI08074
OG0011201	PLAZA_proteome.selected_transcript.ppe	3760_0_003657	Prupe.5G132700.2
OG0011201	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003657	ONI07639
OG0011202	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ad6	ONI09506
OG0011202	PLAZA_proteome.selected_transcript.ppe	3760_0_003ad6	Prupe.5G241900.1
OG0011203	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039e2	ONI08477
OG0011203	PLAZA_proteome.selected_transcript.ppe	3760_0_0039e2	Prupe.5G180100.1
OG0011204	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003496	ONI07192
OG0011204	PLAZA_proteome.selected_transcript.ppe	3760_0_003496	Prupe.5G105400.2
OG0011205	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ab2	ONI08613
OG0011205	PLAZA_proteome.selected_transcript.ppe	3760_0_003ab2	Prupe.5G189000.1
OG0011206	PLAZA_proteome.selected_transcript.ppe	3760_0_00391a	Prupe.5G216800.1
OG0011206	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00391a	ONI09079
OG0011207	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ad2	ONI07277
OG0011207	PLAZA_proteome.selected_transcript.ppe	3760_0_003ad2	Prupe.5G110900.1
OG0011208	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ac0	ONI09327
OG0011208	PLAZA_proteome.selected_transcript.ppe	3760_0_003ac0	Prupe.5G232200.1
OG0011209	PLAZA_proteome.selected_transcript.ppe	3760_0_0038a5	Prupe.5G091700.1
OG0011209	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038a5	ONI06958
OG0011210	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034a8	ONI07795
OG0011210	PLAZA_proteome.selected_transcript.ppe	3760_0_0034a8	Prupe.5G140200.1
OG0011211	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033ee	ONI05667
OG0011211	PLAZA_proteome.selected_transcript.ppe	3760_0_0033ee	Prupe.5G018200.1
OG0011212	PLAZA_proteome.selected_transcript.ppe	3760_0_003944	Prupe.5G212100.1
OG0011212	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003944	ONI09015
OG0011213	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00343b	ONI06708
OG0011213	PLAZA_proteome.selected_transcript.ppe	3760_0_00343b	Prupe.5G075500.1
OG0011214	PLAZA_proteome.selected_transcript.ppe	3760_0_0035f6	Prupe.5G126000.1
OG0011214	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035f6	ONI07529
OG0011215	PLAZA_proteome.selected_transcript.ppe	3760_0_003abf	Prupe.5G218900.1
OG0011215	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003abf	ONI09113
OG0011216	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003659	ONI07985
OG0011216	PLAZA_proteome.selected_transcript.ppe	3760_0_003659	Prupe.5G151600.1
OG0011217	PLAZA_proteome.selected_transcript.ppe	3760_0_003862	Prupe.5G227700.1
OG0011217	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003862	ONI09269
OG0011218	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003931	ONI06417
OG0011218	PLAZA_proteome.selected_transcript.ppe	3760_0_003931	Prupe.5G059200.2
OG0011219	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039da	ONI06242
OG0011219	PLAZA_proteome.selected_transcript.ppe	3760_0_0039da	Prupe.5G049500.1
OG0011220	PLAZA_proteome.selected_transcript.ppe	3760_0_00331e	Prupe.5G000900.1
OG0011220	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00331e	ONI05307
OG0011221	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003624	ONI07391
OG0011221	PLAZA_proteome.selected_transcript.ppe	3760_0_003624	Prupe.5G117000.1
OG0011222	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036a8	ONI06303
OG0011222	PLAZA_proteome.selected_transcript.ppe	3760_0_0036a8	Prupe.5G052200.1
OG0011223	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039d4	ONI08341
OG0011223	PLAZA_proteome.selected_transcript.ppe	3760_0_0039d4	Prupe.5G172500.1
OG0011224	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a94	ONI08058
OG0011224	PLAZA_proteome.selected_transcript.ppe	3760_0_003a94	Prupe.5G156000.1
OG0011225	PLAZA_proteome.selected_transcript.ppe	3760_0_0037a4	Prupe.5G107400.1
OG0011225	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037a4	ONI07236
OG0011226	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00343c	ONI05665
OG0011226	PLAZA_proteome.selected_transcript.ppe	3760_0_00343c	Prupe.5G018000.1
OG0011227	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035c2	ONI08192
OG0011227	PLAZA_proteome.selected_transcript.ppe	3760_0_0035c2	Prupe.5G163100.1
OG0011228	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00352e	ONI08001
OG0011228	PLAZA_proteome.selected_transcript.ppe	3760_0_00352e	Prupe.5G152700.1
OG0011230	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003542	ONI07468
OG0011230	PLAZA_proteome.selected_transcript.ppe	3760_0_003542	Prupe.5G122000.1
OG0011231	PLAZA_proteome.selected_transcript.ppe	3760_0_003a9d	Prupe.5G114400.1
OG0011231	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a9d	ONI07343
OG0011232	PLAZA_proteome.selected_transcript.ppe	3760_0_003abb	Prupe.5G205300.1
OG0011232	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003abb	ONI08870
OG0011234	PLAZA_proteome.selected_transcript.ppe	3760_0_003a7c	Prupe.5G094800.1
OG0011234	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a7c	ONI07006
OG0011235	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00348c	ONI06941
OG0011235	PLAZA_proteome.selected_transcript.ppe	3760_0_00348c	Prupe.5G090500.1
OG0011236	PLAZA_proteome.selected_transcript.ppe	3760_0_0033dc	Prupe.5G004600.1
OG0011236	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033dc	ONI05385
OG0011237	PLAZA_proteome.selected_transcript.ppe	3760_0_003466	Prupe.5G233500.1
OG0011237	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003466	ONI09344
OG0011238	PLAZA_proteome.selected_transcript.ppe	3760_0_003524	Prupe.5G016300.1
OG0011238	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003524	ONI05643
OG0011239	PLAZA_proteome.selected_transcript.ppe	3760_0_0034bd	Prupe.5G135400.1
OG0011239	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034bd	ONI07690
OG0011240	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a78	ONI05394
OG0011240	PLAZA_proteome.selected_transcript.ppe	3760_0_003a78	Prupe.5G005400.1
OG0011241	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039db	ONI06928
OG0011241	PLAZA_proteome.selected_transcript.ppe	3760_0_0039db	Prupe.5G089500.1
OG0011242	PLAZA_proteome.selected_transcript.ppe	3760_0_003307	Prupe.5G076400.1
OG0011242	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003307	ONI06721
OG0011243	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003621	ONI08099
OG0011243	PLAZA_proteome.selected_transcript.ppe	3760_0_003621	Prupe.5G157800.1
OG0011244	PLAZA_proteome.selected_transcript.ppe	3760_0_0037a5	Prupe.5G147600.1
OG0011244	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037a5	ONI07928
OG0011245	PLAZA_proteome.selected_transcript.ppe	3760_0_0035fb	Prupe.5G151200.1
OG0011245	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035fb	ONI07980
OG0011246	PLAZA_proteome.selected_transcript.ppe	3760_0_00387f	Prupe.5G133800.1
OG0011246	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00387f	ONI07658
OG0011247	PLAZA_proteome.selected_transcript.ppe	3760_0_0037db	Prupe.5G116300.1
OG0011247	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037db	ONI07381
OG0011248	PLAZA_proteome.selected_transcript.ppe	3760_0_003ad8	Prupe.5G234200.1
OG0011248	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ad8	ONI09362
OG0011249	PLAZA_proteome.selected_transcript.ppe	3760_0_00336b	Prupe.5G079300.1
OG0011249	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00336b	ONI06754
OG0011250	PLAZA_proteome.selected_transcript.ppe	3760_0_003460	Prupe.5G207200.1
OG0011250	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003460	ONI08901
OG0011251	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00393f	ONI07255
OG0011251	PLAZA_proteome.selected_transcript.ppe	3760_0_00393f	Prupe.5G109300.1
OG0011252	PLAZA_proteome.selected_transcript.ppe	3760_0_003386	Prupe.5G194200.1
OG0011252	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003386	ONI08689
OG0011253	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035a3	ONI08410
OG0011253	PLAZA_proteome.selected_transcript.ppe	3760_0_0035a3	Prupe.5G176500.1
OG0011254	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ace	ONI09330
OG0011254	PLAZA_proteome.selected_transcript.ppe	3760_0_003ace	Prupe.5G232500.1
OG0011255	PLAZA_proteome.selected_transcript.ppe	3760_0_0033eb	Prupe.5G041300.1
OG0011255	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033eb	ONI06112
OG0011256	PLAZA_proteome.selected_transcript.ppe	3760_0_0036ee	Prupe.5G102300.1
OG0011256	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036ee	ONI07145
OG0011257	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00351f	ONI06822
OG0011257	PLAZA_proteome.selected_transcript.ppe	3760_0_00351f	Prupe.5G083400.1
OG0011258	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033c4	ONI07551
OG0011258	PLAZA_proteome.selected_transcript.ppe	3760_0_0033c4	Prupe.5G127100.1
OG0011259	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00397f	ONI05444
OG0011259	PLAZA_proteome.selected_transcript.ppe	3760_0_00397f	Prupe.5G007800.1
OG0011260	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038bb	ONI06504
OG0011260	PLAZA_proteome.selected_transcript.ppe	3760_0_0038bb	Prupe.5G065000.1
OG0011261	PLAZA_proteome.selected_transcript.ppe	3760_0_00358a	Prupe.5G068200.1
OG0011261	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00358a	ONI06568
OG0011262	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00396f	ONI08389
OG0011262	PLAZA_proteome.selected_transcript.ppe	3760_0_00396f	Prupe.5G174900.1
OG0011263	PLAZA_proteome.selected_transcript.ppe	3760_0_003850	Prupe.5G169400.1
OG0011263	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003850	ONI08284
OG0011265	PLAZA_proteome.selected_transcript.ppe	3760_0_003b04	Prupe.5G078900.1
OG0011265	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b04	ONI06748
OG0011266	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003625	ONI07026
OG0011266	PLAZA_proteome.selected_transcript.ppe	3760_0_003625	Prupe.5G095700.2
OG0011267	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a92	ONI08755
OG0011267	PLAZA_proteome.selected_transcript.ppe	3760_0_003a92	Prupe.5G199000.1
OG0011268	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00335f	ONI05708
OG0011268	PLAZA_proteome.selected_transcript.ppe	3760_0_00335f	Prupe.5G020100.1
OG0011269	PLAZA_proteome.selected_transcript.ppe	3760_0_003494	Prupe.5G197900.1
OG0011269	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003494	ONI08736
OG0011270	PLAZA_proteome.selected_transcript.ppe	3760_0_003872	Prupe.5G014800.1
OG0011270	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003872	ONI05605
OG0011271	PLAZA_proteome.selected_transcript.ppe	3760_0_00382c	Prupe.5G237800.1
OG0011271	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00382c	ONI09433
OG0011273	PLAZA_proteome.selected_transcript.ppe	3760_0_003512	Prupe.5G123300.1
OG0011273	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003512	ONI07490
OG0011274	PLAZA_proteome.selected_transcript.ppe	3760_0_00336c	Prupe.5G083300.1
OG0011274	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00336c	ONI06821
OG0011275	PLAZA_proteome.selected_transcript.ppe	3760_0_003860	Prupe.5G027800.1
OG0011275	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003860	ONI05878
OG0011276	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003664	ONI07557
OG0011276	PLAZA_proteome.selected_transcript.ppe	3760_0_003664	Prupe.5G127600.1
OG0011277	PLAZA_proteome.selected_transcript.ppe	3760_0_003954	Prupe.5G137600.1
OG0011277	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003954	ONI07753
OG0011278	PLAZA_proteome.selected_transcript.ppe	3760_0_003b24	Prupe.5G171100.1
OG0011278	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b24	ONI08314
OG0011279	PLAZA_proteome.selected_transcript.ppe	3760_0_0036cd	Prupe.5G212500.1
OG0011279	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036cd	ONI09019
OG0011280	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003702	ONI09030
OG0011280	PLAZA_proteome.selected_transcript.ppe	3760_0_003702	Prupe.5G213100.1
OG0011281	PLAZA_proteome.selected_transcript.ppe	3760_0_0037b0	Prupe.5G010900.1
OG0011281	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037b0	ONI05511
OG0011282	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038e0	ONI09211
OG0011282	PLAZA_proteome.selected_transcript.ppe	3760_0_0038e0	Prupe.5G224000.1
OG0011283	PLAZA_proteome.selected_transcript.ppe	3760_0_003a91	Prupe.5G211400.1
OG0011283	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a91	ONI08999
OG0011285	PLAZA_proteome.selected_transcript.ppe	3760_0_003324	Prupe.5G120500.1
OG0011285	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003324	ONI07436
OG0011286	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003801	ONI08566
OG0011286	PLAZA_proteome.selected_transcript.ppe	3760_0_003801	Prupe.5G185700.1
OG0011287	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b07	ONI08496
OG0011287	PLAZA_proteome.selected_transcript.ppe	3760_0_003b07	Prupe.5G181600.1
OG0011288	PLAZA_proteome.selected_transcript.ppe	3760_0_00368e	Prupe.5G242500.1
OG0011288	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00368e	ONI09522
OG0011289	PLAZA_proteome.selected_transcript.ppe	3760_0_00343f	Prupe.5G213800.1
OG0011289	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00343f	ONI09038
OG0011290	PLAZA_proteome.selected_transcript.ppe	3760_0_003989	Prupe.5G175500.1
OG0011290	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003989	ONI08397
OG0011291	PLAZA_proteome.selected_transcript.ppe	3760_0_003857	Prupe.5G230300.1
