Orthogroup	Species	Texas_F1_protein	Orthologs
OG0004526	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8168.1	VVA40184, VVA19480
OG0004527	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8619.1	3755_0_001b0c
OG0004527	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8619.1	VVA19408, VVA19409
OG0004528	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8648.1	3755_0_001378
OG0004528	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8648.1	VVA19438, VVA19439
OG0004529	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8363.1, TexasF1_G8492.1	VVA19469, VVA40638
OG0004530	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8374.1	3755_0_001824
OG0004530	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8374.1	VVA19391, VVA19390
OG0004531	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8389.1, TexasF1_G8388.1	VVA19375
OG0004531	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8389.1, TexasF1_G8388.1	3755_0_0016e0
OG0004532	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8657.1	3755_0_0017e5
OG0004532	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8657.1	VVA19448, VVA19447
OG0004533	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8633.1	3755_0_001ab6
OG0004533	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8633.1	VVA19426, VVA19425
OG0004534	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19978.1	3755_0_0034a8
OG0004534	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19978.1	VVA19667, VVA19670
OG0004535	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19883.1	3755_0_003173
OG0004535	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19883.1	VVA19550, VVA19549
OG0004536	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19807.1, TexasF1_G19841.1	VVA19493
OG0004536	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19807.1, TexasF1_G19841.1	3755_0_00364d
OG0004537	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19880.1	3755_0_003529
OG0004537	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19880.1	VVA19545, VVA19546
OG0004538	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19908.1	3755_0_0035ac
OG0004538	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19908.1	VVA19575, VVA19576
OG0004539	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19956.1	3755_0_0031b8
OG0004539	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19956.1	VVA19639, VVA19640
OG0004540	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19857.1	3755_0_003503
OG0004540	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19857.1	VVA19519, VVA19518
OG0004541	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19904.1	3755_0_003675
OG0004541	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19904.1	VVA19569, VVA19568
OG0004542	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19877.1	3755_0_0033c3
OG0004542	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19877.1	VVA19540, VVA19539
OG0004543	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19808.1, TexasF1_G19842.1	VVA19495
OG0004543	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19808.1, TexasF1_G19842.1	3755_0_003500
OG0004544	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19905.1	3755_0_003474
OG0004544	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19905.1	VVA19571, VVA19570
OG0004545	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19801.1, TexasF1_G19836.1	VVA19486
OG0004545	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19801.1, TexasF1_G19836.1	3755_0_003811
OG0004546	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19803.1, TexasF1_G19837.1	VVA19488
OG0004546	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19803.1, TexasF1_G19837.1	3755_0_0035d1
OG0004547	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19919.1	3755_0_003814
OG0004547	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19919.1	VVA19590, VVA19591
OG0004548	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7111.1	3755_0_004bc1
OG0004548	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7111.1	VVA19581, VVA26521
OG0004549	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19932.1	3755_0_0034c5
OG0004549	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19932.1	VVA19611, VVA19610
OG0004550	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19854.1	3755_0_0033d6
OG0004550	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19854.1	VVA19514, VVA19513
OG0004551	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19946.1	3755_0_00365e
OG0004551	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19946.1	VVA19628, VVA19629
OG0004552	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19874.1	3755_0_0030c1
OG0004552	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19874.1	VVA19536, VVA19535
OG0004553	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19829.1	VVA33062
OG0004553	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19794.1	VVA19481
OG0004554	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19805.1, TexasF1_G19839.1	VVA19490
OG0004554	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19805.1, TexasF1_G19839.1	3755_0_003538
OG0004555	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16422.1, TexasF1_G19900.1	VVA19565
OG0004555	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G16422.1, TexasF1_G19900.1	3755_0_0031c5
OG0004556	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19865.1	VVA19526
OG0004556	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19865.1	3755_0_0017f7, 3755_0_0031a0
OG0004557	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27140.1, TexasF1_G19964.1	VVA19651
OG0004557	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G27140.1, TexasF1_G19964.1	3755_0_0031ce
OG0004558	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G14245.1	3755_0_002e26
OG0004558	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14245.1	VVA19503, VVA34814
OG0004559	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19797.1, TexasF1_G19832.1	VVA19483
OG0004559	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19797.1, TexasF1_G19832.1	3755_0_0035b8
OG0004560	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19804.1, TexasF1_G19838.1	VVA19489
OG0004560	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G19804.1, TexasF1_G19838.1	3755_0_00382f
OG0004561	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13862.1, TexasF1_G19966.1	VVA19654
OG0004561	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13862.1, TexasF1_G19966.1	3755_0_0036e7
OG0004562	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6398.1	3755_0_0002e7
OG0004562	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6398.1	VVA19755, VVA19754
OG0004563	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G22115.1	3755_0_003ebf
OG0004563	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22115.1	VVA19779, VVA33108
OG0004564	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6323.1	3755_0_00027f
OG0004564	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6323.1	VVA19679, VVA20325
OG0004565	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6421.1	3755_0_00002d
OG0004565	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6421.1	VVA19778, VVA19777
OG0004566	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6386.1	VVA19745
OG0004566	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6386.1	3755_0_0002d0, 3755_0_000fa1
OG0004567	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6437.1	3755_0_000e6d
OG0004567	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6437.1	VVA19800, VVA19801
OG0004568	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6362.1	3755_0_000fe0
OG0004568	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6362.1	VVA19717, VVA19718
OG0004569	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6341.1, TexasF1_G6345.1	VVA19698
OG0004569	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6341.1, TexasF1_G6345.1	3755_0_001291
OG0004570	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6366.1	3755_0_001284
OG0004570	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6366.1	VVA19725, VVA19724
OG0004571	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6326.1	3755_0_00064e
OG0004571	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6326.1	VVA19683, VVA19684
OG0004572	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6450.1	3755_0_0001a7
OG0004572	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6450.1	VVA19813, VVA19814
OG0004573	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6429.1	3755_0_000d2d
OG0004573	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6429.1	VVA19790, VVA19789
OG0004574	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6381.1	3755_0_00063d
OG0004574	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6381.1	VVA32805, VVA19741
OG0004575	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6413.1	3755_0_000195
OG0004575	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6413.1	VVA19770, VVA19769
OG0004576	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6436.1	3755_0_000b5b
OG0004576	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6436.1	VVA32232, VVA19799
OG0004577	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6441.1	VVA19805
OG0004577	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6441.1	3755_0_004aa1, 3755_0_0004b8
OG0004578	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6630.1	3755_0_0002e9
OG0004578	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6630.1	VVA24365, VVA19682
OG0004579	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6365.1	3755_0_0007d2
OG0004579	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6365.1	VVA19722, VVA19723
OG0004580	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6410.1	3755_0_000c67
OG0004580	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6410.1	VVA19765, VVA19764
OG0004581	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6364.1	3755_0_000725
OG0004581	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6364.1	VVA19720, VVA19721
OG0004582	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6349.1	3755_0_000424
OG0004582	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6349.1	VVA19701, VVA19702
OG0004583	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6357.1, TexasF1_G6358.1	VVA19710
OG0004583	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6357.1, TexasF1_G6358.1	3755_0_0000c4
OG0004584	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6420.1	VVA19776
OG0004584	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6420.1	3755_0_0059eb, 3755_0_0003b8
OG0004586	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11455.1	3755_0_002689
OG0004586	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11455.1	VVA19929, VVA19928
OG0004587	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11435.1	3755_0_0026d6
OG0004587	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11435.1	VVA19909, VVA19908
OG0004588	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11397.1, TexasF1_G11376.1	VVA19871
OG0004588	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11397.1, TexasF1_G11376.1	3755_0_00268f
OG0004589	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11292.1	3755_0_00211b
OG0004589	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11292.1	VVA19832, VVA19831
OG0004590	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11402.1, TexasF1_G11381.1	VVA19877
OG0004590	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11402.1, TexasF1_G11381.1	3755_0_001e99
OG0004591	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11377.1, TexasF1_G11398.1	VVA19872
OG0004591	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11377.1, TexasF1_G11398.1	3755_0_00209f
OG0004592	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11308.1	3755_0_002361
OG0004592	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11308.1	VVA19851, VVA19852
OG0004593	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11380.1, TexasF1_G11401.1	VVA19875
OG0004593	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11380.1, TexasF1_G11401.1	3755_0_00203c
OG0004594	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11389.1, TexasF1_G11410.1	VVA19886
OG0004594	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11389.1, TexasF1_G11410.1	3755_0_002500
OG0004595	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11375.1, TexasF1_G11396.1	VVA19870
OG0004595	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11375.1, TexasF1_G11396.1	3755_0_002128
OG0004596	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11436.1	VVA19910
OG0004596	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11436.1	3755_0_005a2a, 3755_0_001f93
OG0004597	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11393.1, TexasF1_G11413.1	VVA19890
OG0004597	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11393.1, TexasF1_G11413.1	3755_0_00213f
OG0004598	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11426.1	3755_0_002360
OG0004598	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11426.1	VVA19899, VVA41399
OG0004599	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11379.1, TexasF1_G11400.1	VVA19874
OG0004599	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11379.1, TexasF1_G11400.1	3755_0_002049
OG0004600	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11390.1, TexasF1_G11411.1	VVA19887
OG0004600	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11390.1, TexasF1_G11411.1	3755_0_00210e
OG0004601	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11407.1, TexasF1_G11386.1	VVA19882
OG0004601	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11407.1, TexasF1_G11386.1	3755_0_0025b6
OG0004602	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3070.1	3755_0_000f05
OG0004602	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3070.1	VVA19955, VVA19956
OG0004603	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3085.1	3755_0_0011b7
OG0004603	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3085.1	VVA19975, VVA19974
OG0004604	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3076.1	3755_0_000a88
OG0004604	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3076.1	VVA19963, VVA19962
OG0004605	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3140.1	3755_0_0009ad
OG0004605	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3140.1	VVA20040, VVA20039
OG0004606	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3122.1	3755_0_001289
OG0004606	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3122.1	VVA20020, VVA20021
OG0004607	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3050.1, TexasF1_G13865.1	VVA19940
OG0004607	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3050.1, TexasF1_G13865.1	3755_0_000e05
OG0004608	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G1040.1	3755_0_000a22
OG0004608	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1040.1	VVA20035, VVA37030
OG0004609	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3104.1	3755_0_000bba
OG0004609	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3104.1	VVA19989, VVA26812
OG0004610	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1962.1, TexasF1_G3135.1, TexasF1_G3138.1	VVA20037
OG0004611	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3116.1	3755_0_00028b
OG0004611	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3116.1	VVA20003, VVA20002
OG0004612	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13418.1	3755_0_0020af
OG0004612	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13418.1	VVA20136, VVA20137
OG0004613	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13385.1	3755_0_0022d6
OG0004613	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13385.1	VVA20174, VVA20175
OG0004614	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13522.1	3755_0_001e9a
OG0004614	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13522.1	VVA20187, VVA20186
OG0004615	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13465.1	3755_0_001eb1
OG0004615	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13465.1	VVA20093, VVA20091
OG0004616	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13387.1	3755_0_00205a
OG0004616	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13387.1	VVA20171, VVA20172
OG0004617	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13457.1	3755_0_002555
OG0004617	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13457.1	VVA20099, VVA20100
OG0004618	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13413.1	3755_0_0022be
OG0004618	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13413.1	VVA20143, VVA20142
OG0004619	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13431.1	3755_0_002192
OG0004619	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13431.1	VVA20123, VVA20122
OG0004620	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13432.1, TexasF1_G19418.1	VVA20121
OG0004620	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13432.1, TexasF1_G19418.1	3755_0_002027
OG0004621	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13439.1, TexasF1_G13447.1	VVA20111
OG0004621	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13439.1, TexasF1_G13447.1	3755_0_0020f9
OG0004622	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13436.1, TexasF1_G13445.1	VVA20115
OG0004622	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13436.1, TexasF1_G13445.1	3755_0_001f2f
OG0004623	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13491.1	3755_0_00213b
OG0004623	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13491.1	VVA20059, VVA20060
OG0004624	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13383.1, TexasF1_G13513.1	VVA20177
OG0004624	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13383.1, TexasF1_G13513.1	3755_0_0025a8
OG0004625	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13484.1	3755_0_001e16
OG0004625	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13484.1	VVA20066, VVA20065
OG0004626	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13412.1	3755_0_00262c
OG0004626	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13412.1	VVA20145, VVA20144
OG0004627	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13388.1	3755_0_001fc3
OG0004627	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13388.1	VVA20169, VVA20170
OG0004628	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13381.1, TexasF1_G13515.1	VVA20180
OG0004628	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13381.1, TexasF1_G13515.1	3755_0_0021ae
OG0004629	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13444.1, TexasF1_G13435.1	VVA20117
OG0004629	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13444.1, TexasF1_G13435.1	3755_0_002116
OG0004630	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13411.1	3755_0_00260d
OG0004630	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13411.1	VVA31336, VVA20146
OG0004631	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13472.1	3755_0_0025c7
OG0004631	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13472.1	VVA20079, VVA20080
OG0004632	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13468.1	3755_0_0026ef
OG0004632	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13468.1	VVA20086, VVA32302
OG0004633	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G14429.1	3755_0_0027d5
OG0004633	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14429.1	VVA20110, VVA24543
OG0004634	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13492.1	3755_0_0026cb
OG0004634	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13492.1	VVA20057, VVA20058
OG0004635	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13398.1	3755_0_0024cc
OG0004635	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13398.1	VVA20159, VVA20160
OG0004636	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13380.1	3755_0_00205b
OG0004636	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13380.1	VVA20182, VVA20181
OG0004637	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G13499.1	3755_0_001f3a
OG0004637	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13499.1	VVA38754, VVA20049
OG0004638	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6306.1, TexasF1_G6732.1	VVA20283
OG0004638	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6306.1, TexasF1_G6732.1	3755_0_0010d8
OG0004639	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6715.1	3755_0_0010d0
OG0004639	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6715.1	VVA20302, VVA20303
OG0004640	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6719.1	3755_0_000b48
OG0004640	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6719.1	VVA20298, VVA20297
OG0004641	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6290.1	3755_0_0005ea
OG0004641	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6290.1	VVA20267, VVA20266
OG0004642	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6308.1, TexasF1_G6731.1	VVA20286
OG0004642	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6308.1, TexasF1_G6731.1	3755_0_000b3f
OG0004643	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G307.1, TexasF1_G6291.1	VVA20268
OG0004643	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G307.1, TexasF1_G6291.1	3755_0_000ad7
OG0004644	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6721.1	3755_0_0008b7
OG0004644	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6721.1	VVA20296, VVA20295
OG0004645	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G314.1, TexasF1_G6300.1	VVA20275
OG0004645	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G314.1, TexasF1_G6300.1	3755_0_0011ac
OG0004646	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6305.1, TexasF1_G6733.1	VVA20282
OG0004646	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6305.1, TexasF1_G6733.1	3755_0_000c86
OG0004647	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6293.1, TexasF1_G309.1	VVA20271
OG0004647	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6293.1, TexasF1_G309.1	3755_0_000e49
OG0004648	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6264.1	3755_0_000738
OG0004648	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6264.1	VVA20239, VVA20238
OG0004649	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6294.1, TexasF1_G310.1	VVA20272
OG0004649	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6294.1, TexasF1_G310.1	3755_0_000daa
OG0004651	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6807.1	3755_0_0014fd
OG0004651	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6807.1	VVA20403, VVA20395
OG0004652	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6752.1	3755_0_001726
OG0004652	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6752.1	VVA20348, VVA20349
OG0004653	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G6759.1	3755_0_0017c4
OG0004653	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6759.1	VVA20356, VVA20355
