Orthogroup	Species	Compara_Prunus_dulcis.ALMONDv2.pep.all	Orthologs
OG0009197	Texas_F1_protein	VVA15065	TexasF1_G5551.1
OG0009198	Texas_F1_protein	VVA15091	TexasF1_G5571.1
OG0009198	OrthoDB_Prunus_dulcis_CNAG	VVA15091	3755_0_0001bc
OG0009199	Texas_F1_protein	VVA14967	TexasF1_G5470.1
OG0009199	OrthoDB_Prunus_dulcis_CNAG	VVA14967	3755_0_0011b6
OG0009200	OrthoDB_Prunus_dulcis_CNAG	VVA15172	3755_0_005560
OG0009200	Texas_F1_protein	VVA15172	TexasF1_G28567.1
OG0009201	OrthoDB_Prunus_dulcis_CNAG	VVA15256	3755_0_00510b
OG0009201	Texas_F1_protein	VVA15256	TexasF1_G28638.1
OG0009202	OrthoDB_Prunus_dulcis_CNAG	VVA15166	3755_0_002b45
OG0009202	Texas_F1_protein	VVA15166	TexasF1_G14777.1
OG0009203	OrthoDB_Prunus_dulcis_CNAG	VVA15207	3755_0_005648
OG0009203	Texas_F1_protein	VVA15207	TexasF1_G28597.1
OG0009204	Texas_F1_protein	VVA15235	TexasF1_G28623.1
OG0009204	OrthoDB_Prunus_dulcis_CNAG	VVA15235	3755_0_0055ba
OG0009205	Texas_F1_protein	VVA15106	TexasF1_G28498.1
OG0009205	OrthoDB_Prunus_dulcis_CNAG	VVA15106	3755_0_0054c4
OG0009206	Texas_F1_protein	VVA15204	TexasF1_G28594.1
OG0009206	OrthoDB_Prunus_dulcis_CNAG	VVA15204	3755_0_00556c
OG0009207	OrthoDB_Prunus_dulcis_CNAG	VVA15131	3755_0_005223
OG0009207	Texas_F1_protein	VVA15131	TexasF1_G28533.1
OG0009208	OrthoDB_Prunus_dulcis_CNAG	VVA15186	3755_0_0053f9
OG0009208	Texas_F1_protein	VVA15186	TexasF1_G28575.1
OG0009209	OrthoDB_Prunus_dulcis_CNAG	VVA15254	3755_0_005091
OG0009209	Texas_F1_protein	VVA15254	TexasF1_G28637.1
OG0009210	OrthoDB_Prunus_dulcis_CNAG	VVA15236	3755_0_0051be
OG0009210	Texas_F1_protein	VVA15236	TexasF1_G28624.1
OG0009211	Texas_F1_protein	VVA15162	TexasF1_G28559.1
OG0009211	OrthoDB_Prunus_dulcis_CNAG	VVA15162	3755_0_005342
OG0009212	OrthoDB_Prunus_dulcis_CNAG	VVA15205	3755_0_00504c
OG0009212	Texas_F1_protein	VVA15205	TexasF1_G28595.1
OG0009213	OrthoDB_Prunus_dulcis_CNAG	VVA15144	3755_0_005598
OG0009213	Texas_F1_protein	VVA15144	TexasF1_G28546.1
OG0009214	OrthoDB_Prunus_dulcis_CNAG	VVA15167	3755_0_005604
OG0009214	Texas_F1_protein	VVA15167	TexasF1_G28561.1
OG0009215	OrthoDB_Prunus_dulcis_CNAG	VVA15156	3755_0_0055aa
OG0009215	Texas_F1_protein	VVA15156	TexasF1_G28555.1
OG0009216	OrthoDB_Prunus_dulcis_CNAG	VVA15267	3755_0_0053e6
OG0009216	Texas_F1_protein	VVA15267	TexasF1_G28648.1
OG0009217	Texas_F1_protein	VVA15102	TexasF1_G28495.1
OG0009217	OrthoDB_Prunus_dulcis_CNAG	VVA15102	3755_0_005409
OG0009218	Texas_F1_protein	VVA15126	TexasF1_G28528.1
OG0009218	OrthoDB_Prunus_dulcis_CNAG	VVA15126	3755_0_004ee4
OG0009219	Texas_F1_protein	VVA40982, VVA15285	TexasF1_G2163.1
OG0009220	OrthoDB_Prunus_dulcis_CNAG	VVA15230	3755_0_00506b
OG0009220	Texas_F1_protein	VVA15230	TexasF1_G28619.1
OG0009221	OrthoDB_Prunus_dulcis_CNAG	VVA15130	3755_0_0053bc
OG0009221	Texas_F1_protein	VVA15130	TexasF1_G28532.1
OG0009222	Texas_F1_protein	VVA15125	TexasF1_G28526.1
OG0009222	OrthoDB_Prunus_dulcis_CNAG	VVA15125	3755_0_0052eb
OG0009223	OrthoDB_Prunus_dulcis_CNAG	VVA15151	3755_0_0051ec
OG0009223	Texas_F1_protein	VVA15151	TexasF1_G28550.1
OG0009224	Texas_F1_protein	VVA15229	TexasF1_G28618.1
OG0009224	OrthoDB_Prunus_dulcis_CNAG	VVA15229	3755_0_004ef2
OG0009225	OrthoDB_Prunus_dulcis_CNAG	VVA15216	3755_0_004e7c
OG0009225	Texas_F1_protein	VVA15216	TexasF1_G28603.1
OG0009226	OrthoDB_Prunus_dulcis_CNAG	VVA15155	3755_0_00512c
OG0009226	Texas_F1_protein	VVA15155	TexasF1_G28554.1
OG0009227	OrthoDB_Prunus_dulcis_CNAG	VVA15120	3755_0_005192
OG0009227	Texas_F1_protein	VVA15120	TexasF1_G28520.1
OG0009228	Texas_F1_protein	VVA15137	TexasF1_G28538.1
OG0009228	OrthoDB_Prunus_dulcis_CNAG	VVA15137	3755_0_005164
OG0009229	OrthoDB_Prunus_dulcis_CNAG	VVA15132	3755_0_004dc9
OG0009229	Texas_F1_protein	VVA15132	TexasF1_G28534.1
OG0009230	OrthoDB_Prunus_dulcis_CNAG	VVA15194	3755_0_004e63
OG0009230	Texas_F1_protein	VVA15194	TexasF1_G28583.1
OG0009231	Texas_F1_protein	VVA15275	TexasF1_G28658.1
OG0009231	OrthoDB_Prunus_dulcis_CNAG	VVA15275	3755_0_0050b2
OG0009232	Texas_F1_protein	VVA15139	TexasF1_G28540.1
OG0009232	OrthoDB_Prunus_dulcis_CNAG	VVA15139	3755_0_0055bf
OG0009233	Texas_F1_protein	VVA15251	TexasF1_G28635.1
OG0009233	OrthoDB_Prunus_dulcis_CNAG	VVA15251	3755_0_005240
OG0009234	OrthoDB_Prunus_dulcis_CNAG	VVA15117	3755_0_005214
OG0009234	Texas_F1_protein	VVA15117	TexasF1_G28516.1
OG0009235	Texas_F1_protein	VVA15185	TexasF1_G28574.1
OG0009235	OrthoDB_Prunus_dulcis_CNAG	VVA15185	3755_0_005594
OG0009236	OrthoDB_Prunus_dulcis_CNAG	VVA15168	3755_0_005381
OG0009236	Texas_F1_protein	VVA15168	TexasF1_G28562.1
OG0009237	OrthoDB_Prunus_dulcis_CNAG	VVA15279	3755_0_005638
OG0009237	Texas_F1_protein	VVA15279	TexasF1_G28662.1
OG0009238	OrthoDB_Prunus_dulcis_CNAG	VVA15263	3755_0_0053c8
OG0009238	Texas_F1_protein	VVA15263	TexasF1_G28643.1
OG0009239	OrthoDB_Prunus_dulcis_CNAG	VVA15101	3755_0_004f46
OG0009239	Texas_F1_protein	VVA15101	TexasF1_G28494.1
OG0009240	Texas_F1_protein	VVA15188	TexasF1_G28577.1
OG0009240	OrthoDB_Prunus_dulcis_CNAG	VVA15188	3755_0_00560d
OG0009241	Texas_F1_protein	VVA15206	TexasF1_G28596.1
OG0009241	OrthoDB_Prunus_dulcis_CNAG	VVA15206	3755_0_005367
OG0009242	OrthoDB_Prunus_dulcis_CNAG	VVA15250	3755_0_005378
OG0009242	Texas_F1_protein	VVA15250	TexasF1_G28634.1
OG0009243	OrthoDB_Prunus_dulcis_CNAG	VVA15217	3755_0_0050b8
OG0009243	Texas_F1_protein	VVA15217	TexasF1_G28605.1
OG0009244	Texas_F1_protein	VVA15253	TexasF1_G28636.1
OG0009244	OrthoDB_Prunus_dulcis_CNAG	VVA15253	3755_0_005660
OG0009245	OrthoDB_Prunus_dulcis_CNAG	VVA15153	3755_0_004de4
OG0009245	Texas_F1_protein	VVA15153	TexasF1_G28552.1
OG0009246	OrthoDB_Prunus_dulcis_CNAG	VVA15173	3755_0_00533a
OG0009246	Texas_F1_protein	VVA15173	TexasF1_G28568.1
OG0009247	OrthoDB_Prunus_dulcis_CNAG	VVA15140	3755_0_005328
OG0009247	Texas_F1_protein	VVA15140	TexasF1_G28541.1
OG0009248	Texas_F1_protein	VVA15249	TexasF1_G28633.1
OG0009248	OrthoDB_Prunus_dulcis_CNAG	VVA15249	3755_0_00559c
OG0009249	OrthoDB_Prunus_dulcis_CNAG	VVA15135	3755_0_004ede
OG0009249	Texas_F1_protein	VVA15135	TexasF1_G28536.1
OG0009250	OrthoDB_Prunus_dulcis_CNAG	VVA15129	3755_0_0050c8
OG0009250	Texas_F1_protein	VVA15129	TexasF1_G28531.1
OG0009251	Texas_F1_protein	VVA15133	TexasF1_G28535.1
OG0009251	OrthoDB_Prunus_dulcis_CNAG	VVA15133	3755_0_00531d
OG0009252	Texas_F1_protein	VVA15114	TexasF1_G28513.1
OG0009252	OrthoDB_Prunus_dulcis_CNAG	VVA15114	3755_0_0051f8
OG0009253	Texas_F1_protein	VVA15177	TexasF1_G28570.1
OG0009253	OrthoDB_Prunus_dulcis_CNAG	VVA15177	3755_0_004e99
OG0009254	OrthoDB_Prunus_dulcis_CNAG	VVA15169	3755_0_00529a
OG0009254	Texas_F1_protein	VVA15169	TexasF1_G28563.1
OG0009255	OrthoDB_Prunus_dulcis_CNAG	VVA15171	3755_0_004e42
OG0009255	Texas_F1_protein	VVA15171	TexasF1_G28566.1
OG0009256	Texas_F1_protein	VVA15225	TexasF1_G28614.1
OG0009256	OrthoDB_Prunus_dulcis_CNAG	VVA15225	3755_0_004db6
OG0009257	Texas_F1_protein	VVA15212, VVA15211	TexasF1_G28599.1
OG0009258	Texas_F1_protein	VVA15115	TexasF1_G28514.1
OG0009258	OrthoDB_Prunus_dulcis_CNAG	VVA15115	3755_0_00537f
OG0009259	Texas_F1_protein	VVA15264	TexasF1_G28645.1
OG0009259	OrthoDB_Prunus_dulcis_CNAG	VVA15264	3755_0_004f47
OG0009260	OrthoDB_Prunus_dulcis_CNAG	VVA15265	3755_0_0052c5
OG0009260	Texas_F1_protein	VVA15265	TexasF1_G28646.1
OG0009261	Texas_F1_protein	VVA15116	TexasF1_G28515.1
OG0009261	OrthoDB_Prunus_dulcis_CNAG	VVA15116	3755_0_004e91
OG0009262	Texas_F1_protein	VVA15277	TexasF1_G28659.1
OG0009262	OrthoDB_Prunus_dulcis_CNAG	VVA15277	3755_0_00545e
OG0009263	OrthoDB_Prunus_dulcis_CNAG	VVA15113	3755_0_0050af
OG0009263	Texas_F1_protein	VVA15113	TexasF1_G28512.1
OG0009264	OrthoDB_Prunus_dulcis_CNAG	VVA15150	3755_0_004e5f
OG0009264	Texas_F1_protein	VVA15150	TexasF1_G28549.1
OG0009265	Texas_F1_protein	VVA15141	TexasF1_G28544.1
OG0009265	OrthoDB_Prunus_dulcis_CNAG	VVA15141	3755_0_00513d
OG0009266	OrthoDB_Prunus_dulcis_CNAG	VVA15187	3755_0_0054da
OG0009266	Texas_F1_protein	VVA15187	TexasF1_G28576.1
OG0009267	Texas_F1_protein	VVA15259	TexasF1_G28640.1
OG0009267	OrthoDB_Prunus_dulcis_CNAG	VVA15259	3755_0_005434
OG0009268	OrthoDB_Prunus_dulcis_CNAG	VVA15266	3755_0_0052ac
OG0009268	Texas_F1_protein	VVA15266	TexasF1_G28647.1
OG0009269	OrthoDB_Prunus_dulcis_CNAG	VVA15278	3755_0_00549c
OG0009269	Texas_F1_protein	VVA15278	TexasF1_G28661.1
OG0009270	Texas_F1_protein	VVA15226	TexasF1_G28615.1
OG0009270	OrthoDB_Prunus_dulcis_CNAG	VVA15226	3755_0_00558d
OG0009271	OrthoDB_Prunus_dulcis_CNAG	VVA15170	3755_0_004ef1
OG0009271	Texas_F1_protein	VVA15170	TexasF1_G28564.1
OG0009272	Texas_F1_protein	VVA15184, VVA15689	TexasF1_G29118.1
OG0009273	Texas_F1_protein	VVA15338	TexasF1_G25242.1
OG0009273	OrthoDB_Prunus_dulcis_CNAG	VVA15338	3755_0_004935
OG0009274	Texas_F1_protein	VVA15342	TexasF1_G25245.1
OG0009274	OrthoDB_Prunus_dulcis_CNAG	VVA15342	3755_0_004735
OG0009275	Texas_F1_protein	VVA15448	TexasF1_G25339.1
OG0009275	OrthoDB_Prunus_dulcis_CNAG	VVA15448	3755_0_0045f4
OG0009276	OrthoDB_Prunus_dulcis_CNAG	VVA15406	3755_0_004541
OG0009276	Texas_F1_protein	VVA15406	TexasF1_G25298.1
OG0009277	Texas_F1_protein	VVA15450	TexasF1_G25341.1
OG0009277	OrthoDB_Prunus_dulcis_CNAG	VVA15450	3755_0_004c39
OG0009278	Texas_F1_protein	VVA15441	TexasF1_G25331.1
OG0009278	OrthoDB_Prunus_dulcis_CNAG	VVA15441	3755_0_004668
OG0009279	OrthoDB_Prunus_dulcis_CNAG	VVA15461	3755_0_004799
OG0009279	Texas_F1_protein	VVA15461	TexasF1_G25351.1
OG0009280	OrthoDB_Prunus_dulcis_CNAG	VVA15312	3755_0_004977
OG0009280	Texas_F1_protein	VVA15312	TexasF1_G25222.1
OG0009281	OrthoDB_Prunus_dulcis_CNAG	VVA15413	3755_0_004afa
OG0009281	Texas_F1_protein	VVA15413	TexasF1_G25305.1
OG0009282	Texas_F1_protein	VVA15399	TexasF1_G25290.1
OG0009282	OrthoDB_Prunus_dulcis_CNAG	VVA15399	3755_0_004b99
OG0009283	Texas_F1_protein	VVA15337	TexasF1_G25241.1
OG0009283	OrthoDB_Prunus_dulcis_CNAG	VVA15337	3755_0_004b8e
OG0009284	Texas_F1_protein	VVA15432	TexasF1_G25320.1
OG0009284	OrthoDB_Prunus_dulcis_CNAG	VVA15432	3755_0_004a97
OG0009285	Texas_F1_protein	VVA15490	TexasF1_G25380.1
OG0009285	OrthoDB_Prunus_dulcis_CNAG	VVA15490	3755_0_004c51
OG0009286	OrthoDB_Prunus_dulcis_CNAG	VVA15354	3755_0_00492b
OG0009286	Texas_F1_protein	VVA15354	TexasF1_G25255.1
OG0009287	OrthoDB_Prunus_dulcis_CNAG	VVA15356	3755_0_0049a8
OG0009287	Texas_F1_protein	VVA15356	TexasF1_G25257.1
OG0009288	Texas_F1_protein	VVA15430	TexasF1_G25318.1
OG0009288	OrthoDB_Prunus_dulcis_CNAG	VVA15430	3755_0_00483b
OG0009289	OrthoDB_Prunus_dulcis_CNAG	VVA15343	3755_0_004c04
OG0009289	Texas_F1_protein	VVA15343	TexasF1_G25246.1
OG0009290	OrthoDB_Prunus_dulcis_CNAG	VVA15451	3755_0_00482d
OG0009290	Texas_F1_protein	VVA15451	TexasF1_G25342.1
OG0009291	OrthoDB_Prunus_dulcis_CNAG	VVA15467	3755_0_004c24
OG0009291	Texas_F1_protein	VVA15467	TexasF1_G25357.1
OG0009292	OrthoDB_Prunus_dulcis_CNAG	VVA15476, VVA15477	3755_0_00493a
OG0009293	Texas_F1_protein	VVA15475	TexasF1_G25366.1
OG0009293	OrthoDB_Prunus_dulcis_CNAG	VVA15475	3755_0_00457e
OG0009294	Texas_F1_protein	VVA15449	TexasF1_G25340.1
OG0009294	OrthoDB_Prunus_dulcis_CNAG	VVA15449	3755_0_004af4
OG0009295	Texas_F1_protein	VVA15404	TexasF1_G25297.1
OG0009295	OrthoDB_Prunus_dulcis_CNAG	VVA15404	3755_0_004795
OG0009296	Texas_F1_protein	VVA15454	TexasF1_G25345.1
OG0009296	OrthoDB_Prunus_dulcis_CNAG	VVA15454	3755_0_004d96
OG0009297	OrthoDB_Prunus_dulcis_CNAG	VVA15420	3755_0_004611
OG0009297	Texas_F1_protein	VVA15420	TexasF1_G25311.1
OG0009298	OrthoDB_Prunus_dulcis_CNAG	VVA15369	3755_0_0047bf
OG0009298	Texas_F1_protein	VVA15369	TexasF1_G25266.1
OG0009299	OrthoDB_Prunus_dulcis_CNAG	VVA15491	3755_0_004b07
OG0009299	Texas_F1_protein	VVA15491	TexasF1_G25398.1
OG0009300	OrthoDB_Prunus_dulcis_CNAG	VVA15389	3755_0_004c4a
OG0009300	Texas_F1_protein	VVA15389	TexasF1_G25282.1
OG0009301	OrthoDB_Prunus_dulcis_CNAG	VVA15370	3755_0_004694
OG0009301	Texas_F1_protein	VVA15370	TexasF1_G25267.1
OG0009302	OrthoDB_Prunus_dulcis_CNAG	VVA15341	3755_0_004bb9
OG0009302	Texas_F1_protein	VVA15341	TexasF1_G25244.1
OG0009303	Texas_F1_protein	VVA15486	TexasF1_G25376.1
OG0009303	OrthoDB_Prunus_dulcis_CNAG	VVA15486	3755_0_004506
OG0009304	OrthoDB_Prunus_dulcis_CNAG	VVA15412	3755_0_00468a
OG0009304	Texas_F1_protein	VVA15412	TexasF1_G25304.1
OG0009305	Texas_F1_protein	VVA15458	TexasF1_G25349.1
OG0009305	OrthoDB_Prunus_dulcis_CNAG	VVA15458	3755_0_00479d
OG0009306	Texas_F1_protein	VVA15321	TexasF1_G25229.1
OG0009306	OrthoDB_Prunus_dulcis_CNAG	VVA15321	3755_0_004ac9
OG0009307	OrthoDB_Prunus_dulcis_CNAG	VVA15456	3755_0_004798
OG0009307	Texas_F1_protein	VVA15456	TexasF1_G25347.1
OG0009308	Texas_F1_protein	VVA15392	TexasF1_G25284.1
OG0009308	OrthoDB_Prunus_dulcis_CNAG	VVA15392	3755_0_004634
OG0009309	OrthoDB_Prunus_dulcis_CNAG	VVA15365	3755_0_004cdb
OG0009309	Texas_F1_protein	VVA15365	TexasF1_G25262.1
OG0009310	OrthoDB_Prunus_dulcis_CNAG	VVA15349	3755_0_004d1f
OG0009310	Texas_F1_protein	VVA15349	TexasF1_G25251.1
OG0009311	Texas_F1_protein	VVA15383	TexasF1_G25278.1
OG0009311	OrthoDB_Prunus_dulcis_CNAG	VVA15383	3755_0_004b91
OG0009312	OrthoDB_Prunus_dulcis_CNAG	VVA15457	3755_0_004a1f
OG0009312	Texas_F1_protein	VVA15457	TexasF1_G25348.1
OG0009313	OrthoDB_Prunus_dulcis_CNAG	VVA15423	3755_0_004726
OG0009313	Texas_F1_protein	VVA15423	TexasF1_G25314.1
OG0009314	Texas_F1_protein	VVA15455	TexasF1_G25346.1
OG0009314	OrthoDB_Prunus_dulcis_CNAG	VVA15455	3755_0_004c42
OG0009315	Texas_F1_protein	VVA15388	TexasF1_G25281.1
OG0009315	OrthoDB_Prunus_dulcis_CNAG	VVA15388	3755_0_00462b
OG0009316	OrthoDB_Prunus_dulcis_CNAG	VVA15415	3755_0_004a3d
OG0009316	Texas_F1_protein	VVA15415	TexasF1_G25307.1
OG0009317	OrthoDB_Prunus_dulcis_CNAG	VVA15310	3755_0_004d3d
OG0009317	Texas_F1_protein	VVA15310	TexasF1_G25220.1
OG0009318	OrthoDB_Prunus_dulcis_CNAG	VVA15374	3755_0_004700
OG0009318	Texas_F1_protein	VVA15374	TexasF1_G25270.1
OG0009319	Texas_F1_protein	VVA15326	TexasF1_G25233.1
OG0009319	OrthoDB_Prunus_dulcis_CNAG	VVA15326	3755_0_004507
OG0009320	Texas_F1_protein	VVA15397	TexasF1_G25288.1
OG0009320	OrthoDB_Prunus_dulcis_CNAG	VVA15397	3755_0_0046cb
OG0009321	Texas_F1_protein	VVA15435	TexasF1_G25323.1
OG0009321	OrthoDB_Prunus_dulcis_CNAG	VVA15435	3755_0_004658
OG0009322	Texas_F1_protein	VVA15447	TexasF1_G25338.1
OG0009322	OrthoDB_Prunus_dulcis_CNAG	VVA15447	3755_0_00454b
OG0009323	Texas_F1_protein	VVA15492	TexasF1_G25399.1
OG0009323	OrthoDB_Prunus_dulcis_CNAG	VVA15492	3755_0_0045e3
OG0009324	OrthoDB_Prunus_dulcis_CNAG	VVA15357	3755_0_00494f
OG0009324	Texas_F1_protein	VVA15357	TexasF1_G25258.1
OG0009325	OrthoDB_Prunus_dulcis_CNAG	VVA15444	3755_0_004ba8
OG0009325	Texas_F1_protein	VVA15444	TexasF1_G25336.1
OG0009326	Texas_F1_protein	VVA15329	TexasF1_G25235.1
OG0009326	OrthoDB_Prunus_dulcis_CNAG	VVA15329	3755_0_0048bc
OG0009327	Texas_F1_protein	VVA15462	TexasF1_G25352.1
OG0009327	OrthoDB_Prunus_dulcis_CNAG	VVA15462	3755_0_00496e
OG0009328	OrthoDB_Prunus_dulcis_CNAG	VVA15345	3755_0_004615
OG0009328	Texas_F1_protein	VVA15345	TexasF1_G25248.1
OG0009329	Texas_F1_protein	VVA15503	TexasF1_G16951.1, TexasF1_G25411.1
OG0009330	Texas_F1_protein	VVA15410	TexasF1_G25302.1
OG0009330	OrthoDB_Prunus_dulcis_CNAG	VVA15410	3755_0_0046ab
OG0009331	Texas_F1_protein	VVA15364	TexasF1_G25261.1
OG0009331	OrthoDB_Prunus_dulcis_CNAG	VVA15364	3755_0_004aaa
OG0009332	Texas_F1_protein	VVA15429	TexasF1_G25317.1
OG0009332	OrthoDB_Prunus_dulcis_CNAG	VVA15429	3755_0_004a96
OG0009333	Texas_F1_protein	VVA15291	TexasF1_G25201.1
OG0009333	OrthoDB_Prunus_dulcis_CNAG	VVA15291	3755_0_00492c
OG0009334	Texas_F1_protein	VVA15395	TexasF1_G25286.1
OG0009334	OrthoDB_Prunus_dulcis_CNAG	VVA15395	3755_0_004a1c
OG0009335	Texas_F1_protein	VVA15465	TexasF1_G25354.1
OG0009335	OrthoDB_Prunus_dulcis_CNAG	VVA15465	3755_0_004c73
OG0009336	OrthoDB_Prunus_dulcis_CNAG	VVA22010, VVA15498	3755_0_004911
OG0009337	OrthoDB_Prunus_dulcis_CNAG	VVA15368	3755_0_004c56
OG0009337	Texas_F1_protein	VVA15368	TexasF1_G25265.1
OG0009338	OrthoDB_Prunus_dulcis_CNAG	VVA15376	3755_0_004c5f
OG0009338	Texas_F1_protein	VVA15376	TexasF1_G25272.1
OG0009339	OrthoDB_Prunus_dulcis_CNAG	VVA15380	3755_0_00463b
OG0009339	Texas_F1_protein	VVA15380	TexasF1_G25275.1
OG0009340	Texas_F1_protein	VVA15416	TexasF1_G25308.1
OG0009340	OrthoDB_Prunus_dulcis_CNAG	VVA15416	3755_0_004522
OG0009341	Texas_F1_protein	VVA15297	TexasF1_G25207.1
OG0009341	OrthoDB_Prunus_dulcis_CNAG	VVA15297	3755_0_0048b1
OG0009342	Texas_F1_protein	VVA15346	TexasF1_G25249.1
OG0009342	OrthoDB_Prunus_dulcis_CNAG	VVA15346	3755_0_004d68
OG0009343	OrthoDB_Prunus_dulcis_CNAG	VVA15355	3755_0_0044e2
OG0009343	Texas_F1_protein	VVA15355	TexasF1_G25256.1
OG0009344	OrthoDB_Prunus_dulcis_CNAG	VVA15311	3755_0_004b01
OG0009344	Texas_F1_protein	VVA15311	TexasF1_G25221.1
OG0009345	Texas_F1_protein	VVA15506	TexasF1_G25414.1, TexasF1_G16954.1
OG0009346	OrthoDB_Prunus_dulcis_CNAG	VVA15381	3755_0_0047ca
OG0009346	Texas_F1_protein	VVA15381	TexasF1_G25276.1
OG0009347	OrthoDB_Prunus_dulcis_CNAG	VVA15393	3755_0_004608
OG0009347	Texas_F1_protein	VVA15393	TexasF1_G25285.1
OG0009348	OrthoDB_Prunus_dulcis_CNAG	VVA15422	3755_0_004b60
OG0009348	Texas_F1_protein	VVA15422	TexasF1_G25313.1
OG0009349	Texas_F1_protein	VVA15290	TexasF1_G25200.1
OG0009349	OrthoDB_Prunus_dulcis_CNAG	VVA15290	3755_0_0048f2
OG0009350	OrthoDB_Prunus_dulcis_CNAG	VVA15421	3755_0_004742
OG0009350	Texas_F1_protein	VVA15421	TexasF1_G25312.1
OG0009351	Texas_F1_protein	VVA15331	TexasF1_G25237.1
OG0009351	OrthoDB_Prunus_dulcis_CNAG	VVA15331	3755_0_0047af
OG0009352	Texas_F1_protein	VVA15502	TexasF1_G25410.1, TexasF1_G16950.1
OG0009353	Texas_F1_protein	VVA15472	TexasF1_G25362.1
OG0009353	OrthoDB_Prunus_dulcis_CNAG	VVA15472	3755_0_004581
OG0009354	OrthoDB_Prunus_dulcis_CNAG	VVA15452	3755_0_00454e
OG0009354	Texas_F1_protein	VVA15452	TexasF1_G25343.1
OG0009355	Texas_F1_protein	VVA15373	TexasF1_G25269.1
OG0009355	OrthoDB_Prunus_dulcis_CNAG	VVA15373	3755_0_0048a0
OG0009356	OrthoDB_Prunus_dulcis_CNAG	VVA15387	3755_0_004717
OG0009356	Texas_F1_protein	VVA15387	TexasF1_G25280.1
OG0009357	Texas_F1_protein	VVA15367	TexasF1_G25264.1
OG0009357	OrthoDB_Prunus_dulcis_CNAG	VVA15367	3755_0_004c8e
OG0009358	OrthoDB_Prunus_dulcis_CNAG	VVA15431	3755_0_004697
OG0009358	Texas_F1_protein	VVA15431	TexasF1_G25319.1
OG0009359	Texas_F1_protein	VVA15396	TexasF1_G25287.1
OG0009359	OrthoDB_Prunus_dulcis_CNAG	VVA15396	3755_0_004b98
OG0009360	OrthoDB_Prunus_dulcis_CNAG	VVA15375	3755_0_004d72
OG0009360	Texas_F1_protein	VVA15375	TexasF1_G25271.1
OG0009361	Texas_F1_protein	VVA15330	TexasF1_G25236.1
OG0009361	OrthoDB_Prunus_dulcis_CNAG	VVA15330	3755_0_004b4c
OG0009362	Texas_F1_protein	VVA15657	TexasF1_G29094.1
OG0009362	OrthoDB_Prunus_dulcis_CNAG	VVA15657	3755_0_005379
OG0009363	OrthoDB_Prunus_dulcis_CNAG	VVA15656	3755_0_0054d2
OG0009363	Texas_F1_protein	VVA15656	TexasF1_G29093.1
OG0009364	OrthoDB_Prunus_dulcis_CNAG	VVA15534	3755_0_00545b
OG0009364	Texas_F1_protein	VVA15534	TexasF1_G28965.1
OG0009365	OrthoDB_Prunus_dulcis_CNAG	VVA15710	3755_0_00566a
OG0009365	Texas_F1_protein	VVA15710	TexasF1_G29138.1
OG0009366	OrthoDB_Prunus_dulcis_CNAG	VVA15530	3755_0_005509
OG0009366	Texas_F1_protein	VVA15530	TexasF1_G28961.1
OG0009367	OrthoDB_Prunus_dulcis_CNAG	VVA15593	3755_0_004e26
OG0009367	Texas_F1_protein	VVA15593	TexasF1_G29029.1
OG0009368	Texas_F1_protein	VVA15690	TexasF1_G29119.1
OG0009368	OrthoDB_Prunus_dulcis_CNAG	VVA15690	3755_0_0050df
OG0009369	OrthoDB_Prunus_dulcis_CNAG	VVA15708	3755_0_005666
OG0009369	Texas_F1_protein	VVA15708	TexasF1_G29136.1
OG0009370	OrthoDB_Prunus_dulcis_CNAG	VVA29988, VVA15751	3755_0_005273
OG0009371	Texas_F1_protein	VVA15627	TexasF1_G29061.1
OG0009371	OrthoDB_Prunus_dulcis_CNAG	VVA15627	3755_0_005539
OG0009372	OrthoDB_Prunus_dulcis_CNAG	VVA15728	3755_0_0050a7
OG0009372	Texas_F1_protein	VVA15728	TexasF1_G29152.1
OG0009373	OrthoDB_Prunus_dulcis_CNAG	VVA15643	3755_0_005073
OG0009373	Texas_F1_protein	VVA15643	TexasF1_G29079.1
OG0009374	OrthoDB_Prunus_dulcis_CNAG	VVA15722	3755_0_005517
OG0009374	Texas_F1_protein	VVA15722	TexasF1_G29147.1
OG0009375	OrthoDB_Prunus_dulcis_CNAG	VVA15726	3755_0_0055a7
OG0009375	Texas_F1_protein	VVA15726	TexasF1_G29150.1
OG0009376	Texas_F1_protein	VVA15633	TexasF1_G29068.1
OG0009376	OrthoDB_Prunus_dulcis_CNAG	VVA15633	3755_0_004fc6
OG0009377	Texas_F1_protein	VVA15536	TexasF1_G28967.1
OG0009377	OrthoDB_Prunus_dulcis_CNAG	VVA15536	3755_0_005025
OG0009378	OrthoDB_Prunus_dulcis_CNAG	VVA15562	3755_0_004f58
OG0009378	Texas_F1_protein	VVA15562	TexasF1_G28992.1
OG0009379	Texas_F1_protein	VVA15674	TexasF1_G29107.1
OG0009379	OrthoDB_Prunus_dulcis_CNAG	VVA15674	3755_0_0055b8
OG0009380	Texas_F1_protein	VVA15652	TexasF1_G29088.1
OG0009380	OrthoDB_Prunus_dulcis_CNAG	VVA15652	3755_0_0050fc
OG0009381	Texas_F1_protein	VVA15649	TexasF1_G29085.1
OG0009381	OrthoDB_Prunus_dulcis_CNAG	VVA15649	3755_0_004e98
