Orthogroup	Species	OrthoDB_Prunus_dulcis_CNAG	Orthologs
OG0009972	Texas_F1_protein	3755_0_0035a5	TexasF1_G19340.1
OG0009973	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0038d3	VVA17107
OG0009973	Texas_F1_protein	3755_0_0038d3	TexasF1_G19416.1
OG0009974	Texas_F1_protein	3755_0_0032ed	TexasF1_G19412.1
OG0009974	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0032ed	VVA17104
OG0009975	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00383e	VVA17058
OG0009975	Texas_F1_protein	3755_0_00383e	TexasF1_G19353.1
OG0009976	Texas_F1_protein	3755_0_003716	TexasF1_G19216.1
OG0009976	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003716	VVA16904
OG0009977	Texas_F1_protein	3755_0_003298	TexasF1_G19314.1
OG0009977	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003298	VVA17015
OG0009978	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0036e0	VVA17093
OG0009978	Texas_F1_protein	3755_0_0036e0	TexasF1_G19399.1
OG0009979	Texas_F1_protein	3755_0_00386b	TexasF1_G19235.1
OG0009979	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00386b	VVA16924
OG0009980	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003867	VVA16905
OG0009980	Texas_F1_protein	3755_0_003867	TexasF1_G19217.1
OG0009981	Texas_F1_protein	3755_0_003314	TexasF1_G19264.1
OG0009981	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003314	VVA16960
OG0009982	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003347	VVA17002
OG0009982	Texas_F1_protein	3755_0_003347	TexasF1_G19303.1
OG0009983	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0034db	VVA16941
OG0009983	Texas_F1_protein	3755_0_0034db	TexasF1_G19250.1
OG0009984	Texas_F1_protein	3755_0_00375b	TexasF1_G19397.1
OG0009984	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00375b	VVA17091
OG0009985	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003858	VVA16909
OG0009985	Texas_F1_protein	3755_0_003858	TexasF1_G19221.1
OG0009986	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003372	VVA17086
OG0009986	Texas_F1_protein	3755_0_003372	TexasF1_G19379.1
OG0009987	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0030b6	VVA17005
OG0009987	Texas_F1_protein	3755_0_0030b6	TexasF1_G19306.1
OG0009988	Texas_F1_protein	3755_0_003516	TexasF1_G19319.1
OG0009988	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003516	VVA17021
OG0009989	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0030e7	VVA16902
OG0009989	Texas_F1_protein	3755_0_0030e7	TexasF1_G19214.1
OG0009990	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00379a	VVA16955
OG0009990	Texas_F1_protein	3755_0_00379a	TexasF1_G19260.1
OG0009991	Texas_F1_protein	3755_0_00374e	TexasF1_G19317.1
OG0009991	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00374e	VVA17018
OG0009992	Texas_F1_protein	3755_0_00380e	TexasF1_G16647.1
OG0009992	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00380e	VVA17176
OG0009993	Texas_F1_protein	3755_0_00370a	TexasF1_G17509.1
OG0009993	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00370a	VVA17154
OG0009995	Texas_F1_protein	3755_0_0030a9	TexasF1_G16645.1
OG0009995	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0030a9	VVA17178
OG0009996	Texas_F1_protein	3755_0_003472	TexasF1_G17538.1
OG0009996	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003472	VVA17196
OG0009997	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0030de	VVA17142
OG0009997	Texas_F1_protein	3755_0_0030de	TexasF1_G17495.1
OG0009998	Texas_F1_protein	3755_0_00343a	TexasF1_G17497.1
OG0009998	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00343a	VVA17144
OG0009999	Texas_F1_protein	3755_0_00309f	TexasF1_G17535.1
OG0009999	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00309f	VVA17193
OG0010000	Texas_F1_protein	3755_0_0031e9	TexasF1_G17502.1
OG0010000	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0031e9	VVA17148
OG0010001	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00326e	VVA17146
OG0010001	Texas_F1_protein	3755_0_00326e	TexasF1_G17499.1
OG0010002	Texas_F1_protein	3755_0_0036ff	TexasF1_G17541.1
OG0010002	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0036ff	VVA17202
OG0010003	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0030bf	VVA17216
OG0010003	Texas_F1_protein	3755_0_0030bf	TexasF1_G17554.1
OG0010004	Texas_F1_protein	3755_0_0038bb	TexasF1_G17498.1
OG0010004	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0038bb	VVA17145
OG0010005	Texas_F1_protein	3755_0_00323c	TexasF1_G17496.1
OG0010005	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00323c	VVA17143
OG0010006	Texas_F1_protein	3755_0_0034fb	TexasF1_G16648.1
OG0010006	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0034fb	VVA17175
OG0010007	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0034ec	VVA17197
OG0010007	Texas_F1_protein	3755_0_0034ec	TexasF1_G17539.1
OG0010008	Texas_F1_protein	3755_0_00366d	TexasF1_G17555.1
OG0010008	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00366d	VVA17217
OG0010009	Texas_F1_protein	3755_0_0037e8	TexasF1_G17511.1
OG0010009	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0037e8	VVA17157
OG0010010	Texas_F1_protein	3755_0_00344f	TexasF1_G16646.1
OG0010010	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00344f	VVA17177
OG0010011	Texas_F1_protein	3755_0_0033b3	TexasF1_G17550.1
OG0010011	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0033b3	VVA17212
OG0010012	Texas_F1_protein	3755_0_0032bd	TexasF1_G17545.1
OG0010012	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0032bd	VVA17207
OG0010013	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003895	VVA17160
OG0010013	Texas_F1_protein	3755_0_003895	TexasF1_G17518.1
OG0010014	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003779	VVA17182
OG0010014	Texas_F1_protein	3755_0_003779	TexasF1_G16641.1
OG0010015	Texas_F1_protein	3755_0_00375d	TexasF1_G16654.1
OG0010015	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00375d	VVA17173
OG0010016	Texas_F1_protein	3755_0_0031bd	TexasF1_G17476.1
OG0010016	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0031bd	VVA17118
OG0010017	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0034cf	VVA17218
OG0010017	Texas_F1_protein	3755_0_0034cf	TexasF1_G17556.1
OG0010018	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00323f	VVA17227
OG0010018	Texas_F1_protein	3755_0_00323f	TexasF1_G17566.1
OG0010019	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00381a	VVA17209
OG0010019	Texas_F1_protein	3755_0_00381a	TexasF1_G17547.1
OG0010020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003296	VVA17166, VVA17165
OG0010021	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0035f0	VVA17213
OG0010021	Texas_F1_protein	3755_0_0035f0	TexasF1_G17551.1
OG0010022	Texas_F1_protein	3755_0_00360b	TexasF1_G17540.1
OG0010022	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00360b	VVA17201
OG0010023	Texas_F1_protein	3755_0_00365f	TexasF1_G16644.1
OG0010023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00365f	VVA17179
OG0010024	Texas_F1_protein	3755_0_00328c	TexasF1_G17553.1
OG0010024	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00328c	VVA17215
OG0010025	Texas_F1_protein	3755_0_003421	TexasF1_G17516.1
OG0010025	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003421	VVA17159
OG0010026	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00350a	VVA17205
OG0010026	Texas_F1_protein	3755_0_00350a	TexasF1_G17543.1
OG0010027	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0035f5	VVA17158
OG0010027	Texas_F1_protein	3755_0_0035f5	TexasF1_G17512.1
OG0010028	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003357	VVA17162
OG0010028	Texas_F1_protein	3755_0_003357	TexasF1_G17520.1
OG0010029	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003571	VVA17221
OG0010029	Texas_F1_protein	3755_0_003571	TexasF1_G17560.1
OG0010030	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003399	VVA17206
OG0010030	Texas_F1_protein	3755_0_003399	TexasF1_G17544.1
OG0010031	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003618	VVA17211
OG0010031	Texas_F1_protein	3755_0_003618	TexasF1_G17549.1
OG0010032	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004206	VVA17351
OG0010032	Texas_F1_protein	3755_0_004206	TexasF1_G22711.1
OG0010033	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003fa8	VVA17411
OG0010033	Texas_F1_protein	3755_0_003fa8	TexasF1_G22760.1
OG0010034	Texas_F1_protein	3755_0_003905	TexasF1_G22670.1
OG0010034	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003905	VVA17298
OG0010035	Texas_F1_protein	3755_0_00394d	TexasF1_G22639.1
OG0010035	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00394d	VVA17262
OG0010036	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003fd8	VVA17277
OG0010036	Texas_F1_protein	3755_0_003fd8	TexasF1_G22651.1
OG0010037	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0041dd	VVA17339
OG0010037	Texas_F1_protein	3755_0_0041dd	TexasF1_G22700.1
OG0010038	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003925	VVA17354
OG0010038	Texas_F1_protein	3755_0_003925	TexasF1_G22713.1
OG0010039	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a91	VVA17292
OG0010039	Texas_F1_protein	3755_0_003a91	TexasF1_G22663.1
OG0010040	Texas_F1_protein	3755_0_003f04	TexasF1_G22753.1
OG0010040	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003f04	VVA17402
OG0010041	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003c8d	VVA17332
OG0010041	Texas_F1_protein	3755_0_003c8d	TexasF1_G22694.1
OG0010042	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003bed	VVA17360
OG0010042	Texas_F1_protein	3755_0_003bed	TexasF1_G22719.1
OG0010043	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0043ed	VVA17409
OG0010043	Texas_F1_protein	3755_0_0043ed	TexasF1_G22758.1
OG0010044	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0043ba	VVA17410
OG0010044	Texas_F1_protein	3755_0_0043ba	TexasF1_G22759.1
OG0010045	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a87	VVA17269
OG0010045	Texas_F1_protein	3755_0_003a87	TexasF1_G22645.1
OG0010046	Texas_F1_protein	3755_0_003a54	TexasF1_G22739.1
OG0010046	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a54	VVA17383
OG0010047	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003b89	VVA17311
OG0010047	Texas_F1_protein	3755_0_003b89	TexasF1_G22681.1
OG0010048	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00408e	VVA17392
OG0010048	Texas_F1_protein	3755_0_00408e	TexasF1_G22747.1
OG0010049	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0041b3	VVA17267
OG0010049	Texas_F1_protein	3755_0_0041b3	TexasF1_G22643.1
OG0010050	Texas_F1_protein	3755_0_00430a	TexasF1_G22676.1
OG0010050	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00430a	VVA17306
OG0010051	Texas_F1_protein	3755_0_003c87	TexasF1_G22715.1
OG0010051	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003c87	VVA17356
OG0010052	Texas_F1_protein	3755_0_003f4c	TexasF1_G22750.1
OG0010052	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003f4c	VVA17399
OG0010053	Texas_F1_protein	3755_0_0044a4	TexasF1_G22669.1
OG0010053	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0044a4	VVA17297
OG0010054	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0043b5	VVA17284
OG0010054	Texas_F1_protein	3755_0_0043b5	TexasF1_G22656.1
OG0010055	Texas_F1_protein	3755_0_00431c	TexasF1_G22738.1
OG0010055	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00431c	VVA17382
OG0010056	Texas_F1_protein	3755_0_003c42	TexasF1_G22644.1
OG0010056	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003c42	VVA17268
OG0010057	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003f15	VVA17357
OG0010057	Texas_F1_protein	3755_0_003f15	TexasF1_G22716.1
OG0010058	Texas_F1_protein	3755_0_003c47	TexasF1_G22671.1
OG0010058	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003c47	VVA17300
OG0010059	Texas_F1_protein	3755_0_0042b8	TexasF1_G22729.1
OG0010059	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0042b8	VVA17372
OG0010060	Texas_F1_protein	3755_0_004361	TexasF1_G22673.1
OG0010060	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004361	VVA17301
OG0010061	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003cb1	VVA17341
OG0010061	Texas_F1_protein	3755_0_003cb1	TexasF1_G22702.1
OG0010062	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0042e0	VVA17379
OG0010062	Texas_F1_protein	3755_0_0042e0	TexasF1_G22736.1
OG0010063	Texas_F1_protein	3755_0_004411	TexasF1_G22650.1
OG0010063	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004411	VVA17276
OG0010064	Texas_F1_protein	3755_0_003b4c	TexasF1_G22682.1
OG0010064	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003b4c	VVA17312
OG0010065	Texas_F1_protein	3755_0_004223	TexasF1_G22658.1
OG0010065	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004223	VVA17286
OG0010066	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004360	VVA17375
OG0010066	Texas_F1_protein	3755_0_004360	TexasF1_G22733.1
OG0010067	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0041c5	VVA17240, VVA17239
OG0010068	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0039a9	VVA17361
OG0010068	Texas_F1_protein	3755_0_0039a9	TexasF1_G22720.1
OG0010069	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a2f	VVA17364, VVA17365
OG0010070	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003af0	VVA17316
OG0010070	Texas_F1_protein	3755_0_003af0	TexasF1_G22685.1
OG0010071	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004150	VVA17334
OG0010071	Texas_F1_protein	3755_0_004150	TexasF1_G22696.1
OG0010072	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003c16	VVA17388
OG0010072	Texas_F1_protein	3755_0_003c16	TexasF1_G22744.1
OG0010074	Texas_F1_protein	3755_0_004283	TexasF1_G22640.1
OG0010074	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004283	VVA17263
OG0010075	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0044d2	VVA17362
OG0010075	Texas_F1_protein	3755_0_0044d2	TexasF1_G22721.1
OG0010076	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003ae6	VVA17348
OG0010076	Texas_F1_protein	3755_0_003ae6	TexasF1_G22708.1
OG0010077	Texas_F1_protein	3755_0_004044	TexasF1_G22675.1
OG0010077	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004044	VVA17305
OG0010078	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004468	VVA17256
OG0010078	Texas_F1_protein	3755_0_004468	TexasF1_G22635.1
OG0010079	Texas_F1_protein	3755_0_003d22	TexasF1_G22718.1
OG0010079	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003d22	VVA17359
OG0010080	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003d49	VVA17264
OG0010080	Texas_F1_protein	3755_0_003d49	TexasF1_G22641.1
OG0010081	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00439a	VVA17285
OG0010081	Texas_F1_protein	3755_0_00439a	TexasF1_G22657.1
OG0010082	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004087	VVA17363
OG0010082	Texas_F1_protein	3755_0_004087	TexasF1_G22722.1
OG0010083	Texas_F1_protein	3755_0_003b6e	TexasF1_G22731.1
OG0010083	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003b6e	VVA17373
OG0010084	Texas_F1_protein	3755_0_003a03	TexasF1_G22740.1
OG0010084	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a03	VVA17384
OG0010085	Texas_F1_protein	3755_0_004043	TexasF1_G22741.1
OG0010085	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004043	VVA17385
OG0010086	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a6a	VVA17308
OG0010086	Texas_F1_protein	3755_0_003a6a	TexasF1_G22678.1
OG0010087	Texas_F1_protein	3755_0_0040c2	TexasF1_G22679.1
OG0010087	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0040c2	VVA17309
OG0010088	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003d2d	VVA17380
OG0010088	Texas_F1_protein	3755_0_003d2d	TexasF1_G22737.1
OG0010089	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004386	VVA17319
OG0010089	Texas_F1_protein	3755_0_004386	TexasF1_G22687.1
OG0010090	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00445b	VVA17376
OG0010090	Texas_F1_protein	3755_0_00445b	TexasF1_G22734.1
OG0010091	Texas_F1_protein	3755_0_00400f	TexasF1_G22726.1
OG0010091	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00400f	VVA17371
OG0010092	Texas_F1_protein	3755_0_003faf	TexasF1_G22653.1
OG0010092	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003faf	VVA17280
OG0010093	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00401d	VVA17281
OG0010093	Texas_F1_protein	3755_0_00401d	TexasF1_G22654.1
OG0010094	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003e1d	VVA17386
OG0010094	Texas_F1_protein	3755_0_003e1d	TexasF1_G22742.1
OG0010095	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003ef2	VVA17260
OG0010095	Texas_F1_protein	3755_0_003ef2	TexasF1_G22638.1
OG0010096	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0044c5	VVA17400
OG0010096	Texas_F1_protein	3755_0_0044c5	TexasF1_G22751.1
OG0010097	Texas_F1_protein	3755_0_00403f	TexasF1_G22677.1
OG0010097	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00403f	VVA17307
OG0010098	Texas_F1_protein	3755_0_004493	TexasF1_G22732.1
OG0010098	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004493	VVA17374
OG0010099	Texas_F1_protein	3755_0_003d78	TexasF1_G22667.1
OG0010099	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003d78	VVA17296
OG0010100	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003cce	VVA17287
OG0010100	Texas_F1_protein	3755_0_003cce	TexasF1_G22659.1
OG0010101	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003d4e	VVA17391
OG0010101	Texas_F1_protein	3755_0_003d4e	TexasF1_G22746.1
OG0010102	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004424	VVA17324
OG0010102	Texas_F1_protein	3755_0_004424	TexasF1_G22690.1
OG0010103	Texas_F1_protein	3755_0_004209	TexasF1_G22684.1
OG0010103	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004209	VVA17314
OG0010104	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003fbe	VVA17355
OG0010104	Texas_F1_protein	3755_0_003fbe	TexasF1_G22714.1
OG0010105	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0040f3	VVA17358
OG0010105	Texas_F1_protein	3755_0_0040f3	TexasF1_G22717.1
OG0010106	Texas_F1_protein	3755_0_003e6b	TexasF1_G22693.1
OG0010106	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003e6b	VVA17331
OG0010107	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00413a	VVA17345
OG0010107	Texas_F1_protein	3755_0_00413a	TexasF1_G22705.1
OG0010108	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a69	VVA17338
OG0010108	Texas_F1_protein	3755_0_003a69	TexasF1_G22699.1
OG0010109	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002188	VVA17495
OG0010109	Texas_F1_protein	3755_0_002188	TexasF1_G12793.1
OG0010110	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e95	VVA17476
OG0010110	Texas_F1_protein	3755_0_001e95	TexasF1_G12777.1
OG0010111	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002570	VVA17539
OG0010111	Texas_F1_protein	3755_0_002570	TexasF1_G12832.1
OG0010112	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002583	VVA17557
OG0010112	Texas_F1_protein	3755_0_002583	TexasF1_G12848.1
OG0010113	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001fa8	VVA17596
OG0010113	Texas_F1_protein	3755_0_001fa8	TexasF1_G12884.1
OG0010114	Texas_F1_protein	3755_0_0025f7	TexasF1_G12870.1
OG0010114	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0025f7	VVA17584
OG0010115	Texas_F1_protein	3755_0_00268e	TexasF1_G12836.1
OG0010115	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00268e	VVA17542
OG0010116	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e3e	VVA17587
OG0010116	Texas_F1_protein	3755_0_001e3e	TexasF1_G12873.1
OG0010117	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002080	VVA17597
OG0010117	Texas_F1_protein	3755_0_002080	TexasF1_G12885.1
OG0010118	Texas_F1_protein	3755_0_002267	TexasF1_G12780.1
OG0010118	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002267	VVA17480
OG0010119	Texas_F1_protein	3755_0_00214a	TexasF1_G12829.1
OG0010119	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00214a	VVA17536
OG0010120	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0022fe	VVA17474
OG0010120	Texas_F1_protein	3755_0_0022fe	TexasF1_G12775.1
OG0010121	Texas_F1_protein	3755_0_001e05	TexasF1_G12831.1
OG0010121	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e05	VVA17538
OG0010122	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001df6	VVA17571
OG0010122	Texas_F1_protein	3755_0_001df6	TexasF1_G12858.1
OG0010123	Texas_F1_protein	3755_0_00253e	TexasF1_G12865.1
OG0010123	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00253e	VVA17579
OG0010124	Texas_F1_protein	3755_0_0025e3	TexasF1_G12838.1
OG0010124	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0025e3	VVA17544
OG0010125	Texas_F1_protein	3755_0_0020d8	TexasF1_G12853.1
OG0010125	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0020d8	VVA17563
OG0010126	Texas_F1_protein	3755_0_0026d9	TexasF1_G12778.1
OG0010126	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0026d9	VVA17477
OG0010128	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d4a	VVA17432
OG0010128	Texas_F1_protein	3755_0_001d4a	TexasF1_G12731.1
OG0010129	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e88	VVA17466
OG0010129	Texas_F1_protein	3755_0_001e88	TexasF1_G12767.1
OG0010130	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0023f2	VVA17524
OG0010130	Texas_F1_protein	3755_0_0023f2	TexasF1_G12819.1
OG0010131	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0026ee	VVA17556
OG0010131	Texas_F1_protein	3755_0_0026ee	TexasF1_G12847.1
OG0010132	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00203d	VVA17525
OG0010132	Texas_F1_protein	3755_0_00203d	TexasF1_G12820.1
OG0010133	Texas_F1_protein	3755_0_0020da	TexasF1_G12850.1
OG0010133	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0020da	VVA17560
OG0010134	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001fd2	VVA17572
OG0010134	Texas_F1_protein	3755_0_001fd2	TexasF1_G12859.1
OG0010135	Texas_F1_protein	3755_0_002253	TexasF1_G12733.1
OG0010135	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002253	VVA17435
OG0010136	Texas_F1_protein	3755_0_00266b	TexasF1_G12828.1
OG0010136	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00266b	VVA17535
OG0010137	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001fe2	VVA17561
OG0010137	Texas_F1_protein	3755_0_001fe2	TexasF1_G12851.1
OG0010138	Texas_F1_protein	3755_0_001dce	TexasF1_G12821.1
OG0010138	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001dce	VVA17527
OG0010139	Texas_F1_protein	3755_0_002389	TexasF1_G12809.1
OG0010139	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002389	VVA17515
OG0010140	Texas_F1_protein	3755_0_0024d8	TexasF1_G12843.1
