Orthogroup	Species	Prunus_armeniaca_Marouch_n14_peptide	Orthologs
OG0003083	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G211100.t1.p1_1	36596_0_0003df, 36596_0_000273
OG0003084	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G541600.t2.p1_1, PruarM.1G541600.t1.p1_1	36596_0_000277
OG0003085	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G584500.t1.p1_1, PruarM.1G585200.t1.p1_1	36596_0_00027e
OG0003086	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G447800.t1.p1_1	36596_0_0055ac, 36596_0_00028a
OG0003087	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G419500.t1.p1_1	36596_0_0009b6, 36596_0_000291
OG0003088	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G705300.t1.p1_1	36596_0_0009dd, 36596_0_0002a1
OG0003089	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G265700.t1.p1_1, PruarM.1G265700.t2.p1_1	36596_0_0002a3
OG0003090	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G389600.t1.p1_1	36596_0_002ee7, 36596_0_0002a8
OG0003091	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G459500.t2.p1_1, PruarM.1G459500.t1.p1_1	36596_0_0002b9
OG0003092	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G641900.t1.p1_1	36596_0_006c3a, 36596_0_0002dc
OG0003093	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G475700.t1.p1_1	36596_0_0002ea, 36596_0_004d05
OG0003094	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G204400.t1.p1_1	36596_0_0002f1, 36596_0_004e60
OG0003095	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G007200.t1.p1_1, PruarM.1G007200.t2.p1_1	36596_0_0002f9
OG0003096	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G365300.t2.p1_1	36596_0_0002ff, 36596_0_0075a4
OG0003097	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G384600.t2.p1_1, PruarM.1G384600.t1.p1_1	36596_0_000306
OG0003098	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G450700.t1.p1_1	36596_0_00030c, 36596_0_003516
OG0003100	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G650600.t2.p1_1, PruarM.1G650600.t1.p1_1	36596_0_000316
OG0003101	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G365800.t1.p1_1	36596_0_007548, 36596_0_000319
OG0003102	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G251200.t1.p1_1, PruarM.1G251200.t2.p1_1	36596_0_00032d
OG0003103	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G441300.t1.p1_1, PruarM.1G441300.t2.p1_1	36596_0_000334
OG0003104	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G221700.t1.p1_1	36596_0_00157c, 36596_0_000338
OG0003105	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G686600.t1.p1_1	36596_0_000340, 36596_0_002ec5
OG0003106	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G597100.t1.p1_1	36596_0_000341, 36596_0_0056d2
OG0003107	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G735100.t2.p1_1, PruarM.1G735100.t1.p1_1	36596_0_000342
OG0003108	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G660600.t1.p1_1, PruarM.1G660600.t2.p1_1	36596_0_000343
OG0003111	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G772600.t1.p1_1	36596_0_00091a, 36596_0_00036d
OG0003112	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G391200.t1.p1_1	36596_0_000375, 36596_0_0033c1
OG0003113	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G709900.t1.p1_1	36596_0_002cce, 36596_0_000379
OG0003115	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G500500.t1.p1_1	36596_0_00037d, 36596_0_000a48
OG0003117	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G372400.t1.p1_1	36596_0_006218, 36596_0_00038e
OG0003118	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G077200.t1.p1_1	36596_0_0016d3, 36596_0_000396
OG0003119	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G312200.t1.p1_1	36596_0_00423d, 36596_0_00039a
OG0003120	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G414100.t1.p1_1, PruarM.1G589500.t1.p1_1	36596_0_0003af
OG0003121	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G355200.t1.p1_1	36596_0_004d0f, 36596_0_0003b5
OG0003122	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G472200.t2.p1_1, PruarM.1G472200.t1.p1_1	36596_0_0003b6
OG0003123	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G712400.t1.p1_1	36596_0_0003c4, 36596_0_000aa0
OG0003124	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G065900.t1.p1_1, PruarM.1G066300.t1.p1_1	36596_0_0003c9
OG0003125	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G317400.t1.p1_1, PruarM.1G317400.t2.p1_1	36596_0_0003d1
OG0003126	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G033000.t1.p1_1	36596_0_0014ea, 36596_0_0003d4
OG0003127	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G474000.t3.p1_1, PruarM.1G474000.t2.p1_1	36596_0_0003e2
OG0003128	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G701200.t2.p1_1, PruarM.1G701200.t1.p1_1	36596_0_0003f1
OG0003129	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G201400.t1.p1_1, PruarM.1G201400.t2.p1_1	36596_0_0003fa
OG0003130	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G026200.t1.p1_1, PruarM.1G026200.t2.p1_1	36596_0_000402
OG0003131	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G648400.t1.p1_1	36596_0_000408, 36596_0_0061c5
OG0003132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G407000.t1.p1_1	36596_0_00040a, 36596_0_003a78
OG0003133	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G600700.t1.p1_1	36596_0_0013ef, 36596_0_000414
OG0003134	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G032700.t1.p1_1, PruarM.1G033300.t1.p1_1	36596_0_000415
OG0003135	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G355000.t1.p1_1	36596_0_006762, 36596_0_00042a
OG0003136	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G534900.t2.p1_1, PruarM.1G534900.t1.p1_1	36596_0_000436
OG0003137	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G023500.t1.p1_1	36596_0_0010bb, 36596_0_000450
OG0003138	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G050200.t1.p1_1	36596_0_00045c, 36596_0_005ce3
OG0003139	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G026900.t1.p1_1, PruarM.1G026900.t2.p1_1	36596_0_00045f
OG0003140	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G424500.t1.p1_1	36596_0_0018cc, 36596_0_000469
OG0003141	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G684900.t1.p1_1	36596_0_003692, 36596_0_00046d
OG0003142	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G380500.t1.p1_1	36596_0_006206, 36596_0_00047f
OG0003143	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G617700.t1.p1_1	36596_0_000481, 36596_0_0051e2
OG0003145	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G189100.t1.p1_1	36596_0_000b79, 36596_0_0004a1
OG0003146	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G130800.t1.p1_1	36596_0_00056d, 36596_0_0004a6
OG0003147	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G109600.t1.p1_1, PruarM.1G109500.t1.p1_1	36596_0_0004a8
OG0003149	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G120500.t1.p1_1	36596_0_004505, 36596_0_0004c6
OG0003150	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G310000.t1.p1_1, PruarM.2G113600.t1.p1_1	36596_0_0004d0
OG0003151	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G047200.t1.p1_1	36596_0_0004dd, 36596_0_004006
OG0003152	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G031600.t1.p1_1	36596_0_000852, 36596_0_0004e1
OG0003153	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G564300.t2.p1_1, PruarM.1G564300.t1.p1_1	36596_0_0004ef
OG0003154	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G410300.t1.p1_1, PruarM.1G125200.t1.p1_1	36596_0_0004f1
OG0003155	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G558700.t1.p1_1	36596_0_003477, 36596_0_0004f2
OG0003156	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G709800.t1.p1_1	36596_0_000e80, 36596_0_0004f3
OG0003157	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G349900.t1.p1_1	36596_0_004d34, 36596_0_000513
OG0003158	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G597400.t1.p1_1	36596_0_000518, 36596_0_000b46
OG0003159	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G549700.t1.p1_1	36596_0_000bd7, 36596_0_00051a
OG0003160	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G761300.t1.p1_1	36596_0_002019, 36596_0_000521
OG0003161	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G427600.t2.p1_1, PruarM.1G427600.t1.p1_1	36596_0_000522
OG0003162	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G481600.t2.p1_1, PruarM.1G481600.t1.p1_1	36596_0_00052c
OG0003163	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G142500.t1.p1_1	36596_0_000538, 36596_0_000e83
OG0003164	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G468500.t1.p1_1	36596_0_0031c5, 36596_0_000541
OG0003165	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G428000.t2.p1_1, PruarM.1G428000.t1.p1_1	36596_0_00054f
OG0003166	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G026800.t1.p1_1	36596_0_0050f3, 36596_0_000553
OG0003167	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G783500.t2.p1_1, PruarM.1G783500.t1.p1_1	36596_0_000557
OG0003168	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G154400.t1.p1_1	36596_0_001c0d, 36596_0_00055e
OG0003169	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G296900.t1.p1_1	36596_0_000561, 36596_0_000c54
OG0003170	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G786500.t1.p1_1	36596_0_00056b, 36596_0_000e01
OG0003171	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G353900.t1.p1_1, PruarM.1G350900.t1.p1_1	36596_0_000574
OG0003172	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G384400.t1.p1_1, PruarM.1G384400.t2.p1_1	36596_0_00058a
OG0003173	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G387300.t1.p1_1	36596_0_002e0f, 36596_0_000595
OG0003174	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G806100.t1.p1_1	36596_0_000959, 36596_0_0005a9
OG0003175	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G205100.t1.p1_1, PruarM.8G074100.t1.p1_1	36596_0_0005ba
OG0003176	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G422500.t1.p1_1	36596_0_0005bb, 36596_0_00060a
OG0003177	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G048300.t2.p1_1, PruarM.1G048300.t1.p1_1	36596_0_0005c8
OG0003178	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G421600.t1.p1_1	36596_0_0005cb, 36596_0_004c93
OG0003179	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G500000.t1.p1_1, PruarM.1G500000.t2.p1_1	36596_0_0005d8
OG0003180	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G571600.t1.p1_1	36596_0_001357, 36596_0_0005dc
OG0003181	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G577400.t1.p1_1	36596_0_0005df, 36596_0_007454
OG0003182	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G598900.t1.p1_1	36596_0_0005e1, 36596_0_001d85
OG0003183	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G548900.t1.p1_1, PruarM.1G549200.t1.p1_1	36596_0_0005e6
OG0003184	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G239600.t2.p1_1, PruarM.1G239600.t1.p1_1	36596_0_0005f6
OG0003185	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G081000.t1.p1_1	36596_0_0005fa, 36596_0_00083e
OG0003186	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G802500.t2.p1_1, PruarM.1G802500.t1.p1_1	36596_0_0005fe
OG0003187	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G502700.t1.p1_1, PruarM.7G243900.t1.p1_1	36596_0_000601
OG0003188	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G006100.t1.p1_1, PruarM.1G005900.t1.p1_1	36596_0_000608
OG0003189	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G150200.t1.p1_1, PruarM.1G150200.t2.p1_1	36596_0_000614
OG0003190	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G449100.t2.p1_1, PruarM.1G449100.t1.p1_1	36596_0_000615
OG0003191	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G607400.t1.p1_1, PruarM.1G607400.t2.p1_1	36596_0_000621
OG0003192	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G208700.t1.p1_1, PruarM.1G208900.t1.p1_1	36596_0_000622
OG0003193	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G342400.t1.p1_1, PruarM.1G342400.t2.p1_1	36596_0_000625
OG0003194	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G168900.t1.p1_1	36596_0_0012ce, 36596_0_000626
OG0003195	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G718600.t1.p1_1, PruarM.1G458600.t1.p1_1	36596_0_000629
OG0003196	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G645800.t1.p1_1, PruarM.1G645800.t2.p1_1	36596_0_00062e
OG0003197	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G513300.t2.p1_1, PruarM.1G513300.t1.p1_1	36596_0_000634
OG0003198	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G394300.t1.p1_1, PruarM.1G394300.t2.p1_1	36596_0_000636
OG0003199	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G229700.t1.p1_1	36596_0_0013c5, 36596_0_000646
OG0003200	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G523900.t1.p1_1	36596_0_006492, 36596_0_000648
OG0003201	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G542600.t1.p1_1, PruarM.1G542600.t2.p1_1	36596_0_00064c
OG0003202	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G319800.t1.p1_1	36596_0_000655, 36596_0_006747
OG0003203	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G171300.t1.p1_1	36596_0_0033fe, 36596_0_000659
OG0003205	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G583100.t1.p1_1	36596_0_00065e, 36596_0_00213a
OG0003206	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G083200.t1.p1_1, PruarM.2G297200.t1.p1_1	36596_0_000667
OG0003207	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G476100.t1.p1_1, PruarM.1G476000.t1.p1_1	36596_0_00066e
OG0003208	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G587400.t1.p1_1	36596_0_000672, 36596_0_000b1b
OG0003209	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G649000.t1.p1_1	36596_0_00068a, 36596_0_0066c4
OG0003210	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G542800.t1.p1_1, PruarM.1G542800.t2.p1_1	36596_0_00068c
OG0003211	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G400800.t2.p1_1, PruarM.1G400800.t1.p1_1	36596_0_0006a2
OG0003212	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G283000.t2.p1_1, PruarM.1G283000.t1.p1_1	36596_0_0006a3
OG0003213	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G076400.t1.p1_1	36596_0_0006a8, 36596_0_002463
OG0003214	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G198000.t1.p1_1	36596_0_005fa3, 36596_0_0006c4
OG0003215	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G480300.t1.p1_1, PruarM.1G480300.t2.p1_1	36596_0_0006c5
OG0003216	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G143800.t1.p1_1, PruarM.1G143800.t2.p1_1	36596_0_0006cc
OG0003217	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G228100.t1.p1_1	36596_0_0006e5, 36596_0_0029dc
OG0003218	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G326800.t1.p1_1	36596_0_0006e6, 36596_0_000c50
OG0003219	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G394600.t1.p1_1	36596_0_0006ed, 36596_0_0068fb
OG0003220	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G709500.t2.p1_1, PruarM.1G709500.t1.p1_1	36596_0_0006f6
OG0003221	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G034800.t1.p1_1, PruarM.1G034800.t2.p1_1	36596_0_0006f9
OG0003222	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G305500.t1.p1_1	36596_0_005b78, 36596_0_0006fb
OG0003223	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G029300.t1.p1_1	36596_0_0013fb, 36596_0_0006ff
OG0003224	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G175800.t1.p1_1, PruarM.1G175800.t2.p1_1	36596_0_000704
OG0003225	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G422400.t2.p1_1, PruarM.1G422400.t1.p1_1	36596_0_00070e
OG0003226	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G808200.t1.p1_1, PruarM.1G808200.t2.p1_1	36596_0_000716
OG0003228	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G587100.t1.p1_1	36596_0_00072e, 36596_0_000dbf
OG0003229	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G636400.t2.p1_1, PruarM.1G636400.t1.p1_1	36596_0_000731
OG0003230	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G790700.t2.p1_1, PruarM.1G790700.t1.p1_1	36596_0_000734
OG0003231	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G782100.t1.p1_1, PruarM.1G676300.t1.p1_1	36596_0_000735
OG0003232	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G161000.t2.p1_1, PruarM.1G161000.t1.p1_1	36596_0_000737
OG0003233	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G697800.t2.p1_1, PruarM.1G697800.t1.p1_1	36596_0_00073f
OG0003234	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G152500.t1.p1_1	36596_0_000740, 36596_0_007535
OG0003235	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G552200.t2.p1_1, PruarM.1G552200.t1.p1_1	36596_0_00074c
OG0003236	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G274300.t1.p1_1	36596_0_006349, 36596_0_00075f
OG0003237	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G564100.t2.p1_1, PruarM.1G564100.t1.p1_1	36596_0_000765
OG0003238	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G159400.t1.p1_1, PruarM.1G157600.t1.p1_1	36596_0_000771
OG0003239	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G306800.t1.p1_1	36596_0_000794, 36596_0_001c24
OG0003241	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G128700.t1.p1_1, PruarM.1G128700.t2.p1_1	36596_0_0007bb
OG0003242	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G406800.t1.p1_1, PruarM.1G537000.t1.p1_1	36596_0_0007bd
OG0003243	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G131400.t1.p1_1	36596_0_000eea, 36596_0_0007c0
OG0003244	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G740500.t1.p1_1	36596_0_0007c3, 36596_0_0013b9
OG0003245	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G013100.t1.p1_1	36596_0_0055f7, 36596_0_0007ce
OG0003246	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G739800.t1.p1_1	36596_0_0054b9, 36596_0_0007d2
OG0003248	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G076300.t1.p1_1	36596_0_00615c, 36596_0_0007eb
OG0003249	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G796900.t1.p1_1, PruarM.1G796900.t2.p1_1	36596_0_0007ed
OG0003250	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G410100.t2.p1_1	36596_0_0030d9, 36596_0_0007ee
OG0003251	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G404800.t1.p1_1	36596_0_0007ff, 36596_0_00339f
OG0003252	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G565800.t1.p1_1	36596_0_001803, 36596_0_00080e
OG0003253	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G634800.t1.p1_1, PruarM.1G634800.t2.p1_1	36596_0_00081d
OG0003254	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G689100.t1.p1_1, PruarM.1G689200.t1.p1_1	36596_0_000823
OG0003255	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G467000.t1.p1_1	36596_0_0009d9, 36596_0_000824
OG0003256	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G547700.t1.p1_1	36596_0_000833, 36596_0_00228f
OG0003257	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G186700.t1.p1_1, PruarM.1G186700.t2.p1_1	36596_0_000837
OG0003258	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G124400.t1.p1_1	36596_0_00085f, 36596_0_007640
OG0003259	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G131000.t1.p1_1	36596_0_000860, 36596_0_006817
OG0003260	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G083500.t1.p1_1, PruarM.1G083600.t1.p1_1	36596_0_000865
OG0003261	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G394100.t1.p1_1, PruarM.1G394100.t2.p1_1	36596_0_00086c
OG0003262	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G181200.t1.p1_1	36596_0_005d7d, 36596_0_00086e
OG0003263	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G434700.t1.p1_1	36596_0_001199, 36596_0_00087b
OG0003264	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G376200.t2.p1_1, PruarM.1G376200.t1.p1_1	36596_0_00088b
OG0003265	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G176300.t1.p1_1, PruarM.1G176300.t2.p1_1	36596_0_00088c
OG0003266	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G126400.t1.p1_1, PruarM.1G126400.t2.p1_1	36596_0_000895
OG0003267	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G593900.t1.p1_1	36596_0_00708e, 36596_0_00089a
OG0003268	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G444800.t1.p1_1, PruarM.1G444500.t1.p1_1	36596_0_00089e
OG0003269	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G636700.t1.p1_1	36596_0_0008a6, 36596_0_0065f1
OG0003270	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G022900.t1.p1_1	36596_0_0008a7, 36596_0_00157a
OG0003271	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G655700.t1.p1_1, PruarM.1G655700.t2.p1_1	36596_0_0008b0
OG0003272	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G798200.t1.p1_1, PruarM.1G798200.t2.p1_1	36596_0_0008b4
OG0003273	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G661700.t1.p1_1, PruarM.1G661700.t2.p1_1	36596_0_0008b7
OG0003274	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G380900.t2.p1_1, PruarM.1G380900.t1.p1_1	36596_0_0008cf
OG0003275	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G053900.t1.p1_1, PruarM.1G212100.t1.p1_1	36596_0_0008d2
OG0003276	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G131200.t1.p1_1	36596_0_0060df, 36596_0_0008d4
OG0003277	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G625300.t1.p1_1, PruarM.1G625200.t1.p1_1	36596_0_0008d7
OG0003278	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G422700.t1.p1_1	36596_0_0008dd, 36596_0_001928
OG0003279	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G535500.t1.p1_1, PruarM.1G535500.t2.p1_1	36596_0_0008e1
OG0003280	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G403000.t1.p1_1	36596_0_00346d, 36596_0_0008e8
OG0003281	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G588000.t2.p1_1, PruarM.1G588000.t1.p1_1	36596_0_0008eb
OG0003282	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G560000.t1.p1_1	36596_0_0008f8, 36596_0_002289
OG0003283	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G554800.t1.p1_1	36596_0_001258, 36596_0_0008fb
OG0003284	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G712900.t1.p1_1, PruarM.1G712900.t2.p1_1	36596_0_0008fc
OG0003285	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G645100.t1.p1_1, PruarM.1G645100.t2.p1_1	36596_0_000909
OG0003286	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G108800.t1.p1_1	36596_0_00090a, 36596_0_000bb2
OG0003287	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G695800.t1.p1_1, PruarM.1G789400.t1.p1_1	36596_0_00090f
OG0003289	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G135800.t1.p1_1, PruarM.1G471200.t1.p1_1	36596_0_00091c
OG0003290	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G489300.t1.p1_1	36596_0_000928, 36596_0_004b94
OG0003291	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G659700.t1.p1_1, PruarM.1G659700.t2.p1_1	36596_0_000944
OG0003292	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G741300.t2.p1_1, PruarM.1G741300.t1.p1_1	36596_0_000946
OG0003293	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G509500.t2.p1_1, PruarM.1G509500.t1.p1_1	36596_0_000949
OG0003294	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G025200.t1.p1_1, PruarM.1G025200.t2.p1_1	36596_0_00094f
OG0003295	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G453800.t1.p1_1, PruarM.2G379900.t1.p1_1	36596_0_00095a
OG0003296	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G777000.t1.p1_1	36596_0_001219, 36596_0_000966
