Orthogroup	Species	OrthoDB_Prunus_armeniaca_Orared	Orthologs
OG0007339	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00108f	PruarM.1G173300.t1.p1_1
OG0007340	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001090	PruarM.1G165400.t1.p1_1
OG0007341	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001093	PruarM.1G246500.t1.p1_1
OG0007342	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001096	PruarM.1G747600.t1.p1_1
OG0007343	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001098	PruarM.1G302500.t1.p1_1
OG0007344	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001099	PruarM.1G128200.t1.p1_1
OG0007345	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00109a	PruarM.1G715400.t1.p1_1
OG0007346	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00109c	PruarM.1G408300.t1.p1_1
OG0007347	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00109f	PruarM.1G030900.t1.p1_1
OG0007348	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010a4	PruarM.1G685600.t1.p1_1
OG0007349	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010a5	PruarM.1G588700.t1.p1_1
OG0007350	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010a6	PruarM.1G536100.t1.p1_1
OG0007351	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010a7	PruarM.1G795900.t1.p1_1
OG0007352	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010a8	PruarM.1G023400.t1.p1_1
OG0007353	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ae	PruarM.1G654800.t1.p1_1
OG0007354	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010b1	PruarM.1G128900.t1.p1_1
OG0007355	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010b3	PruarM.1G012300.t1.p1_1
OG0007356	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010b6	PruarM.1G101400.t1.p1_1
OG0007358	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ba	PruarM.7G293500.t1.p1_1
OG0007359	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010bc	PruarM.1G732000.t1.p1_1
OG0007360	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010be	PruarM.1G175100.t1.p1_1
OG0007361	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010c0	PruarM.1G017500.t1.p1_1
OG0007362	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010c1	PruarM.1G699900.t1.p1_1
OG0007363	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010c3	PruarM.1G494800.t1.p1_1
OG0007364	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010c6	PruarM.1G132600.t1.p1_1
OG0007366	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ca	PruarM.1G685000.t1.p1_1
OG0007367	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010cb	PruarM.1G624900.t1.p1_1
OG0007368	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010cd	PruarM.1G545200.t1.p1_1
OG0007369	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010cf	PruarM.1G250600.t1.p1_1
OG0007370	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010d0	PruarM.1G471300.t1.p1_1
OG0007371	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010d2	PruarM.1G035800.t1.p1_1
OG0007372	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010d3	PruarM.1G557800.t1.p1_1
OG0007373	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010d5	PruarM.1G589900.t1.p1_1
OG0007374	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010d8	PruarM.1G076800.t1.p1_1
OG0007375	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010d9	PruarM.1G649400.t1.p1_1
OG0007376	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010db	PruarM.1G553800.t1.p1_1
OG0007377	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010dd	PruarM.1G564900.t1.p1_1
OG0007378	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010de	PruarM.1G202500.t1.p1_1
OG0007379	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010e0	PruarM.1G113300.t1.p1_1
OG0007380	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010e4	PruarM.1G784300.t1.p1_1
OG0007381	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010e7	PruarM.1G560600.t1.p1_1
OG0007382	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010e8	PruarM.1G555100.t1.p1_1
OG0007383	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ea	PruarM.1G633700.t1.p1_1
OG0007384	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010eb	PruarM.1G462200.t1.p1_1
OG0007385	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ec	PruarM.1G387100.t1.p1_1
OG0007386	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ef	PruarM.1G507400.t1.p1_1
OG0007387	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010f5	PruarM.1G474700.t1.p1_1
OG0007388	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010f6	PruarM.1G453500.t1.p1_1
OG0007389	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010fa	PruarM.1G773800.t1.p1_1
OG0007390	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010fb	PruarM.1G697000.t1.p1_1
OG0007392	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0010ff	PruarM.1G787500.t1.p1_1
OG0007393	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001100	PruarM.1G464000.t1.p1_1
OG0007394	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001101	PruarM.1G125000.t1.p1_1
OG0007395	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001102	PruarM.1G564400.t1.p1_1
OG0007396	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001103	PruarM.1G599800.t1.p1_1
OG0007397	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001108	PruarM.1G510600.t1.p1_1
OG0007398	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00110d	PruarM.1G578700.t1.p1_1
OG0007399	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001113	PruarM.1G092800.t1.p1_1
OG0007400	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001114	PruarM.1G704800.t1.p1_1
OG0007401	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001115	PruarM.1G077900.t1.p1_1
OG0007402	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001116	PruarM.1G425200.t1.p1_1
OG0007403	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001119	PruarM.1G731000.t1.p1_1
OG0007404	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00111a	PruarM.1G605800.t1.p1_1
OG0007405	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00111c	PruarM.1G120000.t1.p1_1
OG0007406	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00111e	PruarM.1G502100.t1.p1_1
OG0007407	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001120	PruarM.1G137800.t1.p1_1
OG0007408	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001121	PruarM.1G561300.t1.p1_1
OG0007409	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001122	PruarM.1G757400.t1.p1_1
OG0007410	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001129	PruarM.1G470000.t1.p1_1
OG0007411	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00112a	PruarM.1G609600.t1.p1_1
OG0007412	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001130	PruarM.1G621300.t1.p1_1
OG0007413	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001134	PruarM.1G165600.t1.p1_1
OG0007414	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001135	PruarM.1G703600.t1.p1_1
OG0007415	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001138	PruarM.1G240400.t1.p1_1
OG0007416	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00113b	PruarM.1G575900.t1.p1_1
OG0007417	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00113c	PruarM.1G157100.t1.p1_1
OG0007418	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00113e	PruarM.1G537400.t1.p1_1
OG0007420	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001143	PruarM.1G531000.t1.p1_1
OG0007421	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001144	PruarM.1G436400.t1.p1_1
OG0007422	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001145	PruarM.1G647400.t1.p1_1
OG0007423	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001146	PruarM.1G473500.t1.p1_1
OG0007424	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00114c	PruarM.1G767900.t1.p1_1
OG0007425	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001150	PruarM.1G156300.t1.p1_1
OG0007426	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001151	PruarM.1G113800.t1.p1_1
OG0007427	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001152	PruarM.1G135400.t1.p1_1
OG0007428	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001153	PruarM.1G709000.t1.p1_1
OG0007429	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001154	PruarM.1G031500.t1.p1_1
OG0007430	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001156	PruarM.1G532700.t1.p1_1
OG0007431	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001157	PruarM.1G381700.t1.p1_1
OG0007432	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001158	PruarM.1G494700.t1.p1_1
OG0007433	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001159	PruarM.1G795400.t1.p1_1
OG0007434	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00115d	PruarM.1G618800.t1.p1_1
OG0007435	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00115f	PruarM.1G459200.t1.p1_1
OG0007436	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001165	PruarM.1G690600.t1.p1_1
OG0007437	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001166	PruarM.1G741200.t1.p1_1
OG0007438	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001169	PruarM.1G113400.t1.p1_1
OG0007439	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00116b	PruarM.1G377800.t1.p1_1
OG0007440	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00116c	PruarM.1G474600.t1.p1_1
OG0007441	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00116e	PruarM.1G361500.t1.p1_1
OG0007442	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00116f	PruarM.1G399000.t1.p1_1
OG0007443	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001170	PruarM.1G311000.t1.p1_1
OG0007444	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001173	PruarM.1G183800.t1.p1_1
OG0007445	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001175	PruarM.1G080500.t1.p1_1
OG0007446	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001178	PruarM.1G750500.t1.p1_1
OG0007447	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001179	PruarM.1G533600.t1.p1_1
OG0007448	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00117a	PruarM.1G625500.t1.p1_1
OG0007449	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00117b	PruarM.1G076700.t1.p1_1
OG0007450	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00117f	PruarM.1G765900.t1.p1_1
OG0007451	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001185	PruarM.1G556500.t1.p1_1
OG0007452	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001187	PruarM.1G421500.t1.p1_1
OG0007453	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001188	PruarM.1G420500.t1.p1_1
OG0007454	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001189	PruarM.1G582000.t1.p1_1
OG0007455	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00118e	PruarM.1G546900.t1.p1_1
OG0007456	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00118f	PruarM.1G509300.t1.p1_1
OG0007457	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001190	PruarM.1G605000.t1.p1_1
OG0007458	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001193	PruarM.1G279200.t1.p1_1
OG0007459	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001194	PruarM.1G140200.t1.p1_1
OG0007460	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001195	PruarM.1G553200.t1.p1_1
OG0007461	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00119b	PruarM.1G672000.t1.p1_1
OG0007462	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00119c	PruarM.1G381400.t1.p1_1
OG0007463	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011a3	PruarM.1G700500.t1.p1_1
OG0007464	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011a6	PruarM.1G564500.t1.p1_1
OG0007465	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011a7	PruarM.1G021900.t1.p1_1
OG0007466	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011a9	PruarM.1G510100.t1.p1_1
OG0007467	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011aa	PruarM.1G229400.t1.p1_1
OG0007468	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011ab	PruarM.1G002100.t1.p1_1
OG0007469	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011af	PruarM.1G660200.t1.p1_1
OG0007470	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011b0	PruarM.1G539600.t1.p1_1
OG0007471	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011b3	PruarM.1G198900.t1.p1_1
OG0007472	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011b4	PruarM.1G760900.t1.p1_1
OG0007473	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011b5	PruarM.1G672100.t1.p1_1
OG0007474	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011b8	PruarM.1G527700.t1.p1_1
OG0007475	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011b9	PruarM.1G042500.t1.p1_1
OG0007476	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011ba	PruarM.1G128100.t1.p1_1
OG0007477	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011bc	PruarM.1G026400.t1.p1_1
OG0007478	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011bd	PruarM.1G772000.t1.p1_1
OG0007479	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011c1	PruarM.1G126500.t1.p1_1
OG0007481	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011c6	PruarM.1G698600.t1.p1_1
OG0007482	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011c7	PruarM.1G736400.t1.p1_1
OG0007483	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011cc	PruarM.1G494100.t1.p1_1
OG0007484	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011cf	PruarM.1G522700.t1.p1_1
OG0007485	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011d0	PruarM.1G309000.t1.p1_1
OG0007486	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011d5	PruarM.1G612200.t1.p1_1
OG0007487	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011d9	PruarM.1G710900.t1.p1_1
OG0007488	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011db	PruarM.1G011600.t1.p1_1
OG0007489	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011e3	PruarM.1G596800.t1.p1_1
OG0007490	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011e5	PruarM.1G550300.t1.p1_1
OG0007491	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011ee	PruarM.1G169900.t1.p1_1
OG0007492	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011ef	PruarM.1G470400.t1.p1_1
OG0007493	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011f3	PruarM.1G298400.t1.p1_1
OG0007494	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011f8	PruarM.1G587200.t1.p1_1
OG0007495	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011fa	PruarM.1G605400.t1.p1_1
OG0007496	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0011fe	PruarM.1G283700.t1.p1_1
OG0007497	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001200	PruarM.1G506300.t1.p1_1
OG0007498	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001201	PruarM.1G540100.t1.p1_1
OG0007500	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001206	PruarM.1G545700.t1.p1_1
OG0007501	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001208	PruarM.1G421300.t1.p1_1
OG0007502	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00120b	PruarM.1G395200.t1.p1_1
OG0007503	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00120d	PruarM.1G766200.t1.p1_1
OG0007504	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001213	PruarM.1G233900.t1.p1_1
OG0007505	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001214	PruarM.1G137200.t1.p1_1
OG0007506	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001216	PruarM.1G735200.t1.p1_1
OG0007507	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001218	PruarM.1G472400.t1.p1_1
OG0007508	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00121c	PruarM.1G661100.t1.p1_1
OG0007509	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001220	PruarM.1G699500.t1.p1_1
OG0007510	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001221	PruarM.1G421200.t1.p1_1
OG0007511	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001222	PruarM.1G726000.t1.p1_1
OG0007512	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001223	PruarM.1G060200.t1.p1_1
OG0007513	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001224	PruarM.3G233200.t1.p1_1
OG0007514	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001225	PruarM.1G603400.t1.p1_1
OG0007515	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001227	PruarM.1G100600.t1.p1_1
OG0007516	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001228	PruarM.1G077500.t1.p1_1
OG0007517	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001229	PruarM.1G317300.t1.p1_1
OG0007518	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00122b	PruarM.1G245700.t1.p1_1
OG0007519	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00122f	PruarM.1G435100.t1.p1_1
OG0007520	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001230	PruarM.1G218500.t1.p1_1
OG0007521	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001232	PruarM.1G021400.t1.p1_1
OG0007522	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001234	PruarM.1G052400.t1.p1_1
OG0007523	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001237	PruarM.1G127600.t1.p1_1
OG0007524	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00123a	PruarM.1G392400.t1.p1_1
OG0007525	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00123b	PruarM.1G109300.t1.p1_1
OG0007526	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00123e	PruarM.1G654000.t1.p1_1
OG0007527	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001240	PruarM.1G770500.t1.p1_1
OG0007528	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001241	PruarM.1G041000.t1.p1_1
OG0007529	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001242	PruarM.1G044200.t1.p1_1
OG0007530	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001245	PruarM.1G506000.t1.p1_1
OG0007531	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001247	PruarM.1G613600.t1.p1_1
OG0007533	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00124b	PruarM.1G077400.t1.p1_1
OG0007534	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00124e	PruarM.1G127700.t1.p1_1
OG0007535	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00124f	PruarM.1G141000.t1.p1_1
OG0007536	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001251	PruarM.1G064400.t1.p1_1
OG0007537	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001254	PruarM.1G792300.t1.p1_1
OG0007538	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001257	PruarM.1G626100.t1.p1_1
OG0007539	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001259	PruarM.1G733100.t1.p1_1
OG0007540	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00125a	PruarM.1G670100.t1.p1_1
OG0007541	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00125d	PruarM.1G716500.t1.p1_1
OG0007542	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00125f	PruarM.1G046100.t1.p1_1
OG0007543	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001262	PruarM.1G776500.t1.p1_1
OG0007544	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001265	PruarM.1G399800.t1.p1_1
OG0007545	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001266	PruarM.1G579700.t1.p1_1
OG0007546	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001267	PruarM.1G439600.t1.p1_1
OG0007547	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00126a	PruarM.1G615100.t1.p1_1
OG0007549	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00126c	PruarM.1G373500.t1.p1_1
OG0007550	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00126d	PruarM.7G079200.t1.p1_1
OG0007551	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00126f	PruarM.1G245800.t1.p1_1
OG0007552	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001270	PruarM.1G151100.t1.p1_1
OG0007553	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001275	PruarM.1G688100.t1.p1_1
OG0007554	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001276	PruarM.1G081700.t1.p1_1
OG0007555	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001277	PruarM.1G787900.t1.p1_1
OG0007556	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00127a	PruarM.1G788200.t1.p1_1
OG0007557	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00127d	PruarM.1G599500.t1.p1_1
OG0007558	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00127e	PruarM.1G289600.t1.p1_1
OG0007559	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001280	PruarM.1G309200.t1.p1_1
OG0007560	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001281	PruarM.1G183500.t1.p1_1
OG0007561	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001282	PruarM.1G384200.t1.p1_1
OG0007562	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001283	PruarM.1G418300.t1.p1_1
OG0007563	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001285	PruarM.1G560300.t1.p1_1
OG0007564	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001287	PruarM.1G422000.t1.p1_1
OG0007565	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001288	PruarM.1G050600.t1.p1_1
OG0007566	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001289	PruarM.1G189900.t1.p1_1
OG0007567	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001292	PruarM.1G493800.t1.p1_1
OG0007568	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001293	PruarM.1G596700.t1.p1_1
OG0007569	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001294	PruarM.1G544600.t1.p1_1
OG0007570	Prunus_armeniaca_Marouch_n14_peptide	36596_0_001298	PruarM.1G102300.t1.p1_1
OG0007571	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00129a	PruarM.1G511100.t1.p1_1
OG0007572	Prunus_armeniaca_Marouch_n14_peptide	36596_0_00129f	PruarM.1G563200.t1.p1_1
OG0007573	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012a0	PruarM.1G498700.t1.p1_1
OG0007574	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012a4	PruarM.1G557900.t1.p1_1
OG0007575	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012a6	PruarM.1G034600.t1.p1_1
OG0007576	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012a8	PruarM.1G403600.t1.p1_1
OG0007577	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012aa	PruarM.1G111100.t1.p1_1
OG0007578	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012ab	PruarM.1G750000.t1.p1_1
OG0007579	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012ac	PruarM.1G522600.t1.p1_1
OG0007580	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012ae	PruarM.1G067400.t1.p1_1
OG0007581	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012b1	PruarM.1G749600.t1.p1_1
OG0007582	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012b3	PruarM.1G806600.t1.p1_1
OG0007583	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012ba	PruarM.1G663700.t1.p1_1
OG0007584	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012be	PruarM.1G429600.t1.p1_1
OG0007585	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012c0	PruarM.1G602100.t1.p1_1
OG0007586	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012c4	PruarM.1G664500.t1.p1_1
OG0007587	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012c5	PruarM.1G791900.t1.p1_1
OG0007588	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012c8	PruarM.1G382100.t1.p1_1
OG0007589	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012cc	PruarM.1G103600.t1.p1_1
OG0007590	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012d1	PruarM.1G436500.t1.p1_1
OG0007591	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012d6	PruarM.1G231900.t1.p1_1
OG0007592	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012da	PruarM.1G585400.t1.p1_1
OG0007593	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012df	PruarM.1G591100.t1.p1_1
OG0007594	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012e0	PruarM.1G581200.t1.p1_1
OG0007595	Prunus_armeniaca_Marouch_n14_peptide	36596_0_0012e2	PruarM.1G606000.t1.p1_1
