source	target	interaction	directed	reaction_type	reaction_id	source_edge_type	target_edge_type
3H3PP-CoA	3O3PP-CoA	activation	True	catalysis	rx00534	SUBSTRATE	PRODUCT
CML|Ca2+	AT2G39940	inhibition	True	transcriptional/translational repression	rx00196	PRODUCT	SUBSTRATE
AT2G46510	AT3G23240	inhibition	True	transcriptional/translational repression	rx00206	INHIBITS	PRODUCT
AT2G46510	AT4G17500	inhibition	True	transcriptional/translational repression	rx00206	INHIBITS	PRODUCT
AT1G01260	AT3G23240	inhibition	True	transcriptional/translational repression	rx00206	INHIBITS	PRODUCT
AT1G01260	AT4G17500	inhibition	True	transcriptional/translational repression	rx00206	INHIBITS	PRODUCT
AT4G16430	AT3G23240	inhibition	True	transcriptional/translational repression	rx00206	INHIBITS	PRODUCT
AT4G16430	AT4G17500	inhibition	True	transcriptional/translational repression	rx00206	INHIBITS	PRODUCT
AT3G12250	AT1G76680	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT3G12250	AT1G76690	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT3G12250	AT2G06050	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT5G06960	AT1G76680	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT5G06960	AT1G76690	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT5G06960	AT2G06050	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT5G06950	AT1G76680	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT5G06950	AT1G76690	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT5G06950	AT2G06050	activation	True	transcriptional/translational activation	rx00209	SUBSTRATE	ACTIVATES
AT2G27050	AT1G18870	inhibition	True	transcriptional/translational repression	rx00240	SUBSTRATE	ACTIVATES
AT2G27050	AT1G74710	inhibition	True	transcriptional/translational repression	rx00240	SUBSTRATE	ACTIVATES
AT3G20770	AT1G18870	inhibition	True	transcriptional/translational repression	rx00240	SUBSTRATE	ACTIVATES
AT3G20770	AT1G74710	inhibition	True	transcriptional/translational repression	rx00240	SUBSTRATE	ACTIVATES
AT3G11440	AT3G56400	activation	True	transcriptional/translational activation	rx00244	SUBSTRATE	PRODUCT
AT5G06100	AT3G56400	activation	True	transcriptional/translational activation	rx00244	SUBSTRATE	PRODUCT
AT5G67300	AT3G56400	activation	True	transcriptional/translational activation	rx00244	SUBSTRATE	PRODUCT
AT5G46350	AT2G46400	activation	True	transcriptional/translational activation	rx00245	PRODUCT	PRODUCT
AT4G18170	AT2G46400	activation	True	transcriptional/translational activation	rx00246	PRODUCT	PRODUCT
AT5G49520	AT2G46400	activation	True	transcriptional/translational activation	rx00247	PRODUCT	PRODUCT
AT2G38470	AT1G01480	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT2G22810	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT3G49700	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT3G61510	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT4G08040	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT4G11280	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT4G26200	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT4G37770	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT2G38470	AT5G65800	activation	True	transcriptional/translational activation	rx00248	SUBSTRATE	ACTIVATES
AT1G32640	AT1G06160	inhibition	True	transcriptional/translational repression	rx00250	SUBSTRATE	ACTIVATES
AT1G32640	AT1G52890	activation	True	transcriptional/translational activation	rx00251	SUBSTRATE	PRODUCT
AT1G32640	AT3G15500	activation	True	transcriptional/translational activation	rx00252	SUBSTRATE	SUBSTRATE
AT1G32640	AT4G27410	activation	True	transcriptional/translational activation	rx00253	SUBSTRATE	PRODUCT
AT1G52890	AT1G18870	activation	True	transcriptional/translational activation	rx00254	PRODUCT	ACTIVATES
AT1G52890	AT1G74710	activation	True	transcriptional/translational activation	rx00254	PRODUCT	ACTIVATES
AT3G15500	AT1G18870	activation	True	transcriptional/translational activation	rx00255	SUBSTRATE	ACTIVATES
AT3G15500	AT1G74710	activation	True	transcriptional/translational activation	rx00255	SUBSTRATE	ACTIVATES
AT4G27410	AT1G18870	activation	True	transcriptional/translational activation	rx00256	PRODUCT	ACTIVATES
AT4G27410	AT1G74710	activation	True	transcriptional/translational activation	rx00256	PRODUCT	ACTIVATES
AT1G52890	AT2G43840	activation	True	transcriptional/translational activation	rx00257	PRODUCT	ACTIVATES
AT1G52890	AT2G43820	activation	True	transcriptional/translational activation	rx00257	PRODUCT	ACTIVATES
AT3G15500	AT2G43840	activation	True	transcriptional/translational activation	rx00258	SUBSTRATE	ACTIVATES
AT3G15500	AT2G43820	activation	True	transcriptional/translational activation	rx00258	SUBSTRATE	ACTIVATES
AT4G27410	AT2G43840	activation	True	transcriptional/translational activation	rx00259	PRODUCT	ACTIVATES
AT4G27410	AT2G43820	activation	True	transcriptional/translational activation	rx00259	PRODUCT	ACTIVATES
GA	AT3G11440	activation	True	transcriptional/translational activation	rx00302	SUBSTRATE	SUBSTRATE
GA	AT5G06100	activation	True	transcriptional/translational activation	rx00302	SUBSTRATE	SUBSTRATE
GA	AT5G67300	activation	True	transcriptional/translational activation	rx00302	SUBSTRATE	SUBSTRATE
AT4G31800	AT1G64280	activation	True	transcriptional/translational activation	rx00309	ACTIVATES	SUBSTRATE
AT2G25180	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G16110	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G16857	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G01760	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT4G31920	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G49190	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G07210	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT3G62670	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT1G67710	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G27070	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT3G56380	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT3G48100	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT1G19050	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT1G74890	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT3G57040	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT5G62920	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT1G10470	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT2G41310	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT2G40670	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT5G58080	AT1G59940	activation	True	transcriptional/translational activation	rx00391	PRODUCT	SUBSTRATE
AT2G25180	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT2G25180	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT4G16110	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT4G16110	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT3G16857	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT3G16857	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT2G01760	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT2G01760	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT4G31920	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT4G31920	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT1G49190	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT1G49190	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT5G07210	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT5G07210	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT3G62670	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT3G62670	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT1G67710	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT1G67710	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT2G27070	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT2G27070	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT5G58080	AT2G14580	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
AT5G58080	AT2G14610	activation	True	transcriptional/translational activation	rx00394	PRODUCT	PRODUCT
SCL14|TGA2,5,6	AT1G77450	activation	True	transcriptional/translational activation	rx00157	PRODUCT	PRODUCT
AT1G06160	AT1G77450	activation	True	transcriptional/translational activation	rx00157	ACTIVATES	PRODUCT
9-cis-&beta;-carotene	AT2G44990	activation	True	catalysis	rx00315	PRODUCT	ACTIVATES
9-cis-&beta;-carotene	AT4G32810	activation	True	catalysis	rx00315	PRODUCT	ACTIVATES
AT2G44990	9-cis-10&prime;-apo-&beta;-carotenal	activation	True	catalysis	rx00315	ACTIVATES	PRODUCT
AT4G32810	9-cis-10&prime;-apo-&beta;-carotenal	activation	True	catalysis	rx00315	ACTIVATES	PRODUCT
9-cis-&beta;-carotene	9-cis-10&prime;-apo-&beta;-carotenal	activation	True	catalysis	rx00315	PRODUCT	PRODUCT
9-cis-10&prime;-apo-&beta;-carotenal	AT2G44990	activation	True	catalysis	rx00316	PRODUCT	ACTIVATES
9-cis-10&prime;-apo-&beta;-carotenal	AT4G32810	activation	True	catalysis	rx00316	PRODUCT	ACTIVATES
AT2G44990	CL	activation	True	catalysis	rx00316	ACTIVATES	SUBSTRATE
AT4G32810	CL	activation	True	catalysis	rx00316	ACTIVATES	SUBSTRATE
9-cis-10&prime;-apo-&beta;-carotenal	CL	activation	True	catalysis	rx00316	PRODUCT	SUBSTRATE
SL	AT3G03990	activation	True	protein activation	rx00318	PRODUCT	PRODUCT
prenyl-tRNA	cis-prenyl-tRNA	activation	True	catalysis	rx00328	PRODUCT	PRODUCT
cis-prenyl-tRNA	cZ-ribotide	activation	True	catalysis	rx00329	PRODUCT	PRODUCT
cZ-ribotide	AT2G35990	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT5G26140	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT5G11950	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT4G35190	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT5G06300	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT2G37210	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT3G53450	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
cZ-ribotide	AT2G28305	activation	True	catalysis	rx00331	PRODUCT	ACTIVATES
AT2G35990	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT5G26140	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT5G11950	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT4G35190	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT5G06300	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT2G37210	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT3G53450	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
AT2G28305	cZ	activation	True	catalysis	rx00331	ACTIVATES	SUBSTRATE
cZ-ribotide	cZ	activation	True	catalysis	rx00331	PRODUCT	SUBSTRATE
cZ-riboside	cZ	activation	True	catalysis	rx00332	SUBSTRATE	SUBSTRATE
AT1G75450	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
AT5G56970	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
AT2G19500	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
AT5G21482	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
AT2G41510	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
AT3G63440	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
AT4G29740	cZ	inhibition	True	degradation/secretion	rx00334	ACTIVATES	SUBSTRATE
DZ	AT5G11160	activation	True	catalysis	rx00342	ACTIVATES	ACTIVATES
DZ	AT1G80050	activation	True	catalysis	rx00342	ACTIVATES	ACTIVATES
DZ	AT4G22570	activation	True	catalysis	rx00342	ACTIVATES	ACTIVATES
DZ	AT1G27450	activation	True	catalysis	rx00342	ACTIVATES	ACTIVATES
DZ	AT4G12440	activation	True	catalysis	rx00342	ACTIVATES	ACTIVATES
AT5G11160	DZ-ribotide	activation	True	catalysis	rx00342	ACTIVATES	PRODUCT
AT1G80050	DZ-ribotide	activation	True	catalysis	rx00342	ACTIVATES	PRODUCT
AT4G22570	DZ-ribotide	activation	True	catalysis	rx00342	ACTIVATES	PRODUCT
AT1G27450	DZ-ribotide	activation	True	catalysis	rx00342	ACTIVATES	PRODUCT
AT4G12440	DZ-ribotide	activation	True	catalysis	rx00342	ACTIVATES	PRODUCT
DZ	DZ-ribotide	activation	True	catalysis	rx00342	ACTIVATES	PRODUCT
AT1G09530	AT2G26150	activation	True	transcriptional/translational activation	rx00618	ACTIVATES	PRODUCT
AT5G61270	AT2G26150	activation	True	transcriptional/translational activation	rx00618	PRODUCT	PRODUCT
DZ-ribotide	AT2G35990	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT5G26140	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT5G11950	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT4G35190	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT5G06300	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT2G37210	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT3G53450	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-ribotide	AT2G28305	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
AT2G35990	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT5G26140	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT5G11950	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT4G35190	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT5G06300	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT2G37210	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT3G53450	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
AT2G28305	DZ	activation	True	catalysis	rx00343	ACTIVATES	ACTIVATES
DZ-ribotide	DZ	activation	True	catalysis	rx00343	PRODUCT	ACTIVATES
DZ-riboside	DZ	activation	True	catalysis	rx00344	SUBSTRATE	ACTIVATES
tZ	AT5G11160	activation	True	catalysis	rx00354	ACTIVATES	ACTIVATES
tZ	AT1G80050	activation	True	catalysis	rx00354	ACTIVATES	ACTIVATES
tZ	AT4G22570	activation	True	catalysis	rx00354	ACTIVATES	ACTIVATES
tZ	AT1G27450	activation	True	catalysis	rx00354	ACTIVATES	ACTIVATES
tZ	AT4G12440	activation	True	catalysis	rx00354	ACTIVATES	ACTIVATES
AT5G11160	tZ-ribotide	activation	True	catalysis	rx00354	ACTIVATES	PRODUCT
AT1G80050	tZ-ribotide	activation	True	catalysis	rx00354	ACTIVATES	PRODUCT
AT4G22570	tZ-ribotide	activation	True	catalysis	rx00354	ACTIVATES	PRODUCT
AT1G27450	tZ-ribotide	activation	True	catalysis	rx00354	ACTIVATES	PRODUCT
AT4G12440	tZ-ribotide	activation	True	catalysis	rx00354	ACTIVATES	PRODUCT
tZ	tZ-ribotide	activation	True	catalysis	rx00354	ACTIVATES	PRODUCT
3O3PP-CoA	AT1G04710	activation	True	catalysis	rx00535	PRODUCT	ACTIVATES
3O3PP-CoA	AT2G33150	activation	True	catalysis	rx00535	PRODUCT	ACTIVATES
3O3PP-CoA	AT5G48880	activation	True	catalysis	rx00535	PRODUCT	ACTIVATES
AT1G04710	BA-CoA	activation	True	catalysis	rx00535	ACTIVATES	PRODUCT
AT2G33150	BA-CoA	activation	True	catalysis	rx00535	ACTIVATES	PRODUCT
AT5G48880	BA-CoA	activation	True	catalysis	rx00535	ACTIVATES	PRODUCT
3O3PP-CoA	BA-CoA	activation	True	catalysis	rx00535	PRODUCT	PRODUCT
tZ-ribotide	AT2G35990	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
tZ-ribotide	AT5G26140	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
tZ-ribotide	AT5G11950	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
tZ-ribotide	AT4G35190	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
tZ-ribotide	AT5G06300	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
tZ-ribotide	AT2G37210	activation	True	catalysis	rx00355	PRODUCT	ACTIVATES
