Orthogroup	Species	OrthoDB_Pyrus_ussuriensis_x_Pyrus_communis	Orthologs
OG0017775	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007f97	Pyrco.da.v2a1.chr14A.377050.t1
OG0017776	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fbb	Pyrco.da.v2a1.augustus.360360.t1
OG0017777	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fbd	Pyrco.da.v2a1.augustus.364160.t1
OG0017778	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fc6	Pyrco.da.v2a1.chr14A.372980.t1
OG0017779	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fc7	Pyrco.da.v2a1.chr14A.361120.t1
OG0017780	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fce	Pyrco.da.v2a1.chr14A.371350.t1
OG0017781	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fd8	Pyrco.da.v2a1.snap.365490.t1
OG0017782	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fdb	Pyrco.da.v2a1.chr14A.365500.t1
OG0017783	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fdf	Pyrco.da.v2a1.snap.373050.t1
OG0017784	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fe7	Pyrco.da.v2a1.chr14A.373690.t1
OG0017785	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007fea	Pyrco.da.v2a1.chr14A.374130.t1
OG0017786	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007ff5	Pyrco.da.v2a1.augustus.360290.t1
OG0017787	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_007ff9	Pyrco.da.v2a1.chr14A.378940.t1
OG0017788	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008005	Pyrco.da.v2a1.chr14A.373560.t1
OG0017789	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00800c	Pyrco.da.v2a1.snap.362350.t1
OG0017790	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008018	Pyrco.da.v2a1.chr12A.313630.t1
OG0017791	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008033	Pyrco.da.v2a1.chr14A.363340.t1
OG0017792	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008047	Pyrco.da.v2a1.augustus.374300.t1
OG0017793	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008048	Pyrco.da.v2a1.chr14A.374270.t1
OG0017794	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008049	Pyrco.da.v2a1.chr14A.367010.t1
OG0017795	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008054	Pyrco.da.v2a1.chr12A.315850.t1
OG0017796	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008056	Pyrco.da.v2a1.augustus.376400.t1
OG0017797	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008071	Pyrco.da.v2a1.chr14A.377230.t1
OG0017798	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008083	Pyrco.da.v2a1.augustus.361780.t1
OG0017799	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00808c	Pyrco.da.v2a1.chr14A.360130.t1
OG0017800	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008094	Pyrco.da.v2a1.chr14A.377590.t1
OG0017801	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080a2	Pyrco.da.v2a1.chr14A.363130.t1
OG0017802	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080a8	Pyrco.da.v2a1.chr14A.376730.t1
OG0017803	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080b0	Pyrco.da.v2a1.chr14A.359960.t1
OG0017804	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080c8	Pyrco.da.v2a1.chr14A.359380.t1
OG0017806	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080ce	Pyrco.da.v2a1.chr14A.369570.t1
OG0017807	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080d3	Pyrco.da.v2a1.chr14A.374750.t1
OG0017808	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080d6	Pyrco.da.v2a1.chr12A.312160.t1
OG0017809	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080df	Pyrco.da.v2a1.chr14A.358650.t1
OG0017810	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080e4	Pyrco.da.v2a1.chr14A.362120.t1
OG0017811	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0080f1	Pyrco.da.v2a1.chr14A.373130.t1
OG0017812	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008101	Pyrco.da.v2a1.augustus.361610.t1
OG0017813	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008113	Pyrco.da.v2a1.snap.363080.t1
OG0017814	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008118	Pyrco.da.v2a1.snap.367650.t1
OG0017815	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00811e	Pyrco.da.v2a1.chr14A.379080.t1
OG0017816	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008124	Pyrco.da.v2a1.chr14A.360710.t1
OG0017817	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00812c	Pyrco.da.v2a1.chr12A.315870.t1
OG0017818	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008130	Pyrco.da.v2a1.chr14A.366880.t1
OG0017819	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00813a	Pyrco.da.v2a1.augustus.359130.t1
OG0017821	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00817f	Pyrco.da.v2a1.augustus.364640.t1
OG0017822	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008197	Pyrco.da.v2a1.chr14A.364600.t1
OG0017824	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0081c3	Pyrco.da.v2a1.snap.369820.t1
OG0017825	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0081cc	Pyrco.da.v2a1.chr14A.370010.t1
OG0017826	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0081eb	Pyrco.da.v2a1.chr14A.378540.t1
OG0017827	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0081ff	Pyrco.da.v2a1.chr6A.443400.t1
OG0017828	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008204	Pyrco.da.v2a1.chr14A.379770.t1
OG0017829	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00820c	Pyrco.da.v2a1.chr6A.444800.t1
OG0017830	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008219	Pyrco.da.v2a1.chr14A.365290.t1
OG0017831	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008228	Pyrco.da.v2a1.chr14A.377800.t1
OG0017832	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00822b	Pyrco.da.v2a1.chr14A.377810.t1
OG0017833	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00822d	Pyrco.da.v2a1.chr14A.377740.t1
OG0017834	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008231	Pyrco.da.v2a1.snap.377730.t1
OG0017835	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008232	Pyrco.da.v2a1.snap.377790.t1
OG0017836	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00825c	Pyrco.da.v2a1.augustus.391690.t1
OG0017837	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008261	Pyrco.da.v2a1.snap.016940.t1
OG0017838	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008265	Pyrco.da.v2a1.chr15A.005310.t1
OG0017839	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008266	Pyrco.da.v2a1.augustus.006260.t1
OG0017841	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00826b	Pyrco.da.v2a1.chr15A.032710.t1
OG0017842	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008270	Pyrco.da.v2a1.chr15A.008260.t1
OG0017843	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008277	Pyrco.da.v2a1.chr15A.028220.t1
OG0017844	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008279	Pyrco.da.v2a1.chr15A.033760.t1
OG0017845	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008280	Pyrco.da.v2a1.chr15A.002160.t1
OG0017846	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008287	Pyrco.da.v2a1.chr15A.035460.t1
OG0017847	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008288	Pyrco.da.v2a1.chr15A.007680.t1
OG0017848	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008293	Pyrco.da.v2a1.chr15A.027240.t1
OG0017849	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008299	Pyrco.da.v2a1.chr15A.026730.t1
OG0017850	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00829d	Pyrco.da.v2a1.chr15A.018300.t1
OG0017851	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00829f	Pyrco.da.v2a1.chr15A.011940.t1
OG0017852	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082a4	Pyrco.da.v2a1.chr2A.130620.t1
OG0017853	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082a5	Pyrco.da.v2a1.chr15A.025780.t1
OG0017854	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082b0	Pyrco.da.v2a1.chr15A.025510.t1
OG0017856	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082be	Pyrco.da.v2a1.snap.031620.t1
OG0017857	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082c4	Pyrco.da.v2a1.chr15A.023620.t1
OG0017858	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082ca	Pyrco.da.v2a1.chr15A.026650.t1
OG0017859	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082ce	Pyrco.da.v2a1.chr15A.005400.t1
OG0017860	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082d7	Pyrco.da.v2a1.chr15A.033380.t1
OG0017861	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082db	Pyrco.da.v2a1.chr15A.011170.t1
OG0017862	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082e0	Pyrco.da.v2a1.snap.036670.t1
OG0017863	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0082e6	Pyrco.da.v2a1.augustus.008290.t1
OG0017865	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00830b	Pyrco.da.v2a1.chr2A.140620.t1
OG0017866	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00830c	Pyrco.da.v2a1.chr15A.016250.t1
OG0017867	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008310	Pyrco.da.v2a1.chr15A.012460.t1
OG0017868	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008311	Pyrco.da.v2a1.chr15A.008210.t1
OG0017869	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008319	Pyrco.da.v2a1.chr15A.011230.t1
OG0017870	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008321	Pyrco.da.v2a1.chr15A.018410.t1
OG0017871	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008324	Pyrco.da.v2a1.chr15A.014970.t1
OG0017872	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008325	Pyrco.da.v2a1.chr15A.024690.t1
OG0017873	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008327	Pyrco.da.v2a1.augustus.012510.t1
OG0017874	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00832e	Pyrco.da.v2a1.chr15A.029100.t1
OG0017875	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008338	Pyrco.da.v2a1.chr15A.032170.t1
OG0017876	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00833b	Pyrco.da.v2a1.chr15A.019060.t1
OG0017877	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008341	Pyrco.da.v2a1.augustus.011820.t1
OG0017878	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00834e	Pyrco.da.v2a1.chr15A.024860.t1
OG0017879	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00835b	Pyrco.da.v2a1.chr15A.027410.t1
OG0017880	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00836b	Pyrco.da.v2a1.chr15A.027580.t1
OG0017882	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00838f	Pyrco.da.v2a1.snap.143230.t1
OG0017884	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008393	Pyrco.da.v2a1.snap.018180.t1
OG0017885	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083ab	Pyrco.da.v2a1.chr15A.023280.t1
OG0017886	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083b7	Pyrco.da.v2a1.chr15A.016270.t1
OG0017887	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083bb	Pyrco.da.v2a1.chr9A.230780.t1
OG0017888	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083bd	Pyrco.da.v2a1.chr15A.017060.t1
OG0017889	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083c4	Pyrco.da.v2a1.chr2A.131590.t1
OG0017893	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083e7	Pyrco.da.v2a1.chr15A.016830.t1
OG0017894	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083f0	Pyrco.da.v2a1.chr15A.019310.t1
OG0017895	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0083f9	Pyrco.da.v2a1.chr15A.027450.t1
OG0017896	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008404	Pyrco.da.v2a1.snap.015220.t1
OG0017897	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008408	Pyrco.da.v2a1.chr15A.026160.t1
OG0017898	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008410	Pyrco.da.v2a1.chr15A.011550.t1
OG0017899	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008418	Pyrco.da.v2a1.chr15A.022790.t1
OG0017900	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00841c	Pyrco.da.v2a1.chr15A.024080.t1
OG0017901	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00841d	Pyrco.da.v2a1.chr15A.015280.t1
OG0017902	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008423	Pyrco.da.v2a1.chr15A.023530.t1
OG0017903	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00842b	Pyrco.da.v2a1.chr15A.029210.t1
OG0017904	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00842d	Pyrco.da.v2a1.chr15A.027350.t1
OG0017905	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00842f	Pyrco.da.v2a1.chr15A.011970.t1
OG0017906	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008434	Pyrco.da.v2a1.chr15A.006290.t1
OG0017907	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008438	Pyrco.da.v2a1.chr15A.009550.t1
OG0017908	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00843b	Pyrco.da.v2a1.chr15A.028140.t1
OG0017909	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00843d	Pyrco.da.v2a1.chr15A.017760.t1
OG0017910	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00844d	Pyrco.da.v2a1.chr15A.034550.t1
OG0017911	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008456	Pyrco.da.v2a1.chr15A.007030.t1
OG0017912	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00845b	Pyrco.da.v2a1.augustus.005460.t1
OG0017913	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00845e	Pyrco.da.v2a1.chr2A.134480.t1
OG0017914	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008461	Pyrco.da.v2a1.chr15A.025610.t1
OG0017915	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008466	Pyrco.da.v2a1.snap.035170.t1
OG0017916	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00846f	Pyrco.da.v2a1.chr15A.013980.t1
OG0017917	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008471	Pyrco.da.v2a1.chr15A.024840.t1
OG0017918	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00847e	Pyrco.da.v2a1.chr15A.012230.t1
OG0017920	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00849b	Pyrco.da.v2a1.chr15A.031950.t1
OG0017921	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00849d	Pyrco.da.v2a1.chr15A.016660.t1
OG0017922	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084a7	Pyrco.da.v2a1.chr15A.009660.t1
OG0017923	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084a8	Pyrco.da.v2a1.chr15A.020480.t1
OG0017924	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084b0	Pyrco.da.v2a1.chr15A.024740.t1
OG0017925	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084bb	Pyrco.da.v2a1.chr15A.019070.t1
OG0017926	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084bd	Pyrco.da.v2a1.chr15A.022290.t1
OG0017927	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084c0	Pyrco.da.v2a1.chr15A.020130.t1
OG0017928	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084c4	Pyrco.da.v2a1.chr2A.135580.t1
OG0017929	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084c5	Pyrco.da.v2a1.chr15A.008360.t1
OG0017931	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084cb	Pyrco.da.v2a1.chr15A.027650.t1
OG0017932	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084d2	Pyrco.da.v2a1.chr15A.028350.t1
OG0017933	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084e0	Pyrco.da.v2a1.chr15A.006030.t1
OG0017934	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084e7	Pyrco.da.v2a1.augustus.029390.t1
OG0017935	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084ed	Pyrco.da.v2a1.chr15A.031800.t1
OG0017936	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084ee	Pyrco.da.v2a1.chr15A.026610.t1
OG0017937	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0084fc	Pyrco.da.v2a1.chr15A.021510.t1
OG0017939	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008509	Pyrco.da.v2a1.chr15A.018960.t1
OG0017940	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00850b	Pyrco.da.v2a1.chr15A.015410.t1
OG0017941	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008510	Pyrco.da.v2a1.snap.026480.t1
OG0017942	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008513	Pyrco.da.v2a1.snap.011590.t1
OG0017943	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008517	Pyrco.da.v2a1.chr15A.011080.t1
OG0017944	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00851a	Pyrco.da.v2a1.chr15A.029240.t1
OG0017945	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00851b	Pyrco.da.v2a1.augustus.002910.t1
OG0017946	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008523	Pyrco.da.v2a1.snap.028620.t1
OG0017947	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008524	Pyrco.da.v2a1.chr15A.027330.t1
OG0017948	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008525	Pyrco.da.v2a1.chr15A.033390.t1
OG0017949	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008527	Pyrco.da.v2a1.chr15A.012240.t1
OG0017950	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00852d	Pyrco.da.v2a1.chr15A.033440.t1
OG0017951	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00852e	Pyrco.da.v2a1.chr15A.024640.t1
OG0017952	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008530	Pyrco.da.v2a1.chr15A.027710.t1
OG0017953	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008533	Pyrco.da.v2a1.snap.009590.t1
OG0017954	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008536	Pyrco.da.v2a1.chr15A.012220.t1
OG0017955	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008538	Pyrco.da.v2a1.chr15A.023250.t1
OG0017956	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008556	Pyrco.da.v2a1.snap.009340.t1
OG0017957	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008560	Pyrco.da.v2a1.augustus.011310.t1
OG0017958	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008573	Pyrco.da.v2a1.snap.022820.t1
OG0017959	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008578	Pyrco.da.v2a1.chr15A.012000.t1
OG0017960	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008581	Pyrco.da.v2a1.chr15A.028170.t1
OG0017961	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008582	Pyrco.da.v2a1.chr15A.026120.t1
OG0017962	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008586	Pyrco.da.v2a1.chr15A.028700.t1
OG0017963	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00858b	Pyrco.da.v2a1.chr15A.016380.t1
OG0017964	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00858d	Pyrco.da.v2a1.snap.017750.t1
OG0017965	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00859c	Pyrco.da.v2a1.augustus.007850.t1
OG0017966	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085a0	Pyrco.da.v2a1.chr15A.012550.t1
OG0017967	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085a3	Pyrco.da.v2a1.chr2A.131610.t1
OG0017968	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085ad	Pyrco.da.v2a1.chr15A.002770.t1
OG0017969	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085bd	Pyrco.da.v2a1.chr15A.009380.t1
OG0017970	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085be	Pyrco.da.v2a1.chr15A.024390.t1
OG0017971	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085bf	Pyrco.da.v2a1.chr15A.027500.t1
OG0017972	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085c0	Pyrco.da.v2a1.chr15A.022980.t1
OG0017973	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085c2	Pyrco.da.v2a1.chr2A.143010.t1
OG0017974	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085ce	Pyrco.da.v2a1.chr15A.012360.t1
OG0017975	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085dc	Pyrco.da.v2a1.augustus.012450.t1
OG0017976	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085df	Pyrco.da.v2a1.chr15A.009700.t1
OG0017977	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085e9	Pyrco.da.v2a1.chr15A.023050.t1
OG0017978	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085ec	Pyrco.da.v2a1.chr2A.140880.t1
OG0017979	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085f4	Pyrco.da.v2a1.chr15A.027620.t1
OG0017980	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085fd	Pyrco.da.v2a1.chr15A.022370.t1
OG0017981	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_0085ff	Pyrco.da.v2a1.chr15A.008680.t1
OG0017982	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008605	Pyrco.da.v2a1.chr15A.027630.t1
OG0017983	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008608	Pyrco.da.v2a1.chr2A.136540.t1
OG0017984	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00860a	Pyrco.da.v2a1.chr15A.019360.t1
OG0017985	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008625	Pyrco.da.v2a1.augustus.009600.t1
OG0017986	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00862c	Pyrco.da.v2a1.chr15A.028790.t1
OG0017987	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008632	Pyrco.da.v2a1.snap.005330.t1
OG0017988	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008634	Pyrco.da.v2a1.snap.015270.t1
OG0017989	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008636	Pyrco.da.v2a1.chr15A.027900.t1
OG0017990	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008638	Pyrco.da.v2a1.chr2A.141610.t1
OG0017991	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008640	Pyrco.da.v2a1.chr15A.028670.t1
OG0017992	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008647	Pyrco.da.v2a1.augustus.033280.t1
OG0017993	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00864b	Pyrco.da.v2a1.chr15A.012340.t1
OG0017994	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_00864f	Pyrco.da.v2a1.chr15A.025480.t1
OG0017995	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008653	Pyrco.da.v2a1.chr15A.015350.t1
OG0017996	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008654	Pyrco.da.v2a1.chr15A.012580.t1
OG0017998	Pyrus_hap1_v2.3.a1.all.maker.proteins	2448454_0_008656	Pyrco.da.v2a1.chr15A.032070.t1
