query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
AT3G18690.1	PaF106G0800032631.01.P01	39.888	71	178	86	5	21	97	54.49	5	171	223	75	75	2	169	217	4.73e-24	95.1	235
AT3G18710.1	PaF106G0800032584.01.P01	41.355	177	428	219	10	32	262	61.21	1	414	416	99	99	1	410	411	8.32e-95	290	742
AT3G18730.1	PaF106G0300012843.01.P01	45.597	435	954	404	20	115	599	62.79	402	1311	1312	69	69	1	883	883	0	754	1947
AT3G18740.1	PaF106G0100001150.01.P01	87.5	98	112	14	0	0	106	94.64	1	112	113	99	99	1	112	112	2.23e-70	205	522
AT3G18740.1	PaF106G0100005888.01.P01	84.821	95	112	17	0	0	104	92.86	1	112	113	99	99	1	112	112	2.34e-68	200	508
AT3G18750.3	PaF106G0200009270.01.P01	62.5	275	440	134	6	31	330	75	12	439	568	75	75	20	440	649	0	529	1362
AT3G18750.3	PaF106G0500020006.01.P02	63.426	274	432	137	6	21	329	76.16	15	439	568	75	75	43	460	567	0	548	1412
AT3G18760.1	PaF106G0300014063.01.P01	69.355	86	124	36	1	2	103	83.06	1	122	140	87	87	1	124	176	1.09e-59	181	460
AT3G18760.1	PaF106G0700026108.01.P01	71.774	89	124	33	1	2	104	83.87	1	122	140	87	87	1	124	152	1.6e-61	185	470
AT3G18770.1	PaF106G0600023437.01.P03	54.769	356	650	235	16	59	440	67.69	1	611	626	98	98	1	630	634	1.14e-172	505	1300
AT3G18770.1	PaF106G0600023492.01.P01	54.615	355	650	236	16	59	439	67.54	1	611	626	98	98	1	630	634	1.27e-171	502	1293
AT3G18780.2	PaF106G0200009799.01.P01	91.593	207	226	19	0	0	221	97.79	152	377	378	60	60	8	233	233	1.03e-156	439	1130
AT3G18780.2	PaF106G0500020123.01.P01	92.838	350	377	27	0	0	367	97.35	1	377	378	99	99	1	377	377	0	742	1916
AT3G18780.2	PaF106G0600022313.01.P01	92.573	349	377	28	0	0	370	98.14	1	377	378	99	99	1	377	377	0	744	1922
AT3G18780.2	PaF106G0600023428.01.P02	92.642	277	299	22	0	0	294	98.33	1	299	378	79	79	1	299	314	0	595	1534
AT3G18780.2	PaF106G0600023501.01.P02	92.838	350	377	27	0	0	369	97.88	1	377	378	99	99	1	377	377	0	746	1927
AT3G18780.2	PaF106G0600024556.01.P01	92.308	348	377	29	0	0	370	98.14	1	377	378	99	99	1	377	377	0	744	1922
AT3G18780.2	PaF106G0700028179.01.P01	92.573	349	377	28	0	0	370	98.14	1	377	378	99	99	1	377	377	0	746	1925
AT3G18790.1	PaF106G0800032203.01.P01	75.497	228	302	71	2	3	256	84.77	1	300	301	99	99	1	301	301	3.46e-143	404	1039
AT3G18800.1	PaF106G0600023405.01.P01	68.02	134	197	55	3	8	161	81.73	1	197	198	99	99	1	189	189	5.44e-84	246	628
AT3G18820.1	PaF106G0800031413.01.P01	95.146	196	206	10	0	0	202	98.06	1	206	207	99	99	1	206	206	1.69e-148	410	1054
AT3G18830.1	PaF106G0800031327.01.P01	66.135	332	502	168	2	2	408	81.27	11	511	540	93	93	3	503	520	0	690	1781
AT3G18830.1	PaF106G0800031328.01.P01	68.648	335	488	150	3	3	401	82.17	25	511	540	90	90	26	511	528	0	690	1781
AT3G18830.1	PaF106G0800031366.01.P02	67.784	364	537	162	5	11	428	79.7	1	528	540	98	98	1	535	539	0	697	1800
AT3G18830.1	PaF106G0800031370.01.P01	67.984	344	506	151	3	11	399	78.85	1	505	540	94	94	1	496	509	0	696	1796
AT3G18830.1	PaF106G0800031374.01.P01	64.729	334	516	179	3	3	413	80.04	1	515	540	95	95	4	517	531	0	691	1782
AT3G18830.1	PaF106G0800031376.01.P01	67.909	328	483	154	1	1	390	80.75	20	502	540	89	89	5	486	511	0	669	1725
AT3G18830.1	PaF106G0800031395.01.P01	67.194	340	506	164	2	2	406	80.24	11	516	540	94	94	10	513	517	0	686	1771
AT3G18840.3	PaF106G0800031364.01.P01	54.086	364	673	305	4	4	497	73.85	1	673	679	99	99	249	917	918	0	739	1907
AT3G18850.1	PaF106G0800031346.01.P01	67.697	241	356	114	1	1	297	83.43	12	367	376	95	95	16	370	378	0	526	1355
AT3G18860.1	PaF106G0800031335.01.P02	72.559	550	758	207	1	1	661	87.2	3	760	761	99	99	1	757	758	0	1188	3074
AT3G18860.1	PaF106G0800031342.01.P01	74.825	107	143	36	0	0	127	88.81	199	341	761	19	19	1	143	837	1.49e-67	238	608
AT3G18870.1	PaF106G0800031334.01.P01	62.348	154	247	91	2	2	192	77.73	29	273	275	89	89	29	275	275	6.25e-109	316	809
AT3G18880.1	PaF106G0100000022.01.P01	76.744	33	43	10	0	0	39	90.7	41	83	106	41	41	1	43	55	4.03e-21	79	193
AT3G18880.1	PaF106G0600022887.01.P01	80.723	67	83	16	0	0	76	91.57	1	83	106	78	78	1	83	98	3.86e-48	148	374
AT3G18890.1	PaF106G0800031320.01.P03	69.35	224	323	96	2	3	260	80.5	5	327	642	50	50	4	323	364	1.51e-151	441	1135
AT3G18930.1	PaF106G0200009770.01.P01	67.442	29	43	14	0	0	34	79.07	156	198	412	10	10	94	136	175	8.72e-15	71.6	174
AT3G18930.1	PaF106G0800031293.01.P01	50.882	202	397	141	15	54	245	61.71	35	404	412	90	90	43	412	412	2.88e-88	273	698
AT3G18940.1	PaF106G0800031269.01.P01	64.184	181	282	100	1	1	220	78.01	1	281	282	99	99	1	282	282	2.4e-128	365	938
AT3G18960.1	PaF106G0100002900.01.P01	39.744	31	78	45	1	2	53	67.95	55	130	210	36	36	4	81	204	7.65e-16	72.4	176
AT3G18960.1	PaF106G0700027390.01.P02	37.383	40	107	66	1	1	68	63.55	25	130	210	50	50	12	118	709	2.98e-18	82	201
AT3G18960.1	PaF106G0700028608.01.P01	36.607	41	112	70	1	1	68	60.71	19	129	210	53	53	3	114	462	2.45e-18	82	201
AT3G18960.1	PaF106G0800031712.01.P01	35.714	45	126	79	1	2	73	57.94	30	153	210	59	59	23	148	290	2.55e-22	91.7	226
AT3G18970.1	PaF106G0600025622.01.P01	57.143	148	259	110	1	1	195	75.29	215	472	473	55	55	7	265	279	5.04e-105	313	803
AT3G18990.2	PaF106G0800031249.01.P02	51.768	205	396	130	8	61	254	64.14	1	337	373	90	90	4	397	420	4.03e-130	379	973
AT3G19000.1	PaF106G0800031240.01.P01	63.92	225	352	121	3	6	277	78.69	1	351	353	99	99	1	347	350	1.02e-171	481	1238
AT3G19010.4	PaF106G0800031236.01.P01	53.571	45	84	39	0	0	63	75	264	347	350	24	24	5	88	90	3.87e-28	105	261
AT3G19010.4	PaF106G0800031240.01.P01	58.046	202	348	145	1	1	265	76.15	1	347	350	99	99	1	348	350	8.78e-155	438	1126
AT3G19020.1	PaF106G0400017485.01.P01	66.067	257	389	130	2	2	298	76.61	30	417	957	41	41	23	410	1129	0	558	1438
AT3G19050.1	PaF106G0800031230.01.P01	45.879	1169	2548	1137	46	242	1596	62.64	10	2364	2772	99	85	9	2507	3028	0	1906	4938
AT3G19050.1	PaF106G0800031230.01.P01	48.37	445	920	457	6	18	622	67.61	1866	2771	2772	99	33	2113	3028	3028	0	734	1894
AT3G19090.1	PaF106G0800031222.01.P01	55.37	232	419	132	9	55	282	67.3	32	446	456	91	91	31	398	405	2.12e-137	400	1028
AT3G19100.1	PaF106G0400016050.01.P01	79.365	50	63	13	0	0	59	93.65	240	302	600	11	11	61	123	158	3.84e-30	115	289
AT3G19130.1	PaF106G0800031153.01.P01	73.139	226	309	80	3	3	267	86.41	101	407	436	70	70	109	416	450	8.89e-169	481	1237
AT3G19170.1	PaF106G0800031122.01.P01	81.657	828	1014	182	2	4	923	91.03	70	1080	1081	94	94	74	1086	1086	0	1721	4457
AT3G19180.1	PaF106G0200007024.01.P01	60	33	55	21	1	1	43	78.18	385	439	820	7	7	248	301	806	2.34e-11	67.4	163
AT3G19180.1	PaF106G0400015310.01.P01	71.901	87	121	33	1	1	100	82.64	101	221	820	15	15	4	123	200	1.62e-50	175	444
AT3G19180.1	PaF106G0500021348.01.P05	57.008	484	849	289	13	76	609	71.73	3	816	820	99	99	4	811	814	0	930	2404
AT3G19184.1	PaF106G0100005104.01.P01	58.411	125	214	76	6	13	154	71.96	1	208	278	75	75	1	207	216	1.35e-74	226	577
AT3G19184.1	PaF106G0800031115.01.P01	56.667	34	60	26	0	0	47	78.33	162	221	278	22	22	1	60	280	5.04e-18	81.3	199
AT3G19190.3	PaF106G0800031101.01.P03	50.1	1007	2010	850	34	153	1296	64.48	2	1889	1893	99	99	1	1979	1979	0	1743	4513
AT3G19210.1	PaF106G0800031099.01.P01	70.157	670	955	225	12	60	763	79.9	3	910	911	99	99	2	943	943	0	1337	3459
AT3G19230.1	PaF106G0800031094.01.P01	57.171	287	502	206	4	9	367	73.11	1	494	520	95	95	1	501	520	0	592	1527
AT3G19240.1	PaF106G0800031092.01.P01	74.695	490	656	137	11	29	547	83.38	1	647	649	99	99	1	636	636	0	953	2463
AT3G19260.1	PaF106G0800031075.01.P02	65.068	190	292	95	2	7	225	77.05	1	292	297	98	98	1	285	361	5.33e-139	396	1017
AT3G19270.2	PaF106G0800031073.01.P02	72.444	326	450	119	3	5	391	86.89	23	467	469	95	95	23	472	476	0	706	1822
AT3G19280.1	PaF106G0800031066.01.P02	66.471	339	510	155	5	16	399	78.24	1	501	502	99	99	1	503	503	0	700	1806
AT3G19290.3	PaF106G0100005858.01.P01	51.163	44	86	31	2	11	55	63.95	348	432	433	20	20	242	317	317	1.7e-15	76.6	187
AT3G19290.3	PaF106G0100006493.01.P02	52.239	35	67	28	1	4	49	73.13	347	413	433	15	15	195	257	329	1.86e-12	67.8	164
AT3G19290.3	PaF106G0800031061.01.P02	52.665	247	469	145	16	77	288	61.41	1	432	433	99	99	1	429	429	6.87e-119	353	905
AT3G19300.1	PaF106G0800030154.01.P01	64.13	59	92	32	1	1	73	79.35	469	559	664	14	14	120	211	426	6.31e-29	119	299
AT3G19300.1	PaF106G0800030154.01.P01	72.308	47	65	18	0	0	56	86.15	469	533	664	14	10	292	356	426	6.12e-24	104	260
AT3G19300.1	PaF106G0800031052.01.P05	63.881	428	670	226	5	16	519	77.46	4	659	664	99	99	3	670	674	0	848	2190
AT3G19320.1	PaF106G0100005038.01.P01	60.369	131	217	84	2	2	154	70.97	248	463	494	44	44	2	217	232	3.19e-81	251	642
AT3G19320.1	PaF106G0800030999.01.P01	57.143	216	378	150	6	12	268	70.9	119	490	494	75	75	259	630	630	3.27e-136	406	1044
AT3G19320.1	PaF106G0800031001.01.P01	53.216	182	342	153	4	7	236	69.01	124	461	494	68	68	37	375	416	5.23e-119	355	911
AT3G19330.1	PaF106G0300010923.01.P01	44	165	375	166	8	44	219	58.4	38	369	383	87	87	42	415	425	1.26e-69	224	571
AT3G19340.1	PaF106G0300010924.01.P01	75.869	371	489	116	1	2	428	87.53	1	487	488	99	99	1	489	490	0	773	1996
AT3G19340.1	PaF106G0300011259.01.P01	78.029	380	487	105	1	2	437	89.73	3	487	488	99	99	2	488	492	0	756	1951
AT3G19360.1	PaF106G0700026290.01.P01	47.297	175	370	146	12	49	216	58.38	11	376	387	95	95	10	334	346	1.8e-98	296	758
AT3G19370.3	PaF106G0800031030.01.P01	32	176	550	245	16	129	270	49.09	6	436	705	93	61	8	547	1053	3.82e-55	204	518
AT3G19370.3	PaF106G0800031030.01.P01	36.806	106	288	117	7	65	160	55.56	481	703	705	93	32	764	1051	1053	2.39e-34	140	353
AT3G19380.1	PaF106G0800031048.01.P01	66.43	281	423	133	6	9	350	82.74	1	421	422	99	99	1	416	416	0	550	1417
AT3G19390.1	PaF106G0600024289.01.P01	63.692	207	325	111	4	7	268	82.46	33	352	453	71	71	28	350	366	1.91e-157	449	1156
AT3G19420.1	PaF106G0800030997.01.P01	66.613	415	623	181	9	27	478	76.73	1	609	612	99	99	1	610	612	0	827	2135
AT3G19430.2	PaF106G0600022890.01.P01	59.868	182	304	112	6	10	226	74.34	282	582	583	52	52	165	461	461	3.71e-130	388	997
AT3G19430.2	PaF106G0600022893.01.P01	61.379	178	290	104	4	8	222	76.55	295	582	583	49	49	43	326	326	8.76e-133	390	1002
AT3G19440.1	PaF106G0800030956.01.P02	56.119	188	335	131	5	16	239	71.34	144	469	478	68	68	1	328	328	7.79e-120	353	906
AT3G19450.1	PaF106G0800030959.01.P01	78.371	279	356	76	1	1	321	90.17	1	356	366	97	97	1	355	357	0	566	1460
AT3G19460.1	PaF106G0800030964.01.P01	60.096	125	208	74	2	9	152	73.08	1	200	201	99	99	1	207	207	2.69e-58	182	461
AT3G19480.1	PaF106G0300012576.01.P01	81.739	282	345	63	0	0	321	93.04	47	391	589	59	59	91	435	452	0	585	1509
AT3G19480.1	PaF106G0800030968.01.P01	81.195	462	569	102	2	5	516	90.69	20	583	589	96	96	26	594	608	0	934	2413
AT3G19490.1	PaF106G0800030969.01.P01	90.092	391	434	43	0	0	416	95.85	143	576	577	75	75	1	434	434	0	743	1918
AT3G19500.1	PaF106G0800030941.01.P01	42.969	110	256	101	11	45	142	55.47	20	256	271	87	87	18	247	260	1.46e-47	158	400
AT3G19508.1	PaF106G0800030940.01.P01	71.25	57	80	22	1	1	66	82.5	1	79	82	96	96	1	80	82	4.48e-37	119	297
AT3G19510.1	PaF106G0800030933.01.P02	46.154	246	533	234	8	53	324	60.79	175	669	724	68	68	413	930	1047	2.85e-132	416	1070
AT3G19540.1	PaF106G0800030922.01.P01	76.507	368	481	96	7	17	416	86.49	1	475	486	98	98	1	470	478	0	722	1864
AT3G19550.1	PaF106G0800030908.01.P02	42.017	50	119	53	4	16	64	53.78	4	110	111	96	96	5	119	122	5.97e-20	78.2	191
AT3G19553.1	PaF106G0800030900.01.P01	75.155	363	483	114	2	6	421	87.16	1	478	480	99	99	1	482	505	0	691	1784
AT3G19570.2	PaF106G0800030892.01.P01	56.036	376	671	239	16	56	465	69.3	9	644	645	99	99	4	653	663	0	558	1438
AT3G19580.1	PaF106G0600024510.01.P01	42.105	40	95	49	2	6	53	55.79	101	195	274	35	35	35	123	181	1.77e-16	75.1	183
AT3G19590.1	PaF106G0800030877.01.P01	86.804	296	341	44	1	1	315	92.38	1	340	341	99	99	1	341	341	0	621	1602
AT3G19610.1	PaF106G0800030872.01.P01	39.514	130	329	151	11	48	182	55.32	326	627	641	47	47	3	310	310	5.92e-57	194	494
AT3G19615.1	PaF106G0800030869.01.P01	56.757	42	74	24	5	8	51	68.92	1	71	94	76	76	1	69	115	2.26e-16	68.2	165
AT3G19620.1	PaF106G0800030871.01.P01	69.351	534	770	212	6	24	623	80.91	25	774	782	96	96	24	789	801	0	1092	2823
AT3G19630.1	PaF106G0800030867.01.P01	76.216	282	370	85	1	3	316	85.41	1	370	373	99	99	8	374	377	0	585	1508
AT3G19640.1	PaF106G0800030823.01.P01	67.992	325	478	130	8	23	366	76.57	23	484	485	95	95	20	490	490	0	587	1513
AT3G19650.1	PaF106G0800030861.01.P01	39.873	126	316	152	12	38	173	54.75	19	302	303	94	94	18	327	327	1.97e-42	148	374
AT3G19660.1	PaF106G0800030799.01.P01	70.312	45	64	18	1	1	51	79.69	1	63	65	97	97	11	74	75	2e-22	80.9	198
AT3G19670.2	PaF106G0800030771.01.P05	44.004	466	1059	495	18	98	641	60.53	1	990	993	99	99	1	1030	1036	0	751	1940
AT3G19680.1	PaF106G0800030751.01.P01	60	153	255	80	5	22	181	70.98	232	485	492	52	52	1	234	234	5.89e-80	248	633
AT3G19720.1	PaF106G0100006470.01.P01	78.121	607	777	154	5	16	673	86.62	3	765	778	98	98	56	830	840	0	1224	3168
AT3G19740.1	PaF106G0100004094.01.P06	66.86	692	1035	289	13	54	807	77.97	1	993	994	99	99	2	1024	1024	0	1336	3458
AT3G19760.1	PaF106G0100004087.01.P01	88.161	350	397	47	0	0	377	94.96	12	408	409	97	97	7	403	403	0	733	1892
AT3G19760.1	PaF106G0500018701.01.P01	93.069	94	101	7	0	0	98	97.03	304	404	409	25	25	1	101	131	5.9e-64	201	510
AT3G19770.1	PaF106G0100005838.01.P01	67.674	291	430	125	6	14	340	79.07	1	421	521	81	81	1	425	492	0	575	1481
AT3G19780.2	PaF106G0100004084.01.P01	44.214	298	674	347	12	29	417	61.87	396	1058	1059	63	63	42	697	699	9.79e-173	522	1345
AT3G19800.1	PaF106G0100000892.01.P03	61.236	109	178	68	1	1	136	76.4	51	227	230	77	77	50	227	230	3.97e-75	226	577
AT3G19810.1	PaF106G0200009501.01.P01	61.441	145	236	87	2	4	190	80.51	73	308	322	73	73	76	307	317	1.37e-106	313	802
AT3G19820.2	PaF106G0100004079.01.P02	79.61	449	564	111	2	4	500	88.65	1	561	562	99	99	63	625	630	0	946	2445
AT3G19830.3	PaF106G0100004078.01.P01	66.355	284	428	123	7	21	323	75.47	1	415	694	60	60	1	420	453	2.05e-176	510	1314
AT3G19840.1	PaF106G0100004077.01.P01	58.389	435	745	272	15	38	553	74.23	123	835	836	85	85	246	984	1004	0	749	1935
AT3G19850.1	PaF106G0100004075.01.P01	50.871	292	574	233	14	49	394	68.64	1	554	555	99	99	1	545	545	0	521	1341
AT3G19860.1	PaF106G0800030668.01.P01	58	145	250	95	4	10	181	72.4	3	243	285	85	85	54	302	338	8.69e-88	265	676
AT3G19870.2	PaF106G0200009492.01.P01	55.702	635	1140	440	17	65	822	72.11	17	1117	1118	98	98	22	1135	1136	0	1185	3066
AT3G19895.1	PaF106G0100004073.01.P01	67.837	367	541	155	7	19	435	80.41	11	535	555	95	95	38	575	575	0	707	1825
AT3G19910.1	PaF106G0700025898.01.P01	66.016	169	256	79	3	8	202	78.91	85	335	341	74	74	61	313	316	1.83e-108	318	816
AT3G19930.1	PaF106G0100000817.01.P01	67.47	336	498	160	1	2	408	81.93	13	508	515	96	96	13	510	513	0	662	1708
AT3G19940.1	PaF106G0100000817.01.P01	69.138	345	499	152	2	2	412	82.57	15	511	515	97	97	13	511	513	0	690	1781
AT3G19940.1	PaF106G0100000818.01.P01	69.94	349	499	148	2	2	410	82.16	15	511	515	97	97	14	512	514	0	697	1800
AT3G19950.2	PaF106G0500021342.01.P01	62.903	117	186	61	4	8	145	77.96	158	337	387	47	47	140	323	400	7.94e-79	248	632
AT3G19960.1	PaF106G0100004118.01.P05	77.171	791	1025	207	9	27	867	84.59	1	998	1167	86	86	1	1025	1053	0	1595	4129
AT3G19970.1	PaF106G0100004120.01.P01	62.022	276	445	155	3	14	336	75.51	1	433	435	99	99	1	443	446	0	542	1396
AT3G19980.1	PaF106G0100004148.01.P02	97.101	268	276	8	0	0	274	99.28	1	276	304	91	91	1	276	319	0	570	1468
AT3G19990.1	PaF106G0100004139.01.P01	72.727	64	88	24	0	0	79	89.77	338	425	426	21	21	26	113	113	1.89e-37	131	330
AT3G19990.1	PaF106G0100004140.01.P01	48.069	112	233	56	3	65	131	56.22	13	234	426	52	52	23	201	214	1.21e-60	196	497
AT3G19990.1	PaF106G0100004143.01.P01	66.245	157	237	67	4	13	189	79.75	202	425	426	53	53	1	237	237	4.86e-102	303	775
AT3G19990.1	PaF106G0100004146.01.P01	66.245	157	237	67	4	13	189	79.75	202	425	426	53	53	1	237	237	1.79e-102	303	777
AT3G20000.2	PaF106G0100002102.01.P01	76.05	181	238	56	1	1	206	86.55	1	238	239	99	99	75	311	312	7.08e-138	389	999
AT3G20000.2	PaF106G0100004130.01.P01	73.64	176	239	61	2	2	207	86.61	1	238	239	99	99	75	312	313	2.59e-132	375	962
AT3G20015.1	PaF106G0100004133.01.P01	67.347	297	441	106	6	38	345	78.23	65	470	471	86	86	155	592	592	0	549	1415
AT3G20020.1	PaF106G0100004131.01.P01	77.027	228	296	63	2	5	254	85.81	141	435	436	68	68	17	308	317	1.22e-169	478	1230
AT3G20050.1	PaF106G0500019158.01.P02	89.535	154	172	18	0	0	164	95.35	1	172	546	32	32	1	172	175	1.53e-108	321	822
AT3G20060.1	PaF106G0200009532.01.P02	68.519	111	162	49	2	2	125	77.16	16	176	182	88	88	23	183	191	1.21e-74	222	565
AT3G20060.1	PaF106G0400015143.01.P01	75.824	69	91	21	1	1	70	76.92	1	91	182	50	50	1	90	132	4.16e-41	134	338
AT3G20070.4	PaF106G0400015141.01.P01	43.042	133	309	148	6	28	191	61.81	1	281	283	99	99	1	309	310	3.62e-76	234	596
AT3G20090.1	PaF106G0200006883.01.P01	50.538	141	279	123	7	15	194	69.53	113	379	387	69	69	1	276	276	4.81e-94	282	722
AT3G20100.1	PaF106G0200006883.01.P01	50.182	138	275	124	6	13	192	69.82	249	513	514	52	52	1	272	276	3.63e-91	279	714
AT3G20100.1	PaF106G0200006890.01.P01	48.98	168	343	155	7	20	227	66.18	186	513	514	64	64	1	338	347	1.54e-107	324	830
AT3G20120.3	PaF106G0200006883.01.P01	49.27	135	274	125	5	14	189	68.98	113	374	379	69	69	1	272	276	2.01e-93	280	717
AT3G20150.1	PaF106G0400015516.01.P01	48.969	594	1213	485	30	134	795	65.54	2	1108	1115	99	99	12	1196	1221	0	936	2420
AT3G20180.2	PaF106G0200008835.01.P01	53.226	33	62	29	0	0	43	69.35	32	93	142	44	44	3	64	68	3.54e-15	65.5	158
AT3G20180.2	PaF106G0400015462.01.P01	53.226	33	62	29	0	0	43	69.35	32	93	142	44	44	3	64	68	3.82e-15	65.5	158
AT3G20180.2	PaF106G0600021679.01.P01	41.964	47	112	61	2	4	64	57.14	33	141	142	77	77	4	114	114	7.02e-20	78.6	192
AT3G20190.1	PaF106G0300014308.01.P01	51.515	340	660	277	7	43	447	67.73	22	659	680	94	94	23	661	673	0	669	1726
AT3G20210.1	PaF106G0300011739.01.P01	72.414	42	58	13	1	3	48	82.76	66	123	467	12	12	19	73	105	4.76e-23	93.2	230
AT3G20210.1	PaF106G0300011740.01.P01	53.846	35	65	29	1	1	48	73.85	137	200	467	14	14	21	85	218	4.69e-15	73.9	180
AT3G20220.1	PaF106G0200006771.01.P01	46.809	22	47	25	0	0	34	72.34	62	108	119	39	39	53	99	133	9.51e-12	57.4	137
AT3G20220.1	PaF106G0300014329.01.P01	48	48	100	51	1	1	65	65	14	113	119	84	84	73	171	177	6.19e-25	92.4	228
AT3G20230.1	PaF106G0200008268.01.P01	69.565	112	161	43	2	6	139	86.34	31	186	188	83	83	24	183	183	4.28e-80	236	601
AT3G20240.1	PaF106G0300014333.01.P01	57.143	40	70	22	3	8	49	70	4	73	349	20	20	32	93	106	1.69e-15	71.2	173
AT3G20240.1	PaF106G0300014334.01.P01	76.293	177	232	55	0	0	208	89.66	109	340	349	66	66	1	232	238	2.77e-125	358	920
AT3G20250.2	PaF106G0300014338.01.P02	48.4	499	1031	415	29	117	639	61.98	4	942	950	99	99	3	1008	1026	0	844	2180
AT3G20260.1	PaF106G0300014339.01.P03	61.261	272	444	151	6	21	332	74.77	1	437	438	99	99	1	430	430	2.66e-176	499	1285
AT3G20270.2	PaF106G0400015584.01.P01	45.106	212	470	251	3	7	298	63.4	47	512	516	90	90	14	480	513	4.6e-135	400	1028
AT3G20290.3	PaF106G0400015597.01.P01	84.191	458	544	86	0	0	503	92.46	1	544	546	99	99	1	544	545	0	974	2519
AT3G20300.1	PaF106G0400015598.01.P01	68.119	297	436	136	2	3	356	81.65	18	451	453	96	96	2	436	436	0	593	1528
AT3G20300.1	PaF106G0400015602.01.P01	70.872	309	436	114	5	13	354	81.19	23	452	453	95	95	9	437	437	0	571	1472
AT3G20310.1	PaF106G0400016083.01.P01	80.645	50	62	12	0	0	54	87.1	23	84	245	25	25	22	83	229	1.88e-28	107	267
AT3G20320.2	PaF106G0100002383.01.P02	68.613	188	274	77	3	9	218	79.56	18	282	283	94	94	7	280	403	5.79e-134	384	987
AT3G20330.1	PaF106G0400015618.01.P01	71.852	291	405	95	5	19	328	80.99	1	390	391	99	99	25	425	425	0	558	1438
AT3G20340.1	PaF106G0400015726.01.P01	36.22	46	127	66	4	15	65	51.18	1	115	116	99	99	1	124	124	3.42e-18	73.9	180
AT3G20390.2	PaF106G0400015716.01.P01	71.069	113	159	40	4	6	129	81.13	69	224	256	61	61	1	156	202	3.95e-66	203	517
AT3G20395.1	PaF106G0400015715.01.P01	42.544	97	228	110	6	21	127	55.7	8	216	224	93	93	17	242	247	2.44e-48	158	400
AT3G20395.1	PaF106G0600022293.01.P01	50	23	46	23	0	0	30	65.22	169	214	224	21	21	102	147	335	1.65e-11	62.4	150
AT3G20410.1	PaF106G0400015713.01.P01	74.773	412	551	123	6	16	468	84.94	1	541	542	99	99	1	545	545	0	822	2122
AT3G20420.1	PaF106G0400015644.01.P01	56.196	195	347	138	4	14	262	75.5	54	391	392	86	86	9	350	350	4.1e-135	390	1001
AT3G20430.1	PaF106G0100004872.01.P01	48.496	129	266	125	5	12	176	66.17	1	259	266	97	97	1	261	263	8.57e-66	205	522
AT3G20440.2	PaF106G0400015647.01.P02	73.556	662	900	232	4	6	775	86.11	1	899	900	99	99	1	895	895	0	1414	3659
AT3G20475.3	PaF106G0400015678.01.P01	75.806	282	372	75	1	15	318	85.48	11	367	778	46	46	56	427	427	0	583	1503
AT3G20480.4	PaF106G0400015683.01.P01	73.913	34	46	12	0	0	38	82.61	3	48	318	14	14	81	126	126	2.5e-16	73.9	180
AT3G20480.4	PaF106G0400015685.01.P02	58.571	123	210	87	0	0	152	72.38	96	305	318	66	66	1	210	224	1.25e-84	254	648
AT3G20480.4	PaF106G0400015687.01.P02	60.526	138	228	90	0	0	167	73.25	84	311	318	72	72	27	254	258	2.91e-96	285	728
AT3G20490.1	PaF106G0400015727.01.P01	36.782	192	522	240	18	90	266	50.96	1	447	459	97	97	1	507	520	1.08e-80	258	660
AT3G20500.1	PaF106G0400015734.01.P01	79.72	342	429	87	0	0	381	88.81	9	437	438	98	98	6	434	434	0	740	1910
AT3G20510.1	PaF106G0400015737.01.P01	73.109	87	119	32	0	0	97	81.51	1	119	120	99	99	1	119	119	3.94e-50	154	390
AT3G20530.1	PaF106G0400015755.01.P01	72.886	293	402	82	5	27	329	81.84	3	380	387	98	98	2	400	410	0	588	1516
AT3G20550.1	PaF106G0400015771.01.P04	58.19	135	232	82	5	15	165	71.12	35	261	315	72	72	161	382	451	2e-75	238	606
AT3G20560.1	PaF106G0400015791.01.P01	75.776	366	483	112	3	5	425	87.99	1	482	484	99	99	1	479	480	0	773	1995
AT3G20570.1	PaF106G0400015792.01.P01	52.349	78	149	61	3	10	104	69.8	22	164	204	70	70	28	172	210	4.21e-49	158	400
AT3G20580.1	PaF106G0400015794.01.P01	58.493	396	677	265	9	16	506	74.74	6	672	673	99	99	2	672	675	0	808	2088
AT3G20590.1	PaF106G0400015806.01.P02	46.524	87	187	87	4	13	112	59.89	14	195	256	71	71	7	185	212	2.28e-46	153	387
AT3G20600.1	PaF106G0400015806.01.P02	51.765	88	170	73	2	9	110	64.71	14	181	220	76	76	7	169	212	4.39e-54	172	435
AT3G20620.1	PaF106G0400015812.01.P01	30.73	122	397	205	14	70	195	49.12	13	386	392	95	95	25	374	374	2.45e-45	159	403
AT3G20630.1	PaF106G0400015918.01.P02	79.518	528	664	129	3	7	591	89.01	1	658	798	82	82	5	667	668	0	1095	2833
AT3G20640.1	PaF106G0400015886.01.P01	44.571	234	525	140	26	151	281	53.52	6	454	455	99	99	4	453	453	1.09e-99	305	782
AT3G20650.1	PaF106G0400015879.01.P01	84.783	312	368	56	0	0	342	92.93	1	368	371	99	99	1	368	371	0	667	1721
AT3G20660.1	PaF106G0400015873.01.P01	69.173	368	532	144	4	20	422	79.32	3	514	527	97	97	6	537	544	0	747	1928
