query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
AT3G09850.1	Vitvi05_01chr11g08710_t001_CDS1.prot	43.162	303	702	278	17	121	400	56.98	50	681	782	88	81	27	677	678	5.7e-133	410	1054
AT3G09850.1	Vitvi05_01chr11g08710_t001_CDS1.prot	58.491	31	53	22	0	0	41	77.36	728	780	782	88	7	623	675	678	1.46e-13	74.3	181
AT3G09860.1	Vitvi05_01chr08g10480_t001_CDS1.prot	84	84	100	15	1	1	93	93	1	99	99	100	100	1	100	100	4.25e-58	173	439
AT3G09870.1	Vitvi05_01chr08g10460_t001_CDS1.prot	54.955	61	111	47	2	3	77	69.37	4	112	114	96	96	16	125	139	4.18e-33	112	280
AT3G09880.1	Vitvi05_01chr08g19550_t001_CDS1.prot	76	380	500	110	4	10	428	85.6	1	491	500	98	98	1	499	503	0	755	1950
AT3G09880.1	Vitvi05_01chr13g09110_t001_CDS1.prot	72.277	365	505	130	3	10	414	81.98	1	498	500	99	99	1	502	503	0	744	1920
AT3G09890.1	Vitvi05_01chr08g19430_t001_CDS1.prot	66.332	132	199	63	2	4	156	78.39	1	199	207	96	96	1	195	202	7.91e-89	259	663
AT3G09920.3	Vitvi05_01chr08g19290_t001_CDS1.prot	75.424	623	826	181	9	22	704	85.23	6	812	816	99	99	11	833	838	0	1262	3265
AT3G09925.1	Vitvi05_01chr08g18980_t001_CDS1.prot	45.57	72	158	63	2	23	97	61.39	16	172	172	91	91	14	149	149	1.21e-44	144	363
AT3G09950.1	Vitvi05_01chr10g03490_t001_CDS1.prot	57.576	38	66	26	1	2	48	72.73	24	89	93	71	71	43	106	110	6.1e-22	82.4	202
AT3G09960.1	Vitvi05_01chr08g18110_t001_CDS1.prot	67.846	211	311	99	1	1	258	82.96	2	312	312	99	99	13	322	322	2.6e-164	459	1182
AT3G09970.1	Vitvi05_01chr08g18110_t001_CDS1.prot	68.71	213	310	97	0	0	262	84.52	1	310	310	100	100	13	322	322	6.05e-169	471	1213
AT3G09980.1	Vitvi05_01chr06g20800_t001_CDS1.prot	76.471	117	153	34	1	2	137	89.54	29	179	179	84	84	21	173	173	1.62e-77	228	582
AT3G10000.1	Vitvi05_01chr02g03760_t001_CDS1.prot	49.438	44	89	44	1	1	63	70.79	88	176	482	18	18	537	624	812	3.02e-22	100	249
AT3G10010.2	Vitvi05_01chr10g22430_t001_CDS1.prot	69.444	50	72	22	0	0	58	80.56	898	969	1333	5	5	309	380	420	2.5e-26	113	283
AT3G10020.1	Vitvi05_01chr08g18450_t001_CDS1.prot	51.974	79	152	62	3	11	100	65.79	1	146	150	97	97	1	147	153	1.48e-40	133	334
AT3G10030.1	Vitvi05_01chr08g18640_t001_CDS1.prot	61.356	362	590	159	10	69	429	72.71	1	539	543	99	99	1	572	575	0	674	1738
AT3G10040.1	Vitvi05_01chr08g18660_t001_CDS1.prot	45.984	229	498	172	12	97	284	57.03	6	430	432	98	98	134	607	617	5.17e-122	367	943
AT3G10050.1	Vitvi05_01chr08g18820_t001_CDS1.prot	77.938	325	417	88	3	4	367	88.01	51	465	593	92	70	66	480	1751	0	613	1580
AT3G10050.1	Vitvi05_01chr08g18820_t001_CDS1.prot	70.37	95	135	40	0	0	110	81.48	459	593	593	92	23	1617	1751	1751	2.93e-55	202	515
AT3G10060.1	Vitvi05_01chr08g18840_t001_CDS1.prot	69.955	156	223	61	3	6	178	79.82	11	231	231	96	96	16	234	234	1.43e-103	299	765
AT3G10070.1	Vitvi05_01chr08g18080_t001_CDS1.prot	56.803	263	463	171	11	29	309	66.74	88	534	540	83	83	90	539	549	2.03e-143	424	1090
AT3G10080.2	Vitvi05_01chr08g17720_t001_CDS1.prot	56.25	126	224	96	2	2	163	72.77	70	292	299	75	75	2	224	227	2.42e-87	260	665
AT3G10090.1	Vitvi05_01chr02g16010_t001_CDS1.prot	82.54	52	63	10	1	1	58	92.06	1	62	65	95	95	1	63	111	5.15e-31	103	258
AT3G10090.1	Vitvi05_01chr08g22600_t001_CDS1.prot	87.879	58	66	7	1	1	62	93.94	1	65	65	100	100	130	195	195	3.07e-33	112	280
AT3G10090.1	Vitvi05_01chr08g22600_t001_CDS1.prot	87.097	54	62	7	1	1	58	93.55	1	61	65	100	94	1	62	195	2.6e-31	107	267
AT3G10110.2	Vitvi05_01chr06g10330_t001_CDS1.prot	68.595	83	121	35	1	3	101	83.47	1	121	142	85	85	1	118	171	3.14e-44	142	359
AT3G10113.1	Vitvi05_01chr04g12200_t001_CDS1.prot	62.5	85	136	41	2	10	101	74.26	54	179	337	37	37	97	232	544	2.08e-38	143	360
AT3G10113.1	Vitvi05_01chr15g19100_t001_CDS1.prot	54.255	51	94	35	1	8	71	75.53	54	147	337	28	28	46	131	329	1.17e-31	121	303
AT3G10120.1	Vitvi05_01chr08g17530_t001_CDS1.prot	38.122	69	181	85	5	27	108	59.67	1	174	174	100	100	1	161	161	1.79e-32	114	284
AT3G10130.1	Vitvi05_01chr08g17540_t001_CDS1.prot	67.719	193	285	86	2	6	234	82.11	24	308	310	92	92	6	284	286	6.46e-137	389	998
AT3G10140.1	Vitvi05_01chr08g24960_t001_CDS1.prot	61.538	240	390	141	1	9	296	75.9	8	388	390	98	98	6	395	399	1.41e-169	479	1233
AT3G10150.1	Vitvi05_01chr08g21040_t001_CDS1.prot	68.513	235	343	101	4	7	274	79.88	27	365	368	92	92	39	378	380	4.57e-173	486	1252
AT3G10160.1	Vitvi05_01chr08g20960_t001_CDS1.prot	63.435	373	588	200	5	15	447	76.02	49	626	626	92	92	44	626	626	0	738	1906
AT3G10180.1	Vitvi05_01chr08g20200_t001_CDS1.prot	59.535	793	1332	468	13	71	992	74.47	1	1269	1274	99	99	1	1324	1328	0	1463	3787
AT3G10180.1	Vitvi05_01chr18g09390_t001_CDS1.prot	61.327	268	437	161	4	8	333	76.2	1	430	1274	34	34	1	436	849	1.48e-169	525	1353
AT3G10190.1	Vitvi05_01chr08g20820_t001_CDS1.prot	50.901	113	222	94	5	15	151	68.02	1	208	210	99	99	1	221	223	7.09e-55	174	441
AT3G10200.1	Vitvi05_01chr08g20750_t001_CDS1.prot	70.017	418	597	162	5	17	502	84.09	10	592	592	98	98	9	602	602	0	892	2304
AT3G10210.1	Vitvi05_01chr08g20690_t001_CDS1.prot	75.847	179	236	56	1	1	204	86.44	3	237	238	99	99	7	242	248	6.34e-136	382	980
AT3G10220.1	Vitvi05_01chr08g20280_t001_CDS1.prot	75.207	182	242	60	0	0	213	88.02	3	244	244	99	99	2	243	243	1.44e-139	391	1004
AT3G10230.1	Vitvi05_01chr08g20680_t001_CDS1.prot	79.134	402	508	97	4	9	443	87.2	1	502	502	100	100	1	505	505	0	827	2137
AT3G10250.2	Vitvi05_01chr08g20260_t001_CDS1.prot	60.736	198	326	127	1	1	254	77.91	1	325	325	100	100	1	326	326	6.4e-142	404	1037
AT3G10260.1	Vitvi05_01chr12g01620_t001_CDS1.prot	58.8	147	250	100	2	3	199	79.6	1	248	248	100	100	1	249	249	4.21e-112	322	825
AT3G10270.2	Vitvi05_01chr08g19920_t001_CDS1.prot	79.945	586	733	134	6	13	650	88.68	11	741	741	99	99	1	722	722	0	1169	3024
AT3G10290.1	Vitvi05_01chr08g24720_t001_CDS1.prot	84.262	257	305	48	0	0	286	93.77	52	356	356	86	86	14	318	318	0	531	1367
AT3G10300.3	Vitvi05_01chr08g24800_t001_CDS1.prot	60.417	203	336	74	4	59	230	68.45	1	336	336	100	100	1	277	277	2.25e-131	375	964
AT3G10310.2	Vitvi05_01chr08g24530_t001_CDS1.prot	56.706	575	1014	363	19	76	715	70.51	6	952	970	98	98	8	1012	1013	0	1053	2724
AT3G10320.1	Vitvi05_01chr08g24570_t001_CDS1.prot	56.426	281	498	169	6	48	353	70.88	30	489	495	93	93	26	513	530	0	531	1369
AT3G10330.1	Vitvi05_01chr08g24600_t001_CDS1.prot	91.973	275	299	24	0	0	291	97.32	1	299	313	96	96	1	299	440	0	584	1506
AT3G10330.1	Vitvi05_01chr17g18450_t001_CDS1.prot	91.374	286	313	27	0	0	304	97.12	1	313	313	100	100	1	313	313	0	604	1558
AT3G10340.1	Vitvi05_01chr06g04070_t001_CDS1.prot	80.939	569	703	131	3	3	625	88.9	8	708	708	99	99	17	718	718	0	1181	3055
AT3G10340.1	Vitvi05_01chr08g10910_t001_CDS1.prot	82.997	576	694	116	2	2	622	89.63	16	708	708	98	98	19	711	711	0	1194	3089
AT3G10340.1	Vitvi05_01chr13g08420_t001_CDS1.prot	82.69	578	699	119	2	2	632	90.41	11	708	708	99	99	27	724	724	0	1207	3122
AT3G10340.1	Vitvi05_01chr16g00760_t001_CDS1.prot	100	56	56	0	0	0	56	100	453	508	708	8	8	1	56	56	1.03e-31	117	293
AT3G10340.1	Vitvi05_01chr16g00770_t001_CDS1.prot	89.785	167	186	18	1	1	177	95.16	152	336	708	26	26	1	186	186	3.29e-115	344	882
AT3G10340.1	Vitvi05_01chr16g00810_t001_CDS1.prot	82.783	577	697	118	2	2	622	89.24	13	708	708	98	98	16	711	711	0	1194	3089
AT3G10340.1	Vitvi05_01chr16g00820_t001_CDS1.prot	81.612	577	707	127	3	3	629	88.97	4	708	708	99	99	6	711	711	0	1196	3093
AT3G10340.1	Vitvi05_01chr16g00830_t001_CDS1.prot	81.895	579	707	125	3	3	630	89.11	4	708	708	99	99	6	711	711	0	1199	3103
AT3G10340.1	Vitvi05_01chr16g00890_t001_CDS1.prot	82.037	580	707	124	3	3	628	88.83	4	708	708	99	99	6	711	711	0	1198	3100
AT3G10340.1	Vitvi05_01chr16g00900_t001_CDS1.prot	81.895	579	707	125	3	3	630	89.11	4	708	708	99	99	6	711	711	0	1201	3107
AT3G10340.1	Vitvi05_01chr16g00910_t001_CDS1.prot	81.895	579	707	125	3	3	629	88.97	4	708	708	99	99	6	711	711	0	1198	3100
AT3G10340.1	Vitvi05_01chr16g00940_t001_CDS1.prot	86.923	339	390	49	2	2	360	92.31	38	426	708	55	55	1	389	389	0	692	1787
AT3G10340.1	Vitvi05_01chr16g01000_t001_CDS1.prot	81.047	573	707	131	3	3	624	88.26	4	708	708	99	99	6	711	711	0	1184	3064
AT3G10350.1	Vitvi05_01chr06g03800_t001_CDS1.prot	77.904	275	353	78	0	0	326	92.35	60	412	412	86	86	63	415	415	0	541	1393
AT3G10350.1	Vitvi05_01chr13g08610_t001_CDS1.prot	76.145	316	415	81	3	18	360	86.75	15	412	412	97	97	13	426	426	0	612	1579
AT3G10360.1	Vitvi05_01chr05g19050_t001_CDS1.prot	61.517	219	356	135	1	2	271	76.12	629	984	1004	35	35	657	1010	1033	1.99e-149	471	1211
AT3G10360.1	Vitvi05_01chr09g20830_t001_CDS1.prot	59.444	214	360	145	1	1	279	77.5	629	987	1004	36	36	661	1020	2136	4.01e-141	466	1200
AT3G10360.1	Vitvi05_01chr13g08710_t001_CDS1.prot	54.45	569	1045	411	23	65	703	67.27	1	999	1004	99	99	1	1026	1027	0	995	2573
AT3G10370.1	Vitvi05_01chr13g08890_t001_CDS1.prot	81.38	507	623	114	2	2	570	91.49	6	628	630	99	99	8	628	645	0	1054	2725
AT3G10380.1	Vitvi05_01chr13g08950_t001_CDS1.prot	74.954	808	1078	245	7	25	916	84.97	1	1054	1054	100	100	1	1077	1077	0	1665	4311
AT3G10390.3	Vitvi05_01chr13g09010_t001_CDS1.prot	75.348	596	791	188	5	7	684	86.47	70	859	937	84	84	96	880	1027	0	1209	3128
AT3G10400.1	Vitvi05_01chr13g09600_t001_CDS1.prot	62.891	161	256	86	5	9	194	75.78	7	262	262	98	98	5	251	251	6.51e-101	294	753
AT3G10405.1	Vitvi05_01chr13g09040_t001_CDS1.prot	68.667	103	150	47	0	0	129	86	59	208	213	70	70	53	202	207	2.53e-74	223	568
AT3G10410.1	Vitvi05_01chr13g09350_t001_CDS1.prot	68.465	330	482	141	4	11	393	81.54	38	517	517	93	93	33	505	505	0	707	1824
AT3G10420.2	Vitvi05_01chr13g09300_t001_CDS1.prot	69.774	494	708	171	12	43	555	78.39	1	685	685	100	100	1	688	688	0	894	2309
AT3G10440.1	Vitvi05_01chr13g09070_t001_CDS1.prot	43.836	64	146	72	4	10	96	65.75	16	155	573	24	24	10	151	318	6.13e-16	79	193
AT3G10450.4	Vitvi05_01chr03g10720_t001_CDS1.prot	65.854	27	41	14	0	0	37	90.24	30	70	417	10	10	28	68	69	2.62e-14	67.4	163
AT3G10480.1	Vitvi05_01chr13g09610_t001_CDS1.prot	44.78	163	364	150	9	51	210	57.69	21	384	448	81	81	7	319	433	3.91e-91	283	723
AT3G10480.1	Vitvi05_01chr13g09620_t001_CDS1.prot	69.591	119	171	51	1	1	137	80.12	23	192	448	38	38	5	175	561	1.27e-80	259	662
AT3G10490.2	Vitvi05_01chr13g09620_t001_CDS1.prot	68.824	117	170	52	1	1	136	80	24	192	452	37	37	6	175	561	3.64e-79	256	653
AT3G10530.1	Vitvi05_01chr13g10090_t001_CDS1.prot	71.107	379	533	146	4	8	440	82.55	6	535	537	99	99	5	532	537	0	747	1929
AT3G10540.1	Vitvi05_01chr13g10190_t001_CDS1.prot	80.198	405	505	79	2	21	444	87.92	4	487	487	99	99	12	516	516	0	833	2153
AT3G10550.1	Vitvi05_01chr13g10550_t001_CDS1.prot	56.134	151	269	109	3	9	193	71.75	579	838	841	31	31	974	1242	1244	2.72e-83	290	743
AT3G10570.1	Vitvi05_01chr13g10740_t001_CDS1.prot	69.246	349	504	150	1	5	428	84.92	16	514	514	97	97	13	516	516	0	759	1960
AT3G10572.1	Vitvi05_01chr07g32220_t001_CDS1.prot	42.815	146	341	161	7	34	194	56.89	6	320	334	94	94	43	375	393	3.33e-78	244	623
AT3G10600.1	Vitvi05_01chr13g14440_t001_CDS1.prot	73.684	420	570	148	2	2	486	85.26	7	574	585	97	97	2	571	587	0	864	2232
AT3G10610.1	Vitvi05_01chr08g16790_t001_CDS1.prot	80.451	107	133	26	0	0	117	87.97	1	133	141	94	94	1	133	142	5.72e-75	219	559
AT3G10610.1	Vitvi05_01chr13g14490_t001_CDS1.prot	83.077	108	130	21	1	1	122	93.85	1	130	141	92	92	1	129	145	1.03e-75	221	564
AT3G10620.1	Vitvi05_01chr08g00060_t001_CDS1.prot	75.773	147	194	42	2	5	164	84.54	23	216	217	89	89	34	222	229	1.67e-96	280	717
AT3G10630.1	Vitvi05_01chr13g14710_t001_CDS1.prot	63.597	297	467	162	4	8	360	77.09	21	484	488	95	95	24	485	486	0	617	1592
AT3G10640.1	Vitvi05_01chr08g16270_t001_CDS1.prot	80.508	190	236	44	1	2	215	91.1	1	234	236	99	99	1	236	238	2.44e-141	395	1014
AT3G10640.1	Vitvi05_01chr13g14870_t001_CDS1.prot	77.731	185	238	51	1	2	217	91.18	1	236	236	100	100	1	238	238	1.89e-139	390	1002
AT3G10650.2	Vitvi05_01chr13g15290_t001_CDS1.prot	41.146	158	384	173	15	53	215	55.99	945	1310	1310	28	28	2631	2979	2979	6.18e-36	149	377
AT3G10660.2	Vitvi05_01chr08g03610_t001_CDS1.prot	78.99	391	495	96	1	8	442	89.29	137	623	647	75	75	62	556	569	0	831	2147
AT3G10660.2	Vitvi05_01chr13g15560_t001_CDS1.prot	81.461	435	534	93	2	6	474	88.76	118	647	647	82	82	39	570	570	0	898	2320
AT3G10670.1	Vitvi05_01chr13g19670_t001_CDS1.prot	68.615	223	325	93	4	9	267	82.15	14	337	339	96	96	1	317	322	1.12e-155	439	1129
AT3G10680.1	Vitvi05_01chr13g15530_t001_CDS1.prot	25.241	131	519	266	22	122	208	40.08	4	481	491	97	97	1	438	452	1.04e-11	67	162
AT3G10690.1	Vitvi05_01chr13g16760_t001_CDS1.prot	74.919	693	925	212	5	20	796	86.05	14	934	951	97	97	6	914	926	0	1421	3679
AT3G10700.1	Vitvi05_01chr11g15090_t001_CDS1.prot	70.67	306	433	117	2	10	361	83.37	1	423	425	99	99	4	436	437	0	600	1546
AT3G10710.1	Vitvi05_01chr13g16270_t001_CDS1.prot	54.34	313	576	234	7	29	405	70.31	5	562	562	99	99	7	571	571	0	567	1461
AT3G10720.2	Vitvi05_01chr13g16260_t001_CDS1.prot	60.606	340	561	206	5	15	427	76.11	59	616	620	90	90	19	567	568	0	707	1824
AT3G10730.1	Vitvi05_01chr13g15570_t001_CDS1.prot	44.709	169	378	178	11	31	238	62.96	1	362	456	99	79	1	363	901	2.25e-83	275	702
AT3G10730.1	Vitvi05_01chr13g15570_t001_CDS1.prot	69.474	66	95	25	1	4	73	76.84	362	452	456	99	20	801	895	901	1.6e-34	137	344
AT3G10740.2	Vitvi05_01chr08g08920_t001_CDS1.prot	64.37	439	682	230	7	13	535	78.45	15	688	698	97	97	73	749	756	0	860	2221
AT3G10760.1	Vitvi05_01chr05g01110_t001_CDS1.prot	68.182	45	66	21	0	0	57	86.36	102	167	336	20	20	210	275	682	6.16e-24	102	255
AT3G10760.1	Vitvi05_01chr06g07700_t001_CDS1.prot	48.309	100	207	73	5	34	121	58.45	12	188	336	53	53	24	226	312	4.44e-47	161	408
AT3G10760.1	Vitvi05_01chr08g09670_t001_CDS1.prot	61.19	216	353	74	11	63	232	65.72	1	336	336	100	100	1	307	307	9.47e-99	294	752
AT3G10810.2	Vitvi05_01chr08g09300_t001_CDS1.prot	50	247	494	194	11	53	305	61.74	1	451	496	91	91	1	484	530	6.47e-121	364	935
AT3G10815.1	Vitvi05_01chr06g16200_t001_CDS1.prot	61.111	55	90	34	1	1	74	82.22	77	166	200	45	45	156	244	337	3.35e-36	129	324
AT3G10840.3	Vitvi05_01chr13g00110_t001_CDS1.prot	60	240	400	132	6	28	287	71.75	22	394	406	92	92	79	477	484	7.76e-165	471	1212
AT3G10850.1	Vitvi05_01chr13g00140_t001_CDS1.prot	74.903	194	259	65	0	0	231	89.19	1	259	259	100	100	1	259	259	9.37e-153	426	1094
AT3G10860.2	Vitvi05_01chr06g11980_t001_CDS1.prot	75.342	55	73	18	0	0	65	89.04	1	73	73	100	100	1	73	73	2.33e-37	119	298
AT3G10860.2	Vitvi05_01chr16g00110_t001_CDS1.prot	72.603	53	73	20	0	0	65	89.04	1	73	73	100	100	1	73	73	1.81e-36	117	292
AT3G10870.1	Vitvi05_01chr13g02610_t001_CDS1.prot	58.846	153	260	101	2	6	201	77.31	15	274	277	94	94	8	261	264	6.6e-115	331	848
AT3G10890.1	Vitvi05_01chr18g35520_t001_CDS1.prot	52.011	194	373	175	3	4	266	71.31	28	400	415	90	90	29	397	404	2.25e-151	434	1117
AT3G10890.1	Vitvi05_01chr18g35550_t001_CDS1.prot	52.674	197	374	173	3	4	273	72.99	30	403	415	90	90	68	437	441	3.11e-153	441	1133
AT3G10910.1	Vitvi05_01chr06g06170_t001_CDS1.prot	57.778	26	45	19	0	0	35	77.78	112	156	182	25	25	461	505	563	9.65e-15	71.2	173
AT3G10910.1	Vitvi05_01chr08g08320_t001_CDS1.prot	58.861	93	158	50	3	15	114	72.15	8	165	182	87	87	21	163	196	1.05e-59	184	468
AT3G10910.1	Vitvi05_01chr09g01770_t001_CDS1.prot	59.574	28	47	19	0	0	35	74.47	113	159	182	26	26	84	130	141	4.42e-16	71.2	173
AT3G10910.1	Vitvi05_01chr15g03720_t001_CDS1.prot	69.412	59	85	25	1	1	71	83.53	85	169	182	47	47	25	108	138	1.96e-38	128	322
AT3G10915.2	Vitvi05_01chr13g02300_t001_CDS1.prot	61.304	141	230	84	2	5	176	76.52	1	227	227	100	100	1	228	228	2.81e-92	270	690
AT3G10920.1	Vitvi05_01chr13g02330_t001_CDS1.prot	78.696	181	230	44	2	5	205	89.13	1	229	232	99	99	56	281	284	3.13e-133	376	965
AT3G10940.1	Vitvi05_01chr13g01950_t001_CDS1.prot	70.345	204	290	73	5	13	232	80	1	283	283	100	100	49	332	332	3.83e-146	413	1061
AT3G10950.1	Vitvi05_01chr02g09960_t001_CDS1.prot	94.565	87	92	5	0	0	90	97.83	2	93	93	99	99	7	98	98	6.01e-59	175	444
AT3G10950.1	Vitvi05_01chr15g08730_t001_CDS1.prot	93.548	87	93	6	0	0	90	96.77	1	93	93	100	100	1	93	93	3.95e-59	176	445
AT3G10960.1	Vitvi05_01chr08g08050_t001_CDS1.prot	76.265	437	573	124	3	12	495	86.39	14	575	580	97	97	3	574	576	0	896	2315
AT3G10960.1	Vitvi05_01chr13g01940_t001_CDS1.prot	77.477	430	555	125	0	0	499	89.91	13	567	580	96	96	5	559	586	0	913	2359
AT3G10970.1	Vitvi05_01chr13g01910_t001_CDS1.prot	72.222	247	342	93	2	2	297	86.84	25	366	366	93	93	22	361	361	0	516	1328
AT3G10980.1	Vitvi05_01chr13g01750_t001_CDS1.prot	63.605	367	577	173	12	37	430	74.52	1	563	564	99	99	1	554	556	0	668	1723
AT3G10985.1	Vitvi05_01chr06g10940_t001_CDS1.prot	48.246	55	114	54	2	5	73	64.04	1	110	111	99	99	110	222	224	1.48e-28	103	256
AT3G11000.2	Vitvi05_01chr08g07450_t001_CDS1.prot	56.875	91	160	64	1	5	115	71.88	111	265	608	25	25	13	172	665	2.2e-55	199	505
AT3G11000.2	Vitvi05_01chr13g01650_t001_CDS1.prot	61.029	83	136	53	0	0	113	83.09	119	254	608	22	22	25	160	819	3.52e-55	200	509
AT3G11010.1	Vitvi05_01chr08g06390_t001_CDS1.prot	45.745	43	94	51	0	0	64	68.09	54	147	895	11	11	881	974	1088	4.3e-15	80.1	196
AT3G11010.1	Vitvi05_01chr09g14740_t001_CDS1.prot	40.724	90	221	131	0	0	116	52.49	96	316	895	34	25	154	374	459	1.89e-36	144	362
AT3G11010.1	Vitvi05_01chr09g14740_t001_CDS1.prot	44.706	38	85	47	0	0	54	63.53	708	792	895	34	9	193	277	459	2.34e-15	79.7	195
AT3G11010.1	Vitvi05_01chr09g17430_t001_CDS1.prot	41.667	90	216	124	2	2	126	58.33	81	294	895	24	24	177	392	403	1.49e-36	142	359
AT3G11010.1	Vitvi05_01chr19g20500_t001_CDS1.prot	38.992	379	972	463	20	130	521	53.6	4	888	895	99	99	57	985	1002	0	551	1420
AT3G11040.2	Vitvi05_01chr13g01470_t001_CDS1.prot	52.459	384	732	307	10	41	508	69.4	5	709	717	98	98	25	742	851	0	790	2040
AT3G11050.1	Vitvi05_01chr13g01430_t001_CDS1.prot	77.376	171	221	48	1	2	189	85.52	32	250	254	86	86	39	259	266	9.31e-123	350	897
AT3G11070.1	Vitvi05_01chr10g08460_t001_CDS1.prot	57.692	30	52	22	0	0	41	78.85	59	110	521	10	10	75	126	147	6.05e-13	66.6	161
AT3G11080.1	Vitvi05_01chr08g06300_t001_CDS1.prot	48.78	40	82	42	0	0	56	68.29	134	215	944	9	9	795	876	989	2.31e-13	74.7	182
AT3G11080.1	Vitvi05_01chr09g17430_t001_CDS1.prot	45.333	68	150	81	1	1	90	60	119	267	944	16	16	245	394	403	6.41e-27	114	285
AT3G11080.1	Vitvi05_01chr10g24170_t001_CDS1.prot	44.727	123	275	142	3	10	167	60.73	120	389	944	29	29	192	461	538	4.29e-49	183	464
AT3G11080.1	Vitvi05_01chr12g11160_t001_CDS1.prot	38.889	357	918	491	21	70	496	54.03	72	936	944	92	92	329	1229	1241	4.42e-167	521	1341
AT3G11080.1	Vitvi05_01chr14g28500_t001_CDS1.prot	43.396	92	212	116	3	4	122	57.55	79	287	944	22	22	53	263	452	6.09e-35	139	350
AT3G11080.1	Vitvi05_01chr16g15200_t001_CDS1.prot	51.111	46	90	44	0	0	61	67.78	127	216	944	10	10	514	603	732	1.22e-15	81.6	200
AT3G11080.1	Vitvi05_01chr16g15230_t001_CDS1.prot	51.111	46	90	44	0	0	62	68.89	127	216	944	10	10	304	393	762	2.74e-15	80.5	197
AT3G11080.1	Vitvi05_01chr18g36240_t001_CDS1.prot	38.641	381	986	479	25	126	516	52.33	37	940	944	96	96	31	972	981	1.82e-170	522	1345
AT3G11090.1	Vitvi05_01chr13g01090_t001_CDS1.prot	62.573	107	171	55	2	9	126	73.68	1	164	166	99	99	16	184	187	4.03e-70	210	534
AT3G11110.1	Vitvi05_01chr09g06160_t001_CDS1.prot	45.455	25	55	30	0	0	39	70.91	95	149	159	35	35	179	233	245	3.56e-13	65.1	157
AT3G11110.1	Vitvi05_01chr13g01010_t001_CDS1.prot	48.684	74	152	74	3	4	95	62.5	7	156	159	94	94	2	151	154	3.49e-40	132	333
AT3G11130.1	Vitvi05_01chr06g09930_t001_CDS1.prot	92.336	1530	1657	127	0	0	1609	97.1	1	1657	1706	97	97	1	1657	1706	0	3194	8280
AT3G11130.1	Vitvi05_01chr13g00910_t001_CDS1.prot	92.336	1530	1657	127	0	0	1610	97.16	1	1657	1706	97	97	1	1657	1705	0	3194	8282
AT3G11150.1	Vitvi05_01chr13g00770_t001_CDS1.prot	42.559	163	383	172	9	48	229	59.79	24	366	372	92	92	8	382	383	1.98e-86	266	680
AT3G11170.1	Vitvi05_01chr06g09760_t001_CDS1.prot	73.034	260	356	96	0	0	300	84.27	83	438	447	80	80	74	429	438	0	577	1486
AT3G11170.1	Vitvi05_01chr06g09770_t001_CDS1.prot	76.338	271	355	84	0	0	309	87.04	84	438	447	79	79	24	378	387	0	588	1516
AT3G11170.1	Vitvi05_01chr08g05770_t001_CDS1.prot	72.222	325	450	113	2	12	362	80.44	1	440	447	98	98	1	448	453	0	646	1667
AT3G11170.1	Vitvi05_01chr13g00750_t001_CDS1.prot	71.335	326	457	113	3	18	362	79.21	1	442	447	99	99	1	454	457	0	671	1731
AT3G11180.1	Vitvi05_01chr08g05700_t001_CDS1.prot	63.842	226	354	118	2	10	273	77.12	47	395	401	87	87	8	356	362	6.89e-167	471	1213
AT3G11180.1	Vitvi05_01chr13g00720_t001_CDS1.prot	65.928	238	361	112	2	11	284	78.67	47	401	401	89	89	5	360	360	6.19e-175	492	1266
AT3G11210.1	Vitvi05_01chr13g00460_t001_CDS1.prot	73.541	189	257	68	0	0	221	85.99	1	257	257	100	100	108	364	364	3.26e-144	408	1048
AT3G11220.1	Vitvi05_01chr07g24660_t001_CDS1.prot	65.94	242	367	113	4	12	291	79.29	1	356	356	100	100	1	366	366	2.43e-165	466	1199
AT3G11230.4	Vitvi05_01chr08g16070_t001_CDS1.prot	68.182	75	110	31	2	4	90	81.82	1	106	107	99	99	1	110	130	1.78e-50	155	393
AT3G11230.4	Vitvi05_01chr13g00370_t001_CDS1.prot	68.367	67	98	31	0	0	84	85.71	6	103	107	92	92	4	101	119	5.13e-47	146	369
AT3G11250.1	Vitvi05_01chr13g00200_t001_CDS1.prot	80.312	257	320	61	1	2	288	90	2	321	324	99	99	3	320	321	0	515	1326
AT3G11250.1	Vitvi05_01chr13g07670_t001_CDS1.prot	86.957	240	276	36	0	0	264	95.65	2	277	324	85	85	3	278	321	0	504	1299
AT3G11260.1	Vitvi05_01chr01g06520_t001_CDS1.prot	68.75	44	64	20	0	0	53	82.81	23	86	183	35	35	85	148	338	2.67e-26	102	254
AT3G11260.1	Vitvi05_01chr06g05730_t001_CDS1.prot	68.657	46	67	20	1	1	54	80.6	23	88	183	36	36	7	73	209	5.24e-27	101	252
AT3G11260.1	Vitvi05_01chr13g06950_t001_CDS1.prot	55.814	96	172	50	6	26	119	69.19	24	183	183	87	87	28	185	185	1.1e-54	171	434
AT3G11270.1	Vitvi05_01chr02g01680_t001_CDS1.prot	88.103	274	311	37	0	0	292	93.89	1	311	311	100	100	1	311	311	0	560	1442
AT3G11270.1	Vitvi05_01chr07g08630_t001_CDS1.prot	83.516	76	91	15	0	0	84	92.31	70	160	311	29	29	244	334	340	3.63e-51	172	435
